Chapter,Shloka,Sanskrit Word,Hindi Meaning,Transliterated Word,English Meaning
13,1,शरीरम्,शरीर,śarīram,Body
13,1,कौन्तेय,"कुन्तीपुत्र, अर्जुन क्षेत्रम्",kaunteya,"Kuntiputra, Arjun Kshetram"
13,1,इति,इस प्रकार,iti,Thus
13,1,अभिधीयते,कहा जाता है,abhidhīyate,is called
13,1,एतत्,यह,etat,it
13,1,यः,जो,yaḥ,Who
13,1,वेत्ति,जानता है,vetti,knows
13,1,तम्,वह मनुष्यः प्राहुः,tam,That man prahuh
13,1,क्षेत्र,ज्ञः,kṣetra,ज्ञाः
13,1,इति,इस प्रकार,iti,Thus
13,1,तत्,विदः,tat,vidah
13,2,क्षेत्र,ज्ञम्,kṣetra,ज्ञाम
13,2,च,भी,ca,Too
13,2,अपि,निश्चय ही,api,tentu Saja
13,2,माम्,मुझको,mām,me
13,2,विद्धि,जानो,viddhi,know
13,2,सर्व,समस्त,sarva,all
13,2,क्षेत्रेषु,शरीर के कर्मों का क्षेत्र,kṣetreṣu,field of body's actions
13,2,भारत,भरतवंशी,bhārata,Bharatvanshi
13,2,क्षेत्र,कर्मक्षेत्र,kṣetra,field of work
13,2,क्षेत्र,ज्ञयो:,kṣetra,Gyyo:
13,2,ज्ञानम्,जानना,jñānam,Know
13,2,यत्,जो,yat,Who
13,2,तत्,वह,tat,He
13,2,ज्ञानम्,ज्ञान,jñānam,Knowledge
13,2,मतम्,मत,matam,Don't
13,2,मम,मेरा।,mama,My.
13,3,तत्,वह,tat,He
13,3,क्षेत्रम्,कर्मक्षेत्र,kṣetram,field of work
13,3,यत्,क्या,yat,What
13,3,च,भी,ca,Too
13,3,यादृक्,उसकी प्रकृति,yādṛk,its nature
13,3,च,भी,ca,Too
13,3,यत्,विकारि,yat,disorderly
13,3,च,भी,ca,Too
13,3,यत्,जोः सः,yat,joh sah
13,3,च,भी,ca,Too
13,3,यः,जो,yaḥ,Who
13,3,यत्,प्रभाव:,yat,Effect:
13,3,च,भी,ca,Too
13,3,तत्,उस,tat,That
13,3,समासेन,संक्षेप में,samāsena,in short
13,3,मे,मुझसे,me,Me
13,3,शृणु,सुनो।,śṛṇu,Listen.
13,4,ऋषिभिः,महान ऋषियों द्वारा,ṛṣibhiḥ,by the great sages
13,4,बहुधा,अनेक प्रकार से,bahudhā,in many ways
13,4,गीतम्,वर्णित,gītam,described
13,4,छन्दोभिः,वैदिक मन्त्रो में,chandobhiḥ,in Vedic mantras
13,4,विविधो:,विविध प्रकार के,vividho:,variety of
13,4,पृथक्,अलग,pṛthak,apart
13,4,ब्रह्म,सूत्र,brahma,Formula
13,4,पदैः,स्त्रोतों द्वारा,padaiḥ,by sources
13,4,च,भी,ca,Too
13,4,एव,विशेष रूप से,eva,especially
13,4,हेतु,मद्भिः,hetu,Madbhih
13,4,विनिश्चितैः,निर्णयात्मक साक्ष्यों।,viniścitaiḥ,Decisive evidence.
13,5,महा,भूतानि,mahā,Bhutanese
13,5,अहडकार:,अभिमान,ahaḍakāra:,pride
13,5,बुद्धिः,बुद्धि,buddhiḥ,Intelligence
13,5,अव्यक्तम्,अप्रकट मौलिक पदार्थ,avyaktam,latent fundamental matter
13,5,एव,वास्तव में,eva,In fact
13,5,च,भी,ca,Too
13,5,इन्द्रियाणि,इन्द्रियाँ,indriyāṇi,senses
13,5,दश,एकम्,daśa,one
13,5,च,भी,ca,Too
13,5,पञ्च,पाँच,pañca,five
13,5,च,भी,ca,Too
13,5,इन्द्रिय,गो,indriya,Go
13,6,इच्छा,कामना,icchā,desire
13,6,द्वेषः,घृणा,dveṣaḥ,Hatred
13,6,सुखम्,"सुख, दुःखम्",sukham,"happiness, sorrow"
13,6,सडघातः,सकल,saḍaghātaḥ,gross
13,6,चेतना,शरीर में चेतना,cetanā,consciousness in the body
13,6,धृतिः,इच्छा शक्ति,dhṛtiḥ,will power
13,6,एतत्,सब,etat,All
13,6,क्षेत्रम्,कर्मों का क्षेत्र,kṣetram,field of action
13,6,समासेन,सम्मिलित करना,samāsena,To incorporate
13,6,स,विकारम् विकारों सहित,sa,including disorders
13,6,उदात्रतम्,कहा गया।,udātratam,It was said.
13,7,अमानित्वम्,विनम्रता,amānitvam,Politeness
13,7,अदम्भित्वम्,आडम्बर से मुक्ति,adambhitvam,freedom from ostentation
13,7,अहिंसा,अहिंसा,ahiṃsā,nonviolence
13,7,क्षान्ति:,क्षमाशील,kṣānti:,forgiving
13,7,आर्जवम्,सरलता,ārjavam,Simplicity
13,7,आचार्य,उपासनम्,ācārya,Upasanam
13,7,शौचम्,मन और शरीर की पवित्रता,śaucam,purity of mind and body
13,7,स्थैर्यम्,दृढ़ता,sthairyam,Perseverance
13,7,आत्म,विनिग्रहः,ātma,Vinigraha:
13,7,इन्द्रियम,अर्थेषु,indriyama,Artheshu
13,7,वैराग्यम्,विरक्ति,vairāgyam,disinterest
13,7,अनहंकार:,अभिमान से रहित,anahaṃkāra:,devoid of pride
13,7,एव,निश्चय ही,eva,tentu Saja
13,7,च,भी,ca,Too
13,7,जन्म,जन्म,janma,Birth
13,7,मृत्यु,मृत्युःजरा,mṛtyu,Death: Jara
13,7,व्याधि,रोग,vyādhi,Disease
13,7,दुःख,दुख का,duḥkha,of sorrow
13,7,दोष,बुराई,doṣa,evil
13,7,अनुदर्शनम्,बोध,anudarśanam,understanding
13,7,असक्ति,आसक्ति,asakti,Attachment
13,7,अनभिष्वङ्गः,लालसा रहित,anabhiṣvaṅgaḥ,without longing
13,7,पुत्र,पुत्र,putra,Son
13,7,दार,स्त्री,dāra,Woman
13,7,गृह,आदिषु,gṛha,adishu
13,7,नित्यम्,निरंतर,nityam,Continuous
13,7,च,भी,ca,Too
13,7,सम,चित्तवम्,sama,Chittavam
13,7,इष्ट,इच्छित,iṣṭa,wanted
13,7,अनिष्ट,अवांछित,aniṣṭa,unwanted
13,7,उपपत्तिषु,प्राप्त करके,upapattiṣu,by receiving
13,7,मयि,मुझ में,mayi,in me
13,7,च,भी,ca,Too
13,7,अनन्य,योगेन,ananya,Yogen
13,7,भक्ति:,भक्ति,bhakti:,devotion
13,7,अव्यभिचारिणी,निरंतर,avyabhicāriṇī,Continuous
13,7,विविक्त,एकान्त,vivikta,solitude
13,7,देश,स्थानों की,deśa,of places
13,7,सेवित्वम्,इच्छा करते हुए,sevitvam,while wishing
13,7,अरति:,विरक्त भाव से,arati:,disinterestedly
13,7,जन,संसदि,jana,Parliament
13,7,अध्यात्म,आत्मा सम्बन्धी,adhyātma,soul related
13,7,ज्ञान,ज्ञान,jñāna,Knowledge
13,7,नित्यत्वम्,निरंतर,nityatvam,Continuous
13,7,तत्त्वज्ञानं,आध्यात्मिक सिद्वान्तों का ज्ञान,tattvajñānaṃ,knowledge of spiritual principles
13,7,अर्थ,हेतु,artha,For
13,7,दर्शनम्,दर्शनशास्त्र,darśanam,philosophy
13,7,एतत्,यह सारा,etat,all this
13,7,ज्ञानम्,ज्ञान,jñānam,Knowledge
13,7,इति,इस प्रकार,iti,Thus
13,7,प्रोक्तम्,घोषित,proktam,declared
13,7,अज्ञानम्,अज्ञान,ajñānam,ignorance
13,7,यत्,जो,yat,Who
13,7,अत:,इससे,ata:,From this
13,7,अन्यथा,विपरीत।,anyathā,Adverse.
13,8,अमानित्वम्,विनम्रता,amānitvam,Politeness
13,8,अदम्भित्वम्,आडम्बर से मुक्ति,adambhitvam,freedom from ostentation
13,8,अहिंसा,अहिंसा,ahiṃsā,nonviolence
13,8,क्षान्ति:,क्षमाशील,kṣānti:,forgiving
13,8,आर्जवम्,सरलता,ārjavam,Simplicity
13,8,आचार्य,उपासनम्,ācārya,Upasanam
13,8,शौचम्,मन और शरीर की पवित्रता,śaucam,purity of mind and body
13,8,स्थैर्यम्,दृढ़ता,sthairyam,Perseverance
13,8,आत्म,विनिग्रहः,ātma,Vinigraha:
13,8,इन्द्रियम,अर्थेषु,indriyama,Artheshu
13,8,वैराग्यम्,विरक्ति,vairāgyam,disinterest
13,8,अनहंकार:,अभिमान से रहित,anahaṃkāra:,devoid of pride
13,8,एव,निश्चय ही,eva,tentu Saja
13,8,च,भी,ca,Too
13,8,जन्म,जन्म,janma,Birth
13,8,मृत्यु,मृत्युःजरा,mṛtyu,Death: Jara
13,8,व्याधि,रोग,vyādhi,Disease
13,8,दुःख,दुख का,duḥkha,of sorrow
13,8,दोष,बुराई,doṣa,evil
13,8,अनुदर्शनम्,बोध,anudarśanam,understanding
13,8,असक्ति,आसक्ति,asakti,Attachment
13,8,अनभिष्वङ्गः,लालसा रहित,anabhiṣvaṅgaḥ,without longing
13,8,पुत्र,पुत्र,putra,Son
13,8,दार,स्त्री,dāra,Woman
13,8,गृह,आदिषु,gṛha,adishu
13,8,नित्यम्,निरंतर,nityam,Continuous
13,8,च,भी,ca,Too
13,8,सम,चित्तवम्,sama,Chittavam
13,8,इष्ट,इच्छित,iṣṭa,wanted
13,8,अनिष्ट,अवांछित,aniṣṭa,unwanted
13,8,उपपत्तिषु,प्राप्त करके,upapattiṣu,by receiving
13,8,मयि,मुझ में,mayi,in me
13,8,च,भी,ca,Too
13,8,अनन्य,योगेन,ananya,Yogen
13,8,भक्ति:,भक्ति,bhakti:,devotion
13,8,अव्यभिचारिणी,निरंतर,avyabhicāriṇī,Continuous
13,8,विविक्त,एकान्त,vivikta,solitude
13,8,देश,स्थानों की,deśa,of places
13,8,सेवित्वम्,इच्छा करते हुए,sevitvam,while wishing
13,8,अरति:,विरक्त भाव से,arati:,disinterestedly
13,8,जन,संसदि,jana,Parliament
13,8,अध्यात्म,आत्मा सम्बन्धी,adhyātma,soul related
13,8,ज्ञान,ज्ञान,jñāna,Knowledge
13,8,नित्यत्वम्,निरंतर,nityatvam,Continuous
13,8,तत्त्वज्ञानं,आध्यात्मिक सिद्वान्तों का ज्ञान,tattvajñānaṃ,knowledge of spiritual principles
13,8,अर्थ,हेतु,artha,For
13,8,दर्शनम्,दर्शनशास्त्र,darśanam,philosophy
13,8,एतत्,यह सारा,etat,all this
13,8,ज्ञानम्,ज्ञान,jñānam,Knowledge
13,8,इति,इस प्रकार,iti,Thus
13,8,प्रोक्तम्,घोषित,proktam,declared
13,8,अज्ञानम्,अज्ञान,ajñānam,ignorance
13,8,यत्,जो,yat,Who
13,8,अत:,इससे,ata:,From this
13,8,अन्यथा,विपरीत।,anyathā,Adverse.
13,9,अमानित्वम्,विनम्रता,amānitvam,Politeness
13,9,अदम्भित्वम्,आडम्बर से मुक्ति,adambhitvam,freedom from ostentation
13,9,अहिंसा,अहिंसा,ahiṃsā,nonviolence
13,9,क्षान्ति:,क्षमाशील,kṣānti:,forgiving
13,9,आर्जवम्,सरलता,ārjavam,Simplicity
13,9,आचार्य,उपासनम्,ācārya,Upasanam
13,9,शौचम्,मन और शरीर की पवित्रता,śaucam,purity of mind and body
13,9,स्थैर्यम्,दृढ़ता,sthairyam,Perseverance
13,9,आत्म,विनिग्रहः,ātma,Vinigraha:
13,9,इन्द्रियम,अर्थेषु,indriyama,Artheshu
13,9,वैराग्यम्,विरक्ति,vairāgyam,disinterest
13,9,अनहंकार:,अभिमान से रहित,anahaṃkāra:,devoid of pride
13,9,एव,निश्चय ही,eva,tentu Saja
13,9,च,भी,ca,Too
13,9,जन्म,जन्म,janma,Birth
13,9,मृत्यु,मृत्युःजरा,mṛtyu,Death: Jara
13,9,व्याधि,रोग,vyādhi,Disease
13,9,दुःख,दुख का,duḥkha,of sorrow
13,9,दोष,बुराई,doṣa,evil
13,9,अनुदर्शनम्,बोध,anudarśanam,understanding
13,9,असक्ति,आसक्ति,asakti,Attachment
13,9,अनभिष्वङ्गः,लालसा रहित,anabhiṣvaṅgaḥ,without longing
13,9,पुत्र,पुत्र,putra,Son
13,9,दार,स्त्री,dāra,Woman
13,9,गृह,आदिषु,gṛha,adishu
13,9,नित्यम्,निरंतर,nityam,Continuous
13,9,च,भी,ca,Too
13,9,सम,चित्तवम्,sama,Chittavam
13,9,इष्ट,इच्छित,iṣṭa,wanted
13,9,अनिष्ट,अवांछित,aniṣṭa,unwanted
13,9,उपपत्तिषु,प्राप्त करके,upapattiṣu,by receiving
13,9,मयि,मुझ में,mayi,in me
13,9,च,भी,ca,Too
13,9,अनन्य,योगेन,ananya,Yogen
13,9,भक्ति:,भक्ति,bhakti:,devotion
13,9,अव्यभिचारिणी,निरंतर,avyabhicāriṇī,Continuous
13,9,विविक्त,एकान्त,vivikta,solitude
13,9,देश,स्थानों की,deśa,of places
13,9,सेवित्वम्,इच्छा करते हुए,sevitvam,while wishing
13,9,अरति:,विरक्त भाव से,arati:,disinterestedly
13,9,जन,संसदि,jana,Parliament
13,9,अध्यात्म,आत्मा सम्बन्धी,adhyātma,soul related
13,9,ज्ञान,ज्ञान,jñāna,Knowledge
13,9,नित्यत्वम्,निरंतर,nityatvam,Continuous
13,9,तत्त्वज्ञानं,आध्यात्मिक सिद्वान्तों का ज्ञान,tattvajñānaṃ,knowledge of spiritual principles
13,9,अर्थ,हेतु,artha,For
13,9,दर्शनम्,दर्शनशास्त्र,darśanam,philosophy
13,9,एतत्,यह सारा,etat,all this
13,9,ज्ञानम्,ज्ञान,jñānam,Knowledge
13,9,इति,इस प्रकार,iti,Thus
13,9,प्रोक्तम्,घोषित,proktam,declared
13,9,अज्ञानम्,अज्ञान,ajñānam,ignorance
13,9,यत्,जो,yat,Who
13,9,अत:,इससे,ata:,From this
13,9,अन्यथा,विपरीत।,anyathā,Adverse.
13,10,अमानित्वम्,विनम्रता,amānitvam,Politeness
13,10,अदम्भित्वम्,आडम्बर से मुक्ति,adambhitvam,freedom from ostentation
13,10,अहिंसा,अहिंसा,ahiṃsā,nonviolence
13,10,क्षान्ति:,क्षमाशील,kṣānti:,forgiving
13,10,आर्जवम्,सरलता,ārjavam,Simplicity
13,10,आचार्य,उपासनम्,ācārya,Upasanam
13,10,शौचम्,मन और शरीर की पवित्रता,śaucam,purity of mind and body
13,10,स्थैर्यम्,दृढ़ता,sthairyam,Perseverance
13,10,आत्म,विनिग्रहः,ātma,Vinigraha:
13,10,इन्द्रियम,अर्थेषु,indriyama,Artheshu
13,10,वैराग्यम्,विरक्ति,vairāgyam,disinterest
13,10,अनहंकार:,अभिमान से रहित,anahaṃkāra:,devoid of pride
13,10,एव,निश्चय ही,eva,tentu Saja
13,10,च,भी,ca,Too
13,10,जन्म,जन्म,janma,Birth
13,10,मृत्यु,मृत्युःजरा,mṛtyu,Death: Jara
13,10,व्याधि,रोग,vyādhi,Disease
13,10,दुःख,दुख का,duḥkha,of sorrow
13,10,दोष,बुराई,doṣa,evil
13,10,अनुदर्शनम्,बोध,anudarśanam,understanding
13,10,असक्ति,आसक्ति,asakti,Attachment
13,10,अनभिष्वङ्गः,लालसा रहित,anabhiṣvaṅgaḥ,without longing
13,10,पुत्र,पुत्र,putra,Son
13,10,दार,स्त्री,dāra,Woman
13,10,गृह,आदिषु,gṛha,adishu
13,10,नित्यम्,निरंतर,nityam,Continuous
13,10,च,भी,ca,Too
13,10,सम,चित्तवम्,sama,Chittavam
13,10,इष्ट,इच्छित,iṣṭa,wanted
13,10,अनिष्ट,अवांछित,aniṣṭa,unwanted
13,10,उपपत्तिषु,प्राप्त करके,upapattiṣu,by receiving
13,10,मयि,मुझ में,mayi,in me
13,10,च,भी,ca,Too
13,10,अनन्य,योगेन,ananya,Yogen
13,10,भक्ति:,भक्ति,bhakti:,devotion
13,10,अव्यभिचारिणी,निरंतर,avyabhicāriṇī,Continuous
13,10,विविक्त,एकान्त,vivikta,solitude
13,10,देश,स्थानों की,deśa,of places
13,10,सेवित्वम्,इच्छा करते हुए,sevitvam,while wishing
13,10,अरति:,विरक्त भाव से,arati:,disinterestedly
13,10,जन,संसदि,jana,Parliament
13,10,अध्यात्म,आत्मा सम्बन्धी,adhyātma,soul related
13,10,ज्ञान,ज्ञान,jñāna,Knowledge
13,10,नित्यत्वम्,निरंतर,nityatvam,Continuous
13,10,तत्त्वज्ञानं,आध्यात्मिक सिद्वान्तों का ज्ञान,tattvajñānaṃ,knowledge of spiritual principles
13,10,अर्थ,हेतु,artha,For
13,10,दर्शनम्,दर्शनशास्त्र,darśanam,philosophy
13,10,एतत्,यह सारा,etat,all this
13,10,ज्ञानम्,ज्ञान,jñānam,Knowledge
13,10,इति,इस प्रकार,iti,Thus
13,10,प्रोक्तम्,घोषित,proktam,declared
13,10,अज्ञानम्,अज्ञान,ajñānam,ignorance
13,10,यत्,जो,yat,Who
13,10,अत:,इससे,ata:,From this
13,10,अन्यथा,विपरीत।,anyathā,Adverse.
13,11,अमानित्वम्,विनम्रता,amānitvam,Politeness
13,11,अदम्भित्वम्,आडम्बर से मुक्ति,adambhitvam,freedom from ostentation
13,11,अहिंसा,अहिंसा,ahiṃsā,nonviolence
13,11,क्षान्ति:,क्षमाशील,kṣānti:,forgiving
13,11,आर्जवम्,सरलता,ārjavam,Simplicity
13,11,आचार्य,उपासनम्,ācārya,Upasanam
13,11,शौचम्,मन और शरीर की पवित्रता,śaucam,purity of mind and body
13,11,स्थैर्यम्,दृढ़ता,sthairyam,Perseverance
13,11,आत्म,विनिग्रहः,ātma,Vinigraha:
13,11,इन्द्रियम,अर्थेषु,indriyama,Artheshu
13,11,वैराग्यम्,विरक्ति,vairāgyam,disinterest
13,11,अनहंकार:,अभिमान से रहित,anahaṃkāra:,devoid of pride
13,11,एव,निश्चय ही,eva,tentu Saja
13,11,च,भी,ca,Too
13,11,जन्म,जन्म,janma,Birth
13,11,मृत्यु,मृत्युःजरा,mṛtyu,Death: Jara
13,11,व्याधि,रोग,vyādhi,Disease
13,11,दुःख,दुख का,duḥkha,of sorrow
13,11,दोष,बुराई,doṣa,evil
13,11,अनुदर्शनम्,बोध,anudarśanam,understanding
13,11,असक्ति,आसक्ति,asakti,Attachment
13,11,अनभिष्वङ्गः,लालसा रहित,anabhiṣvaṅgaḥ,without longing
13,11,पुत्र,पुत्र,putra,Son
13,11,दार,स्त्री,dāra,Woman
13,11,गृह,आदिषु,gṛha,adishu
13,11,नित्यम्,निरंतर,nityam,Continuous
13,11,च,भी,ca,Too
13,11,सम,चित्तवम्,sama,Chittavam
13,11,इष्ट,इच्छित,iṣṭa,wanted
13,11,अनिष्ट,अवांछित,aniṣṭa,unwanted
13,11,उपपत्तिषु,प्राप्त करके,upapattiṣu,by receiving
13,11,मयि,मुझ में,mayi,in me
13,11,च,भी,ca,Too
13,11,अनन्य,योगेन,ananya,Yogen
13,11,भक्ति:,भक्ति,bhakti:,devotion
13,11,अव्यभिचारिणी,निरंतर,avyabhicāriṇī,Continuous
13,11,विविक्त,एकान्त,vivikta,solitude
13,11,देश,स्थानों की,deśa,of places
13,11,सेवित्वम्,इच्छा करते हुए,sevitvam,while wishing
13,11,अरति:,विरक्त भाव से,arati:,disinterestedly
13,11,जन,संसदि,jana,Parliament
13,11,अध्यात्म,आत्मा सम्बन्धी,adhyātma,soul related
13,11,ज्ञान,ज्ञान,jñāna,Knowledge
13,11,नित्यत्वम्,निरंतर,nityatvam,Continuous
13,11,तत्त्वज्ञानं,आध्यात्मिक सिद्वान्तों का ज्ञान,tattvajñānaṃ,knowledge of spiritual principles
13,11,अर्थ,हेतु,artha,For
13,11,दर्शनम्,दर्शनशास्त्र,darśanam,philosophy
13,11,एतत्,यह सारा,etat,all this
13,11,ज्ञानम्,ज्ञान,jñānam,Knowledge
13,11,इति,इस प्रकार,iti,Thus
13,11,प्रोक्तम्,घोषित,proktam,declared
13,11,अज्ञानम्,अज्ञान,ajñānam,ignorance
13,11,यत्,जो,yat,Who
13,11,अत:,इससे,ata:,From this
13,11,अन्यथा,विपरीत।,anyathā,Adverse.
13,12,ज्ञेयम्,जानने योग्य,jñeyam,worth knowing
13,12,यत्,जो,yat,Who
13,12,तत्,वह,tat,He
13,12,प्रवक्ष्यामि,अब मैं प्रकट करूंगा,pravakṣyāmi,now i will reveal
13,12,यत्,जिसे,yat,whom
13,12,ज्ञात्वा,जानकर,jñātvā,after knowing
13,12,अमृतम्,अमरत्व को,amṛtam,to immortality
13,12,अश्नुते,प्राप्त होता है,aśnute,is received
13,12,अनादि,आदि रहित,anādi,without etc.
13,12,मत्,परम्,mat,ultimate
13,12,ब्रह्म,ब्रह्म,brahma,Brahma
13,12,न,न तो,na,neither
13,12,सत्,अस्तित्व,sat,Existence
13,12,तत्,वह,tat,He
13,12,न,न तो,na,neither
13,12,असत्,"अस्तित्व होता है, प्रभाव",asat,"exists, effects"
13,12,उच्यते,कहा जाता है।,ucyate,It is said.
13,13,सर्वतः,सर्वत्र,sarvataḥ,everywhere
13,13,पाणि,हाथ,pāṇi,Hand
13,13,पादम्,पैर,pādam,Feet
13,13,तत्,वह,tat,He
13,13,सर्वतः,सर्वत्र,sarvataḥ,everywhere
13,13,अक्षि,आँखें,akṣi,eyes
13,13,शिरः,सिर,śiraḥ,Head
13,13,मुखम्,मुँह,mukham,mouth
13,13,सर्वतः,सर्वत्र,sarvataḥ,everywhere
13,13,श्रुति,मत्,śruti,opinion
13,13,लोके,संसार में,loke,in World
13,13,सर्वम्,हर वस्तु,sarvam,every thing
13,13,आवृत्य,व्याप्त,āvṛtya,prevalent
13,13,तिष्ठति,अवस्थित है।,tiṣṭhati,Is located.
13,14,सर्व,सभी,sarva,All
13,14,इन्द्रिय,इन्द्रियों,indriya,senses
13,14,गुण,इन्द्रिय विषय का,guṇa,of sense object
13,14,आभासम्,गोचर,ābhāsam,transit
13,14,सर्व,सभी,sarva,All
13,14,इन्द्रिय,इन्द्रियों से,indriya,through the senses
13,14,विवर्जितम्,रहित,vivarjitam,devoid of
13,14,असक्तम्,अनासक्त,asaktam,detached
13,14,सर्वभृत्,सबके पालनहार,sarvabhṛt,protector of all
13,14,च,भी,ca,Too
13,14,एव,वास्तव में,eva,In fact
13,14,निर्गुणम्,प्राकृत शक्ति के तीनों गुणों से परे,nirguṇam,Beyond the three qualities of Prakrit Shakti
13,14,गुण,भोक्तृ,guṇa,consumer
13,14,च,यद्दपि।,ca,Although.
13,15,बहिः,बाहर,bahiḥ,Outside
13,15,अनतः,भीतरः च और,anataḥ,Inside: Ch and
13,15,भूतानाम्,सभी जीवों का,bhūtānām,of all living beings
13,15,अचरम्,जड़ा चरम्,acaram,rooted extreme
13,15,एव,भी,eva,Too
13,15,च,और,ca,And
13,15,सूक्ष्मत्वात्,सूक्ष्म होने के कारण,sūkṣmatvāt,due to being subtle
13,15,तत्,वह,tat,He
13,15,अविज्ञेयम्,अज्ञेय,avijñeyam,Agyeya
13,15,दूर,स्थम्,dūra,stham
13,15,च,भी,ca,Too
13,15,अन्तिके,अति समीप,antike,very close
13,15,च,तथा,ca,And
13,15,तत्,वह।,tat,He.
13,16,अविभक्तम्,अविभाजित,avibhaktam,undivided
13,16,च,यद्यपि,ca,Although
13,16,भूतेषु,सभी जीवों में विभक्तम्,bhūteṣu,divided into all living beings
13,16,इव,प्रत्यक्ष रूप से,iva,well obviously
13,16,च,फिर,ca,Then
13,16,स्थितम्,स्थित,sthitam,Located
13,16,भूत,भर्तृ,bhūta,recruitment
13,16,च,भी,ca,Too
13,16,तत्,वह,tat,He
13,16,ज्ञेयम्,जानने योग्य,jñeyam,worth knowing
13,16,ग्रसिष्णु,"संहारक, प्रभविष्णु",grasiṣṇu,"Destroyer, Prabhavishnu"
13,16,च,और।,ca,And.
13,17,ज्योतिषाम्,सभी प्रकाशित वस्तुओं में,jyotiṣām,in all published items
13,17,अपि,भी,api,Too
13,17,तत्,वह,tat,He
13,17,ज्योतिः,प्रकाश का स्रोत,jyotiḥ,source of light
13,17,तमस:,अन्धकार,tamasa:,darkness
13,17,परम्,परे,param,beyond
13,17,उच्यते,कहलाता है,ucyate,is called
13,17,ज्ञानम्,ज्ञान,jñānam,Knowledge
13,17,ज्ञेयम्,ज्ञान का विषय,jñeyam,subject of knowledge
13,17,ज्ञान,गम्यम्,jñāna,Gamyam
13,17,हृदि,हृदय में,hṛdi,in the heart
13,17,सर्वस्य,सब,sarvasya,All
13,17,विष्ठितम्,निवास।,viṣṭhitam,Residence.
13,18,इति,इस प्रकार,iti,Thus
13,18,क्षेत्रम्,क्षेत्र की प्रकृति,kṣetram,nature of the area
13,18,तथा,और,tathā,And
13,18,ज्ञानम्,ज्ञान का अर्थ,jñānam,meaning of knowledge
13,18,ज्ञेयम्,ज्ञान का विषय,jñeyam,subject of knowledge
13,18,च,और,ca,And
13,18,उक्तम्,प्रकट करना,uktam,Expose
13,18,समासतः,संक्षेप में,samāsataḥ,in short
13,18,मत्,भक्त:,mat,Devotee:
13,18,एतत्,यह सब,etat,all this
13,18,विज्ञाय,जान कर,vijñāya,after knowing
13,18,मत्,भावाय,mat,भावाय
13,18,उपपद्यते,प्राप्त करता है।,upapadyate,Receives.
13,19,प्रकृतिम्,प्राकृत शक्ति,prakṛtim,natural power
13,19,पुरुषम्,जीवात्मा को,puruṣam,to the soul
13,19,च,भी,ca,Too
13,19,एव,वास्तव में,eva,In fact
13,19,विद्धि,जानो,viddhi,know
13,19,अनादी,आदिरहित,anādī,beginningless
13,19,उभौ,दोनों,ubhau,Both
13,19,अपि,भी,api,Too
13,19,विकारान्,विकारों को,vikārān,to disorders
13,19,च,भी,ca,Too
13,19,गुणान्,प्रकृति के तीन गुण,guṇān,three qualities of nature
13,19,च,भी,ca,Too
13,19,एव,निश्चय ही,eva,tentu Saja
13,19,विद्धि,जानो,viddhi,know
13,19,प्रकृति,भौतिक प्रकृति से,prakṛti,by physical nature
13,19,सम्भवान्,उत्पक।,sambhavān,Origin.
13,20,कार्य,परिणाम,kārya,Result
13,20,कारण,कारण,kāraṇa,Reason
13,20,कर्तृत्वे,सृष्टि के विषय में,kartṛtve,about creation
13,20,हेतुः,माध्यम,hetuḥ,Channel
13,20,प्रकृतिः,भौतिक शक्ति,prakṛtiḥ,physical strength
13,20,उच्यते,कही जाती है। पुरूष:,ucyate,It is said. Man:
13,20,सुख,दुखानाम्,sukha,Dukhanam
13,20,भोक्तृत्वे,अनुभूति,bhoktṛtve,Feeling
13,20,हेतुः,उत्तरदायी,hetuḥ,responsible
13,20,उच्यते,कहा जाता है।,ucyate,It is said.
13,21,पुरुषः,जीवात्मा,puruṣaḥ,soul
13,21,प्रकृतिस्थ:,भौतिक शक्ति में स्थित होकर,prakṛtistha:,situated in physical power
13,21,हि,निश्चय ही,hi,tentu Saja
13,21,भुक्ते,भोग की इच्छा,bhukte,desire for enjoyment
13,21,प्रकृति,जान्,prakṛti,Jaan
13,21,गुणान्,प्रकृति के तीन गुणों को,guṇān,three qualities of nature
13,21,कारणम्,कारण,kāraṇam,Reason
13,21,गुण,सडगः,guṇa,सदगः
13,21,अस्य,जीव की,asya,of the living being
13,21,सत्,असत्,sat,false
13,21,योनि,उत्तम और अधम योनियों में,yoni,In superior and inferior species
13,21,जन्मसु,जन्म लेना।,janmasu,To be born
13,22,उपद्रष्टा,साक्षी,upadraṣṭā,Witness
13,22,अनुमन्ता,अनुमति देने वाला,anumantā,permissive
13,22,च,भी,ca,Too
13,22,भर्ता,निर्वाहक,bhartā,Executor
13,22,भोक्ता,परम भोक्ता,bhoktā,ultimate enjoyer
13,22,महा,ईश्वर:,mahā,God:
13,22,परम्,आत्म,param,self
13,22,इति,भी,iti,Too
13,22,च,तथा,ca,And
13,22,अपि,निस्सन्देह,api,undoubtedly
13,22,उक्तः,कहा गया है,uktaḥ,Having said
13,22,देहे,शरीर में,dehe,in the body
13,22,अस्मिन्,इस,asmin,This
13,22,पुरुषःपर,परम प्रभु।,puruṣaḥpara,Supreme Lord.
13,23,यः,जो,yaḥ,Who
13,23,एवम्,इस प्रकार,evam,Thus
13,23,वेत्ति,जानना है,vetti,want to know
