Chapter,Shloka,Sanskrit Word,Hindi Meaning
13,10,जन्म,जन्म
13,10,मृत्यु,मृत्युःजरा
13,10,व्याधि,रोग
13,10,दुःख,दुख का
13,10,दोष,बुराई
13,10,अनुदर्शनम्,बोध
13,10,असक्ति,आसक्ति
13,10,अनभिष्वङ्गः,लालसा रहित
13,10,पुत्र,पुत्र
13,10,दार,स्त्री
13,10,गृह,आदिषु
13,10,नित्यम्,निरंतर
13,10,च,भी
13,10,सम,चित्तवम्
13,10,इष्ट,इच्छित
13,10,अनिष्ट,अवांछित
13,10,उपपत्तिषु,प्राप्त करके
13,10,मयि,मुझ में
13,10,च,भी
13,10,अनन्य,योगेन
13,10,भक्ति:,भक्ति
13,10,अव्यभिचारिणी,निरंतर
13,10,विविक्त,एकान्त
13,10,देश,स्थानों की
13,10,सेवित्वम्,इच्छा करते हुए
13,10,अरति:,विरक्त भाव से
13,10,जन,संसदि
13,10,अध्यात्म,आत्मा सम्बन्धी
13,10,ज्ञान,ज्ञान
13,10,नित्यत्वम्,निरंतर
13,10,तत्त्वज्ञानं,आध्यात्मिक सिद्वान्तों का ज्ञान
13,10,अर्थ,हेतु
13,10,दर्शनम्,दर्शनशास्त्र
13,10,एतत्,यह सारा
13,10,ज्ञानम्,ज्ञान
13,10,इति,इस प्रकार
13,10,प्रोक्तम्,घोषित
13,10,अज्ञानम्,अज्ञान
13,10,यत्,जो
13,10,अत:,इससे
13,10,अन्यथा,विपरीत।
13,11,अमानित्वम्,विनम्रता
13,11,अदम्भित्वम्,आडम्बर से मुक्ति
13,11,अहिंसा,अहिंसा
13,11,क्षान्ति:,क्षमाशील
13,11,आर्जवम्,सरलता
13,11,आचार्य,उपासनम्
13,11,शौचम्,मन और शरीर की पवित्रता
13,11,स्थैर्यम्,दृढ़ता
13,11,आत्म,विनिग्रहः
13,11,इन्द्रियम,अर्थेषु
13,11,वैराग्यम्,विरक्ति
13,11,अनहंकार:,अभिमान से रहित
13,11,एव,निश्चय ही
13,11,च,भी
13,11,जन्म,जन्म
13,11,मृत्यु,मृत्युःजरा
13,11,व्याधि,रोग
13,11,दुःख,दुख का
13,11,दोष,बुराई
13,11,अनुदर्शनम्,बोध
13,11,असक्ति,आसक्ति
13,11,अनभिष्वङ्गः,लालसा रहित
13,11,पुत्र,पुत्र
13,11,दार,स्त्री
13,11,गृह,आदिषु
13,11,नित्यम्,निरंतर
13,11,च,भी
13,11,सम,चित्तवम्
13,11,इष्ट,इच्छित
13,11,अनिष्ट,अवांछित
13,11,उपपत्तिषु,प्राप्त करके
13,11,मयि,मुझ में
13,11,च,भी
13,11,अनन्य,योगेन
13,11,भक्ति:,भक्ति
13,11,अव्यभिचारिणी,निरंतर
13,11,विविक्त,एकान्त
13,11,देश,स्थानों की
13,11,सेवित्वम्,इच्छा करते हुए
13,11,अरति:,विरक्त भाव से
13,11,जन,संसदि
13,11,अध्यात्म,आत्मा सम्बन्धी
13,11,ज्ञान,ज्ञान
13,11,नित्यत्वम्,निरंतर
13,11,तत्त्वज्ञानं,आध्यात्मिक सिद्वान्तों का ज्ञान
13,11,अर्थ,हेतु
13,11,दर्शनम्,दर्शनशास्त्र
13,11,एतत्,यह सारा
13,11,ज्ञानम्,ज्ञान
13,11,इति,इस प्रकार
13,11,प्रोक्तम्,घोषित
13,11,अज्ञानम्,अज्ञान
13,11,यत्,जो
13,11,अत:,इससे
13,11,अन्यथा,विपरीत।
13,12,ज्ञेयम्,जानने योग्य
13,12,यत्,जो
13,12,तत्,वह
13,12,प्रवक्ष्यामि,अब मैं प्रकट करूंगा
13,12,यत्,जिसे
13,12,ज्ञात्वा,जानकर
13,12,अमृतम्,अमरत्व को
13,12,अश्नुते,प्राप्त होता है
13,12,अनादि,आदि रहित
13,12,मत्,परम्
13,12,ब्रह्म,ब्रह्म
13,12,न,न तो
13,12,सत्,अस्तित्व
13,12,तत्,वह
13,12,न,न तो
13,12,असत्,"अस्तित्व होता है, प्रभाव"
13,12,उच्यते,कहा जाता है।
13,13,सर्वतः,सर्वत्र
13,13,पाणि,हाथ
13,13,पादम्,पैर
13,13,तत्,वह
13,13,सर्वतः,सर्वत्र
13,13,अक्षि,आँखें
13,13,शिरः,सिर
13,13,मुखम्,मुँह
13,13,सर्वतः,सर्वत्र
13,13,श्रुति,मत्
13,13,लोके,संसार में
13,13,सर्वम्,हर वस्तु
13,13,आवृत्य,व्याप्त
13,13,तिष्ठति,अवस्थित है।
13,14,सर्व,सभी
13,14,इन्द्रिय,इन्द्रियों
13,14,गुण,इन्द्रिय विषय का
13,14,आभासम्,गोचर
13,14,सर्व,सभी
13,14,इन्द्रिय,इन्द्रियों से
13,14,विवर्जितम्,रहित
13,14,असक्तम्,अनासक्त
13,14,सर्वभृत्,सबके पालनहार
13,14,च,भी
13,14,एव,वास्तव में
13,14,निर्गुणम्,प्राकृत शक्ति के तीनों गुणों से परे
13,14,गुण,भोक्तृ
13,14,च,यद्दपि।
13,15,बहिः,बाहर
13,15,अनतः,भीतरः च और
13,15,भूतानाम्,सभी जीवों का
13,15,अचरम्,जड़ा चरम्
13,15,एव,भी
13,15,च,और
13,15,सूक्ष्मत्वात्,सूक्ष्म होने के कारण
13,15,तत्,वह
13,15,अविज्ञेयम्,अज्ञेय
13,15,दूर,स्थम्
13,15,च,भी
13,15,अन्तिके,अति समीप
13,15,च,तथा
13,15,तत्,वह।
13,16,अविभक्तम्,अविभाजित
13,16,च,यद्यपि
13,16,भूतेषु,सभी जीवों में विभक्तम्
13,16,इव,प्रत्यक्ष रूप से
13,16,च,फिर
13,16,स्थितम्,स्थित
13,16,भूत,भर्तृ
13,16,च,भी
13,16,तत्,वह
13,16,ज्ञेयम्,जानने योग्य
13,16,ग्रसिष्णु,"संहारक, प्रभविष्णु"
13,16,च,और।
13,17,ज्योतिषाम्,सभी प्रकाशित वस्तुओं में
13,17,अपि,भी
13,17,तत्,वह
13,17,ज्योतिः,प्रकाश का स्रोत
13,17,तमस:,अन्धकार
13,17,परम्,परे
13,17,उच्यते,कहलाता है
13,17,ज्ञानम्,ज्ञान
13,17,ज्ञेयम्,ज्ञान का विषय
13,17,ज्ञान,गम्यम्
13,17,हृदि,हृदय में
13,17,सर्वस्य,सब
13,17,विष्ठितम्,निवास।
13,18,इति,इस प्रकार
13,18,क्षेत्रम्,क्षेत्र की प्रकृति
13,18,तथा,और
13,18,ज्ञानम्,ज्ञान का अर्थ
13,18,ज्ञेयम्,ज्ञान का विषय
13,18,च,और
13,18,उक्तम्,प्रकट करना
13,18,समासतः,संक्षेप में
13,18,मत्,भक्त:
13,18,एतत्,यह सब
13,18,विज्ञाय,जान कर
13,18,मत्,भावाय
13,18,उपपद्यते,प्राप्त करता है।
13,19,प्रकृतिम्,प्राकृत शक्ति
13,19,पुरुषम्,जीवात्मा को
13,19,च,भी
13,19,एव,वास्तव में
13,19,विद्धि,जानो
13,19,अनादी,आदिरहित
13,19,उभौ,दोनों
13,19,अपि,भी
13,19,विकारान्,विकारों को
13,19,च,भी
13,19,गुणान्,प्रकृति के तीन गुण
13,19,च,भी
13,19,एव,निश्चय ही
13,19,विद्धि,जानो
13,19,प्रकृति,भौतिक प्रकृति से
13,19,सम्भवान्,उत्पक।
13,20,कार्य,परिणाम
13,20,कारण,कारण
13,20,कर्तृत्वे,सृष्टि के विषय में
13,20,हेतुः,माध्यम
13,20,प्रकृतिः,भौतिक शक्ति
13,20,उच्यते,कही जाती है। पुरूष:
13,20,सुख,दुखानाम्
13,20,भोक्तृत्वे,अनुभूति
13,20,हेतुः,उत्तरदायी
13,20,उच्यते,कहा जाता है।
13,21,पुरुषः,जीवात्मा
13,21,प्रकृतिस्थ:,भौतिक शक्ति में स्थित होकर
13,21,हि,निश्चय ही
13,21,भुक्ते,भोग की इच्छा
13,21,प्रकृति,जान्
13,21,गुणान्,प्रकृति के तीन गुणों को
13,21,कारणम्,कारण
13,21,गुण,सडगः
13,21,अस्य,जीव की
13,21,सत्,असत्
13,21,योनि,उत्तम और अधम योनियों में
13,21,जन्मसु,जन्म लेना।
13,22,उपद्रष्टा,साक्षी
13,22,अनुमन्ता,अनुमति देने वाला
13,22,च,भी
13,22,भर्ता,निर्वाहक
13,22,भोक्ता,परम भोक्ता
13,22,महा,ईश्वर:
13,22,परम्,आत्म
13,22,इति,भी
13,22,च,तथा
13,22,अपि,निस्सन्देह
13,22,उक्तः,कहा गया है
13,22,देहे,शरीर में
13,22,अस्मिन्,इस
13,22,पुरुषःपर,परम प्रभु।
13,23,यः,जो
13,23,एवम्,इस प्रकार
13,23,वेत्ति,जानना है
13,23,पुरुषम्,जीव
13,23,प्रकृतिम्,भौतिक शक्ति
13,23,च,तथा
13,23,गुणैः,प्रकृति के तीनों गुणों के सह
13,23,सर्वथा,सभी प्रकार
13,23,वर्तमान:,स्थित होकर
13,23,अपि,यद्यपि
13,23,न,कभी नहीं
13,23,स:,वह
13,23,भूयः,फिर से
13,23,अभिजायते,जन्म लेता है।
13,24,ध्यानेन,ध्यान के द्वारा
13,24,आत्मनि,अपने भीतर
13,24,पश्यन्ति,देखते हैं
13,24,केचित्,कुछ लोग
13,24,आत्मानम्,परमात्मा को
13,24,आत्मना,मन से
13,24,अन्ये,अन्य लोग
13,24,साङ्ख्येन,ज्ञान के पोषण द्वारा
13,24,योगेन,योग पद्धति द्वारा
13,24,कर्म,योगेन
13,24,च,भी
13,24,अपरे,अन्य।
13,25,अन्ये,अन्य
13,25,तु,लेकिन
13,25,एवम्,इस प्रकार
13,25,अजानन्तः,आध्यात्मिक ज्ञान से अनभिज्ञ
13,25,श्रुत्वा,सुनकर
13,25,अन्येभ्यः,अन्यों से
13,25,उपासते,अराधना करना प्रारम्भ कर देते हैं
13,25,ते,वे
13,25,अपि,भी
13,25,च,तथा
13,25,अतितरन्ति,पार कर जाते हैं
13,25,एव,निश्चय ही
13,25,मृत्युम्,मृत्युः श्रुतिपरायणाः
13,26,यावत्,जो भी
13,26,सञ्जायते,प्रकट होता है
13,26,किञ्चित्,कुछ भी
13,26,सत्त्वम्,अस्तित्त्व
13,26,स्थावर,अचर
13,26,जङ्गमम्,चर
13,26,क्षेत्र,कर्मक्षेत्र
13,26,क्षेत्र,ज्ञ तथा शरीर को जानने वाले का
13,26,संयोगत्,संयोग से
13,26,तत्,तुम
13,26,विद्धि,जानो
13,26,भरत,ऋषभ
13,27,समम्,समभाव से
13,27,सर्वेषु,सब में
13,27,भूतेषु,जीवों में
13,27,तिष्ठन्तम्,निवास करते हुए
13,27,परम,ईश्वरम्
13,27,विनश्यत्सु,नाशवानों में अविनश्यन्तम्
13,27,यः,जो
13,27,पश्यति,देखता है
13,27,सः,वही
13,27,पश्यति,अनुभव करते हैं।
13,28,समम्,समान रूप से
13,28,पश्यन्,देखते हुए
13,28,हि,निश्चय ही
13,28,सर्वत्र,सभी स्थानों में
13,28,समवस्थितम्,एक समान रूप से स्थित
13,28,ईश्वरम्,परमात्मा के रूप में भगवान
13,28,न,नहीं
13,28,हिनस्ति,निम्नीकृत
13,28,आत्मना,मन से
13,28,आत्मानम्,आत्मा को
13,28,ततः,तब
13,28,याति,पहुँचता है
13,28,पराम्,दिव्य
13,28,गतिम्,गन्तव्य को।
13,29,प्रकृत्या,प्राकृतिक शक्ति द्वारा
13,29,एव,वास्तव में
13,29,च,भी
13,29,कर्माणि,कर्म
13,29,क्रियमाणानि,निष्पादित किये गये
13,29,सर्वशः,सभी प्रकार से
13,29,यः,जो
13,29,पश्यति,देखता है
13,29,तथा,भी
13,29,आत्मानम्,देहधारी आत्मा को
13,29,अकर्तारम्,अकर्ताः सः
13,29,पश्यति,देखता है।
13,30,यदा,जब
13,30,भूत,जीव
13,30,पृथक्,भावम् विभिन्न जीवन रूप
13,30,एक,स्थम्
13,30,अनुपश्यति,देखता है
13,30,तत:,तत्पश्चात
13,30,एव,वास्तव में
13,30,च,और
13,30,विस्तारम्,जन्म से
13,30,ब्रह्म,ब्रह्म
13,30,सम्पद्यते,वे प्राप्त करते हैं
13,30,तदा,उस समय।
13,31,अनादित्वात्,आदि रहित
13,31,निर्गुणत्वात्,प्रकृति के गुणों से रहित
13,31,परम,सर्वोच्च
13,31,आत्मा,आत्मा
13,31,अयम्,यह
13,31,अव्ययः,अविनाशी
13,31,शरीर,स्थ:
13,31,अपि,यद्यपि
13,31,कौन्तेय,"कुन्तीपुत्र, अर्जुन"
13,31,न करोति,कुछ नहीं करता
13,31,न लिप्यते,न ही दूषित होता है।
13,32,यथा,जैसे
13,32,सर्व,गतम्
13,32,सौक्ष्म्यात्,सूक्ष्म होने के कारण
13,32,आकाशम्,अंतरिक्ष
13,32,न,नहीं
13,32,उपलिप्यते,दूषित होता है
13,32,सर्वत्र,सभी स्थानों पर
13,32,अवस्थितः,स्थित
13,32,देहे,शरीर में
13,32,तथा,उसी प्रकार
13,32,आत्म,आत्माव
13,32,न,कभी नहीं
13,32,उपलिप्यते,दूषित होता है।
13,33,यथा,जैसे
13,33,प्रकाशयति,आलोकित करता है
13,33,एकः,एक
13,33,कृत्स्नम्,समस्त
13,33,लोकम्,ब्रह्माण्ड प्रणालियाँ
13,33,इमम्,इस
13,33,रविः,सूर्य क्षेत्रम्
13,33,क्षेत्री,आत्मा
13,33,तथा,उसी तरह
13,33,कृत्स्नम्,समस्त
13,33,प्रकाशयति,आलोकित करता है
13,33,भारत,"भरतपुत्र, अर्जुन।"
13,34,क्षेत्र,शरीर
13,34,क्षेत्र,ज्ञयोः
13,34,एवम्,इस प्रकार
13,34,अन्तरम्,अन्तर को
13,34,ज्ञानचक्षुषा,ज्ञान की दृष्टि से
13,34,भूत,जीवित प्राणी
13,34,प्रकृति,प्राकृतिक शक्ति
13,34,मोक्षम्,"मोक्ष को, प्राकृत शक्ति से मुक्ति"
13,34,च,और
13,34,ये,जो
13,34,विदुः,जानते हैं
13,34,यान्ति,प्राप्त होते हैं
13,34,ते,वे
13,34,परम,परम लक्ष्य।
14,1,श्री,भगवान् उवाच
14,1,परम्,सर्वोच्च
14,1,भूयः,पुन: प्रवक्ष्यामि
14,1,ज्ञानानाम्,समस्त ज्ञान की
14,1,ज्ञानम्,उत्तमम्
14,1,यत्,जिसे
14,1,ज्ञात्वा,जानकर
14,1,मुनयः,संत
14,1,सर्वे,समस्त
14,1,परम्,सर्वोच्च
14,1,सिद्धिम्,पूर्णता
14,1,इत:,इस संसार से
14,1,गताः,प्राप्त की।
14,2,इदम्,इस
14,2,ज्ञानम्,ज्ञान को
14,2,उपाश्रित्य,आश्रय पाकर
14,2,मम,मेरा
14,2,साधर्म्यम्,समान प्रकृति को
14,2,आगताः,प्राप्त करके
14,2,सर्गे,सृष्टि के समय
14,2,अपि,भी
14,2,न,कभी नहीं
14,2,उपजायन्ते,जन्म लेते हैं
14,2,प्रलये,प्रलय के समय
14,2,न,तो
14,2,व्यथन्ति,कष्ट अनुभव नहीं करते
14,2,च,भी।
14,3,मम,मेरा
14,3,योनि:,गर्भ
14,3,महत्,ब्रह्म
14,3,तस्मिन्,उसमें
14,3,गर्भम्,गर्भ
14,3,दधामि,उत्पक करता हूँ
14,3,अहम्,मैं
14,3,सम्भवः,जन्म
14,3,सर्व,भूतानाम्
14,3,ततः,तत्पश्चात
14,3,भवति,होना भारत
14,3,योनिषु,समस्त योनियों में
14,3,कौन्तेय,"कुन्तीपुत्र, अर्जुन"
14,3,मूर्तयः,रूप
14,3,सम्भवन्ति,प्रकट होते हैं
14,3,याः,जो
14,3,तासाम्,उन सबों का
14,3,ब्रह्म,महत्
14,3,योनिः,जन्म
14,3,अहम्,मैं
14,3,बीजप्रदः,बीजप्रदाता
14,3,पिता,पिता।
14,4,मम,मेरा
14,4,योनि:,गर्भ
14,4,महत्,ब्रह्म
14,4,तस्मिन्,उसमें
14,4,गर्भम्,गर्भ
14,4,दधामि,उत्पक करता हूँ
14,4,अहम्,मैं
14,4,सम्भवः,जन्म
14,4,सर्व,भूतानाम्
14,4,ततः,तत्पश्चात
14,4,भवति,होना भारत
14,4,योनिषु,समस्त योनियों में
14,4,कौन्तेय,"कुन्तीपुत्र, अर्जुन"
14,4,मूर्तयः,रूप
14,4,सम्भवन्ति,प्रकट होते हैं
14,4,याः,जो
14,4,तासाम्,उन सबों का
14,4,ब्रह्म,महत्
14,4,योनिः,जन्म
14,4,अहम्,मैं
14,4,बीजप्रदः,बीजप्रदाता
14,4,पिता,पिता।
14,5,सत्त्वम्,"अच्छाई का गुण, सत्वगुण"
14,5,रजः,"आसक्ति का गुण, रजोगुण"
14,5,तमः,"अज्ञानता का गुण, तमोगुण"
14,5,इति,इस प्रकार
14,5,गुणा:,गुण
14,5,प्रकृति,भौतिक शक्ति
14,5,सम्भवाः,उत्पन्न
14,5,निबध नन्ति,बाँधते हैं
14,5,महा,बाहो
14,5,देहे,इस शरीर में
14,5,देहिनम्,जीव को
14,5,अव्ययम्,अविनाशी।
14,6,तत्र,इनके मध्य
14,6,सत्त्वम्,अच्छाई का गुण
14,6,निर्मलत्वात्,शुद्ध होना
14,6,प्रकाशकम्,प्रकाशित करना
14,6,अनामयम्,स्वास्थ्य और पूर्ण रूप से हष्ट
14,6,सुख,सुख की
14,6,सङ्गन,आसक्ति
14,6,बध्नाति,बाँधता है
14,6,ज्ञान,ज्ञान
14,6,सङ्गन,आसक्ति से
14,6,च,भी
14,6,अनघ,"पापरहित, अर्जुन।"
14,7,रजो,"रजोगुण, आसक्ति का गुण"
14,7,राग,आत्मकम्
14,7,विद्धि,जानो
14,7,तृष्णा,इच्छा
14,7,सड्.ग,संगति से
14,7,समुद्भवम्,उत्पन्नतत्
14,7,निबन्धनाति,बाँधता है
14,7,कौन्तेय,"कुन्तीपुत्र, अर्जुन"
14,7,कर्मसङ्गेन,सकाम कर्म की आसक्ति से
14,7,देहिनम्,देहधारी आत्मा को ।।
14,8,तमः,तमोगुण
14,8,तु,लेकिन
14,8,अज्ञान,जम्
14,8,विद्धि,जानो
14,8,मोहनम्,मोह
14,8,सर्वदेहिनाम्,सभी जीवों में प्रमाद असावधानी
14,8,आलस्य,आलस्य
14,8,निद्राभिः,नींद
14,8,तत्,वह
14,8,निबध्नाति,बाँधता है
14,8,भारत,"भरतपुत्र, अर्जुन।"
14,9,सत्त्वम्,सत्वगुण
14,9,सुखे,सुख में
14,9,सबजयति,बाँधता है
14,9,रजः,रजोगुण
14,9,कर्माणि,कर्म के प्रति
14,9,भारत,"भरतपुत्र, अर्जुन"
14,9,ज्ञानम्,ज्ञान को
14,9,आवृत्य,ढकना
14,9,तु,लेकिन
14,9,तम:,अज्ञानता का गुण
14,9,प्रमादे,मोह
14,9,सञ्जयति,बाँधता है
14,9,उत,वास्तव में।
14,10,रजः,रजोगुण
14,10,तमः,अज्ञानता का गुण
14,10,च,भी
14,10,अभिभूय,पार करके
14,10,सत्त्वम्,सत्वगुणः भवतिबनता है
14,10,भारत,"भरतपुत्र, अर्जुन"
14,10,रजः,आसक्ति का गुण
14,10,सत्त्वम्,सत्वगुण
14,10,तमः,तमोगुण
14,10,च,भी
14,10,एव,उसी प्रकार से
14,10,तमः,तमोगुण
14,10,सत्त्वम्,सत्वगुण को
14,10,रजः,रजोगुण
14,10,तथा,इस प्रकार
14,11,सर्व,सभी में
14,11,द्वारेषु,द्वारो द्वारा
14,11,देह,शरीर अस्मिन्
14,11,प्रकाश:,प्रकाश
14,11,उपजायते,प्रकट होता है
14,11,ज्ञानम्,ज्ञान
14,11,यदा,जब
14,11,तदा,उस सम
14,11,विद्यात्,जानो
14,11,विदृद्धम्,प्रधानता
14,11,सत्त्वम्,सत्वगुणः इति इस प्रकार से
14,11,उत,निश्चित रूप से
14,11,लोभ:,लोभ
14,11,प्रवृत्तिः,गतिविधि
14,11,आरम्भः,परिश्रम
14,11,कर्मणाम्,साकाम कर्म
14,11,अशम:,बैचेनः स्पृहा
14,11,राजसि,रजोगुण में
14,11,एतानि,ये सब
14,11,जायन्ते,विकसित
14,11,विवृद्धे,जब प्रधानता होती है
14,11,भरत,ऋशभ
14,11,अप्रकाश:,अँधेरा
14,11,अप्रवृत्तिः,जड़ताएँ
14,11,च,तथा
14,11,प्रमादः,असावधानी
14,11,मोह:,मोह
14,11,एव,निस्संदेह
14,11,च,भी
14,11,तमसि,तमोगुण का
14,11,एतानि,ये
14,11,जायन्ते,प्रकट होते हैं
14,11,विवृद्ध,प्रधानता होने पर
14,11,कुरूनन्दन,"कुरूपुत्र, अर्जुन।"
14,12,सर्व,सभी में
14,12,द्वारेषु,द्वारो द्वारा
14,12,देह,शरीर अस्मिन्
14,12,प्रकाश:,प्रकाश
14,12,उपजायते,प्रकट होता है
14,12,ज्ञानम्,ज्ञान
14,12,यदा,जब
14,12,तदा,उस सम
14,12,विद्यात्,जानो
14,12,विदृद्धम्,प्रधानता
14,12,सत्त्वम्,सत्वगुणः इति इस प्रकार से
14,12,उत,निश्चित रूप से
14,12,लोभ:,लोभ
14,12,प्रवृत्तिः,गतिविधि
14,12,आरम्भः,परिश्रम
14,12,कर्मणाम्,साकाम कर्म
14,12,अशम:,बैचेनः स्पृहा
14,12,राजसि,रजोगुण में
14,12,एतानि,ये सब
14,12,जायन्ते,विकसित
14,12,विवृद्धे,जब प्रधानता होती है
14,12,भरत,ऋशभ
14,12,अप्रकाश:,अँधेरा
14,12,अप्रवृत्तिः,जड़ताएँ
14,12,च,तथा
14,12,प्रमादः,असावधानी
14,12,मोह:,मोह
14,12,एव,निस्संदेह
14,12,च,भी
14,12,तमसि,तमोगुण का
14,12,एतानि,ये
14,12,जायन्ते,प्रकट होते हैं
14,12,विवृद्ध,प्रधानता होने पर
14,12,कुरूनन्दन,"कुरूपुत्र, अर्जुन।"
14,13,सर्व,सभी में
14,13,द्वारेषु,द्वारो द्वारा
14,13,देह,शरीर अस्मिन्
14,13,प्रकाश:,प्रकाश
14,13,उपजायते,प्रकट होता है
14,13,ज्ञानम्,ज्ञान
14,13,यदा,जब
14,13,तदा,उस सम
14,13,विद्यात्,जानो
14,13,विदृद्धम्,प्रधानता
14,13,सत्त्वम्,सत्वगुणः इति इस प्रकार से
14,13,उत,निश्चित रूप से
14,13,लोभ:,लोभ
14,13,प्रवृत्तिः,गतिविधि
14,13,आरम्भः,परिश्रम
14,13,कर्मणाम्,साकाम कर्म
14,13,अशम:,बैचेनः स्पृहा
14,13,राजसि,रजोगुण में
14,13,एतानि,ये सब
14,13,जायन्ते,विकसित
14,13,विवृद्धे,जब प्रधानता होती है
14,13,भरत,ऋशभ
14,13,अप्रकाश:,अँधेरा
14,13,अप्रवृत्तिः,जड़ताएँ
14,13,च,तथा
14,13,प्रमादः,असावधानी
14,13,मोह:,मोह
14,13,एव,निस्संदेह
14,13,च,भी
14,13,तमसि,तमोगुण का
14,13,एतानि,ये
14,13,जायन्ते,प्रकट होते हैं
14,13,विवृद्ध,प्रधानता होने पर
14,13,कुरूनन्दन,"कुरूपुत्र, अर्जुन।"
14,14,यदा,जब
14,14,सत्त्वे,सत्वगुण में प्रवृद्ध
14,14,तु,लेकिन
14,14,प्रलयम्,"मृत्यु, यति"
14,14,तदा,उस समय
14,14,उत्तम,विदाम्
14,14,अमलान्,शुद्ध प्रतिपद्यते
14,14,रजसि,रजोगुण में
14,14,प्रलयम्,मृत्यु को
14,14,गत्वा,प्राप्त करके
14,14,कर्म,सड्.िगषु
14,14,जायते,जन्म लेता है तथा उसी प्रकार
14,14,प्रलीन:,मरकर
14,14,तमसि,तमोगुण में
14,14,मूढ,योनिषु
14,14,जायते,जन्म लेता है
14,15,यदा,जब
14,15,सत्त्वे,सत्वगुण में प्रवृद्ध
14,15,तु,लेकिन
14,15,प्रलयम्,"मृत्यु, यति"
14,15,तदा,उस समय
14,15,उत्तम,विदाम्
14,15,अमलान्,शुद्ध प्रतिपद्यते
14,15,रजसि,रजोगुण में
14,15,प्रलयम्,मृत्यु को
14,15,गत्वा,प्राप्त करके
14,15,कर्म,सड्.िगषु
14,15,जायते,जन्म लेता है तथा उसी प्रकार
14,15,प्रलीन:,मरकर
14,15,तमसि,तमोगुण में
14,15,मूढ,योनिषु
14,15,जायते,जन्म लेता है
14,16,कर्मण:,कर्म का
14,16,सु,कृतस्य
14,16,आहुः,कहा गया है
14,16,सात्त्विकम्,सत्वगुण
14,16,निर्मलम्,विशुद्ध
14,16,फलम्,फल
14,16,रजसः,रजोगुण का
14,16,तु,लेकिन
14,16,फलम्,परिणाम
14,16,दुःखम्,दुख
14,16,अज्ञानम्,अज्ञानता
14,16,तमसः,तमोगुण का
14,16,फलम्,फल
14,17,सत्त्वात्,सत्वगुणी
14,17,सञ्जायते,उत्पन्न होता है
14,17,ज्ञानम्,ज्ञान
14,17,रजसः,रजोगुण से
14,17,लोभः,लालच
14,17,एव,निश्चय ही
14,17,च,और प्रमाद असावधानी
14,17,मोहौ,तथा मोह
14,17,तमसः,तमोगुण से
14,17,भवतः,होता है
14,17,अज्ञानम्,अज्ञान
14,17,एव,नि
14,17,संदेह च,और।
14,18,ऊर्ध्वम्,ऊपर की ओर
14,18,गच्छन्ति,जाते हैं
14,18,सत्त्व,स्था:
14,18,मध्ये,मध्य में
14,18,तिष्ठन्ति,निवास करते हैं
14,18,राजसाः,रजोगुणी
14,18,जघन्य,घृणित
14,18,गुण,गुण
14,18,वृत्ति,स्था:
14,18,अधः,निम्न
14,18,गच्छन्ति,जाते हैं
14,18,तामसाः,तमोगुणी।
14,19,न,नहीं
14,19,अन्यम्,अन्य
14,19,गुणेभ्यः,गुणों के कर्तारम्
14,19,यदा,जब
14,19,द्रष्टा,देखने वाला
14,19,अनुपश्यति,ठीक से देखता है
14,19,गुणेभ्यः,प्रकृति के गुणों से
14,19,च,तथा
14,19,परम्,दिव्य
14,19,वेत्ति,जानता है
14,19,मत्,भावम् मेरी दिव्य प्रकृति को
14,19,सः,वह
14,19,अधिगच्छति,प्राप्त करता है।
14,20,गुणान्,प्रकृति के तीन गुण
14,20,एतान्,इन
14,20,अतीत्य,गुणातीत होना
14,20,त्रीन्,तीन
14,20,देही,देहधारी
14,20,देह,शरीर
14,20,समुद्धवान्,से उत्पन्न
14,20,जन्म,जन्म
14,20,मृत्यु,मृत्युः जरा
14,20,दुःखैः,दुखों से
14,20,विमुक्तः,से मुक्त
14,20,अमृतम्,दुराचार
14,20,अश्नुते,प्राप्त है।
14,21,अर्जुन उवाच,अर्जुन ने कहा
14,21,कै:,किन
14,21,लिडगै,लक्षणों से
14,21,त्रीन्,तीनों
14,21,गुणान्,प्रकृति के तीन गुणों को
14,21,एतान्,ये
14,21,अतीत:,गुणातीत
14,21,भवति,है
14,21,प्रभो,परम प्रभुः किम्
14,21,आचार:,आचरण
14,21,कथम्,कैसे
14,21,च,भी
14,21,एतान्,ये
14,21,त्रीन्,तीनों
14,21,गुणान्,गुणों को
14,21,अतिवर्तते,पार करना।
14,22,श्रीभगवान् उवाच,परम प्रभु ने कहा
14,22,प्रकाशम्,प्रकाश
14,22,च,तथाप्रवृत्तिम्
14,22,च,तथा
14,22,मोहम्,मोह
14,22,एव,भी
14,22,च,और
14,22,पाण्डव,"पाण्डुपुत्र, अर्जुनः न"
14,22,सम्प्रवृत्तानि,जब प्रकट होते हैं
14,22,न,निवृत्तानि
14,22,काड क्षति,आकांक्षा करना
14,22,उदासीनवत्,तटस्थ
14,22,आसीनः,स्थित
14,22,गुणैः,प्राकृत शक्ति के गुणों द्वारा
14,22,य:,जो
14,22,न,कभी नहीं
14,22,विचाल्यते,विक्षुब्ध होना
14,22,गुणा:,प्राकृतिक गुण
14,22,वर्तन्ते,कर्म करना
14,22,इति,एवम्
14,22,यः,जो
14,22,अवतिष्ठति,आत्म स्थित है
14,22,न,कभी नहीं
14,22,इङ्गते,विचलित
