Chapter,Shloka,Sanskrit Word,English Meaning
15,20,śhāstram,Vedic scriptures
15,20,idam,this
15,20,uktam,spoken
15,20,mayā,by Me
15,20,anagha,"Arjun, the sinless one"
15,20,etat,this
15,20,buddhvā,understanding
15,20,buddhi,mān
15,20,syāt,one becomes
15,20,kṛita,kṛityaḥ
15,20,cha,and
15,20,bhārata,"Arjun, the son of Bharat"
16,1,śhrī,bhagavān uvācha
16,1,abhayam,fearlessness
16,1,sattva,sanśhuddhiḥ
16,1,jñāna,knowledge
16,1,yoga,spiritual
16,1,vyavasthitiḥ,steadfastness
16,1,dānam,charity
16,1,damaḥ,control of the senses
16,1,cha,and
16,1,yajñaḥ,sacrifice
16,1,cha,and
16,1,svādhyāyaḥ,study of sacred books
16,1,tapaḥ,austerity
16,1,ārjavam,straightforwardness
16,1,ahinsā,non
16,1,satyam,truthfulness
16,1,akrodhaḥ,absence of anger
16,1,tyāgaḥ,renunciation
16,1,śhāntiḥ,peacefulness
16,1,apaiśhunam,restraint from fault
16,1,dayā,compassion
16,1,bhūteṣhu,toward all living beings
16,1,aloluptvam,absence of covetousness
16,1,mārdavam,gentleness
16,1,hrīḥ,modesty
16,1,achāpalam,lack of fickleness
16,1,tejaḥ,vigor
16,1,kṣhamā,forgiveness
16,1,dhṛitiḥ,fortitude
16,1,śhaucham,cleanliness
16,1,adrohaḥ,bearing enmity toward none
16,1,na,not
16,1,ati,mānitā
16,1,bhavanti,are
16,1,sampadam,qualities
16,1,daivīm,godly
16,1,abhijātasya,of those endowed with
16,1,bhārata,scion of Bharat
16,2,śhrī,bhagavān uvācha
16,2,abhayam,fearlessness
16,2,sattva,sanśhuddhiḥ
16,2,jñāna,knowledge
16,2,yoga,spiritual
16,2,vyavasthitiḥ,steadfastness
16,2,dānam,charity
16,2,damaḥ,control of the senses
16,2,cha,and
16,2,yajñaḥ,sacrifice
16,2,cha,and
16,2,svādhyāyaḥ,study of sacred books
16,2,tapaḥ,austerity
16,2,ārjavam,straightforwardness
16,2,ahinsā,non
16,2,satyam,truthfulness
16,2,akrodhaḥ,absence of anger
16,2,tyāgaḥ,renunciation
16,2,śhāntiḥ,peacefulness
16,2,apaiśhunam,restraint from fault
16,2,dayā,compassion
16,2,bhūteṣhu,toward all living beings
16,2,aloluptvam,absence of covetousness
16,2,mārdavam,gentleness
16,2,hrīḥ,modesty
16,2,achāpalam,lack of fickleness
16,2,tejaḥ,vigor
16,2,kṣhamā,forgiveness
16,2,dhṛitiḥ,fortitude
16,2,śhaucham,cleanliness
16,2,adrohaḥ,bearing enmity toward none
16,2,na,not
16,2,ati,mānitā
16,2,bhavanti,are
16,2,sampadam,qualities
16,2,daivīm,godly
16,2,abhijātasya,of those endowed with
16,2,bhārata,scion of Bharat
16,3,śhrī,bhagavān uvācha
16,3,abhayam,fearlessness
16,3,sattva,sanśhuddhiḥ
16,3,jñāna,knowledge
16,3,yoga,spiritual
16,3,vyavasthitiḥ,steadfastness
16,3,dānam,charity
16,3,damaḥ,control of the senses
16,3,cha,and
16,3,yajñaḥ,sacrifice
16,3,cha,and
16,3,svādhyāyaḥ,study of sacred books
16,3,tapaḥ,austerity
16,3,ārjavam,straightforwardness
16,3,ahinsā,non
16,3,satyam,truthfulness
16,3,akrodhaḥ,absence of anger
16,3,tyāgaḥ,renunciation
16,3,śhāntiḥ,peacefulness
16,3,apaiśhunam,restraint from fault
16,3,dayā,compassion
16,3,bhūteṣhu,toward all living beings
16,3,aloluptvam,absence of covetousness
16,3,mārdavam,gentleness
16,3,hrīḥ,modesty
16,3,achāpalam,lack of fickleness
16,3,tejaḥ,vigor
16,3,kṣhamā,forgiveness
16,3,dhṛitiḥ,fortitude
16,3,śhaucham,cleanliness
16,3,adrohaḥ,bearing enmity toward none
16,3,na,not
16,3,ati,mānitā
16,3,bhavanti,are
16,3,sampadam,qualities
16,3,daivīm,godly
16,3,abhijātasya,of those endowed with
16,3,bhārata,scion of Bharat
16,4,dambhaḥ,hypocrisy
16,4,darpaḥ,arrogance
16,4,abhimānaḥ,conceit
16,4,cha,and
16,4,krodhaḥ,anger
16,4,pāruṣhyam,harshness
16,4,eva,certainly
16,4,cha,and
16,4,ajñānam,ignorance
16,4,cha,and
16,4,abhijātasya,of those who possess
16,4,pārtha,"Arjun, the son of Pritha"
16,4,sampadam,qualities
16,4,āsurīm,demoniac
16,5,daivī,divine
16,5,sampat,qualities
16,5,vimokṣhāya,toward liberation
16,5,nibandhāya,to bondage
16,5,āsurī,demoniac qualities
16,5,matā,are considered
16,5,mā,do not
16,5,śhuchaḥ,grieve
16,5,sampadam,virtues
16,5,daivīm,saintly
16,5,abhijātaḥ,born
16,5,asi,you are
16,5,pāṇḍava,"Arjun, the son of Pandu"
16,6,dvau,two
16,6,bhūta,sargau
16,6,loke,in the world
16,6,asmin,this
16,6,daivaḥ,divine
16,6,āsuraḥ,demoniac
16,6,eva,certainly
16,6,cha,and
16,6,daivaḥ,the divine
16,6,vistaraśhaḥ,at great length
16,6,proktaḥ,said
16,6,āsuram,the demoniac
16,6,pārtha,"Arjun, the son of Pritha"
16,6,me,from me
16,6,śhṛiṇu,hear
16,7,pravṛittim,proper actions
16,7,cha,and
16,7,nivṛittim,improper actions
16,7,cha,and
16,7,janāḥ,persons
16,7,na,not
16,7,viduḥ,comprehend
16,7,āsurāḥ,those possessing demoniac nature
16,7,na,neither
16,7,śhaucham,purity
16,7,na,nor
16,7,api,even
16,7,cha,and
16,7,āchāraḥ,conduct
16,7,na,nor
16,7,satyam,truthfulness
16,7,teṣhu,in them
16,7,vidyate,exist
16,8,asatyam,without Absolute Truth
16,8,apratiṣhṭham,without any basis
16,8,te,they
16,8,jagat,the world
16,8,āhuḥ,say
16,8,anīśhvaram,without a God
16,8,aparaspara,without cause
16,8,sambhūtam,created
16,8,kim,what
16,8,anyat,other
16,8,kāma,haitukam
16,9,etām,such
16,9,dṛiṣhṭim,views
16,9,avaṣhṭabhya,holding
16,9,naṣhṭa,misdirected
16,9,ātmānaḥ,souls
16,9,alpa,buddhayaḥ
16,9,prabhavanti,arise
16,9,ugra,cruel
16,9,karmāṇaḥ,actions
16,9,kṣhayāya,destruction
16,9,jagataḥ,of the world
16,9,ahitāḥ,enemies
16,10,kāmam,lust
16,10,āśhritya,harboring
16,10,duṣhpūram,insatiable
16,10,dambha,hypocrisy
16,10,māna,arrogance
16,10,mada,anvitāḥ
16,10,mohāt,the illusioned
16,10,gṛihītvā,being attracted to
16,10,asat,impermanent
16,10,grāhān,things
16,10,pravartante,they flourish
16,10,aśhuchi,vratāḥ
16,11,chintām,anxieties
16,11,aparimeyām,endless
16,11,cha,and
16,11,pralaya,antām
16,11,upāśhritāḥ,taking refuge
16,11,kāma,upabhoga
16,11,paramāḥ,the purpose of life
16,11,etāvat,still
16,11,iti,thus
16,11,niśhchitāḥ,with complete assurance
16,12,āśhā,pāśha
16,12,śhataiḥ,by hundreds
16,12,baddhāḥ,bound
16,12,kāma,lust
16,12,krodha,anger
16,12,parāyaṇāḥ,dedicated to
16,12,īhante,strive
16,12,kāma,lust
16,12,bhoga,gratification of the senses
16,12,artham,for
16,12,anyāyena,by unjust means
16,12,artha,wealth
16,12,sañchayān,to accumulate
16,13,idam,this
16,13,adya,today
16,13,mayā,by me
16,13,labdham,gained
16,13,imam,this
16,13,prāpsye,I shall acquire
16,13,manaḥ,ratham
16,13,idam,this
16,13,asti,is
16,13,idam,this
16,13,api,also
16,13,me,mine
16,13,bhaviṣhyati,in future
16,13,punaḥ,again
16,13,dhanam,wealth
16,13,asau,that
16,13,mayā,by me
16,13,hataḥ,has been destroyed
16,13,śhatruḥ,enemy
16,13,haniṣhye,I shall destroy
16,13,cha,and
16,13,aparān,others
16,13,api,also
16,13,īśhvaraḥ,God
16,13,aham,I
16,13,aham,I
16,13,bhogī,the enjoyer
16,13,siddhaḥ,perfect
16,13,aham,I
16,13,bala,vān
16,13,sukhī,happy
16,13,āḍhyaḥ,wealthy
16,13,abhijana,vān
16,13,asmi,me
16,13,kaḥ,who
16,13,anyaḥ,else
16,13,asti,is
16,13,sadṛiśhaḥ,like
16,13,mayā,to me
16,13,yakṣhye,I shall perform sacrifices
16,13,dāsyāmi,I shall give alms
16,13,modiṣhye,I shall rejoice
16,13,iti,thus
16,13,ajñāna,ignorance
16,13,vimohitāḥ,deluded
16,14,idam,this
16,14,adya,today
16,14,mayā,by me
16,14,labdham,gained
16,14,imam,this
16,14,prāpsye,I shall acquire
16,14,manaḥ,ratham
16,14,idam,this
16,14,asti,is
16,14,idam,this
16,14,api,also
16,14,me,mine
16,14,bhaviṣhyati,in future
16,14,punaḥ,again
16,14,dhanam,wealth
16,14,asau,that
16,14,mayā,by me
16,14,hataḥ,has been destroyed
16,14,śhatruḥ,enemy
16,14,haniṣhye,I shall destroy
16,14,cha,and
16,14,aparān,others
16,14,api,also
16,14,īśhvaraḥ,God
16,14,aham,I
16,14,aham,I
16,14,bhogī,the enjoyer
16,14,siddhaḥ,perfect
16,14,aham,I
16,14,bala,vān
16,14,sukhī,happy
16,14,āḍhyaḥ,wealthy
16,14,abhijana,vān
16,14,asmi,me
16,14,kaḥ,who
16,14,anyaḥ,else
16,14,asti,is
16,14,sadṛiśhaḥ,like
16,14,mayā,to me
16,14,yakṣhye,I shall perform sacrifices
16,14,dāsyāmi,I shall give alms
16,14,modiṣhye,I shall rejoice
16,14,iti,thus
16,14,ajñāna,ignorance
16,14,vimohitāḥ,deluded
16,15,idam,this
16,15,adya,today
16,15,mayā,by me
16,15,labdham,gained
16,15,imam,this
16,15,prāpsye,I shall acquire
16,15,manaḥ,ratham
16,15,idam,this
16,15,asti,is
16,15,idam,this
16,15,api,also
16,15,me,mine
16,15,bhaviṣhyati,in future
16,15,punaḥ,again
16,15,dhanam,wealth
16,15,asau,that
16,15,mayā,by me
16,15,hataḥ,has been destroyed
16,15,śhatruḥ,enemy
16,15,haniṣhye,I shall destroy
16,15,cha,and
16,15,aparān,others
16,15,api,also
16,15,īśhvaraḥ,God
16,15,aham,I
16,15,aham,I
16,15,bhogī,the enjoyer
16,15,siddhaḥ,perfect
16,15,aham,I
16,15,bala,vān
16,15,sukhī,happy
16,15,āḍhyaḥ,wealthy
16,15,abhijana,vān
16,15,asmi,me
16,15,kaḥ,who
16,15,anyaḥ,else
16,15,asti,is
16,15,sadṛiśhaḥ,like
16,15,mayā,to me
16,15,yakṣhye,I shall perform sacrifices
16,15,dāsyāmi,I shall give alms
16,15,modiṣhye,I shall rejoice
16,15,iti,thus
16,15,ajñāna,ignorance
16,15,vimohitāḥ,deluded
16,16,aneka,many
16,16,chitta,imaginings
16,16,vibhrāntāḥ,led astray
16,16,moha,delusion
16,16,jāla,mesh
16,16,samāvṛitāḥ,enveloped
16,16,prasaktāḥ,addicted
16,16,kāma,bhogeṣhu
16,16,patanti,descend
16,16,narake,to hell
16,16,aśhuchau,murky
16,17,ātma,sambhāvitāḥ
16,17,stabdhāḥ,stubborn
16,17,dhana,wealth
16,17,māna,pride
16,17,mada,arrogance
16,17,anvitāḥ,full of
16,17,yajante,perform sacrifice
16,17,nāma,in name only
16,17,yajñaiḥ,sacrifices
16,17,te,they
16,17,dambhena,ostentatiously
16,17,avidhi,pūrvakam
16,18,ahankāram,egotism
16,18,balam,strength
16,18,darpam,arrogance
16,18,kāmam,desire
16,18,krodham,anger
16,18,cha,and
16,18,sanśhritāḥ,covered by
16,18,mām,me
16,18,ātma,para
16,18,pradviṣhantaḥ,abuse
16,18,abhyasūyakāḥ,the demoniac
16,19,tān,these
16,19,aham,I
16,19,dviṣhataḥ,hateful
16,19,krūrān,cruel
16,19,sansāreṣhu,in the material world
16,19,nara,adhamān
16,19,kṣhipāmi,I hurl
16,19,ajasram,again and again
16,19,aśhubhān,inauspicious
16,19,āsurīṣhu,demoniac
16,19,eva,indeed
16,19,yoniṣhu,in to the wombs
16,19,āsurīm,demoniac
16,19,yonim,wombs
16,19,āpannāḥ,gaining
16,19,mūḍhāḥ,the ignorant
16,19,janmani janmani,in birth after birth
16,19,mām,me
16,19,aprāpya,failing to reach
16,19,eva,even
16,19,kaunteya,"Arjun, the son of Kunti"
16,19,tataḥ,thereafter
16,19,yānti,go
16,19,adhamām,abominable
16,19,gatim,destination
16,20,tān,these
16,20,aham,I
16,20,dviṣhataḥ,hateful
16,20,krūrān,cruel
16,20,sansāreṣhu,in the material world
16,20,nara,adhamān
16,20,kṣhipāmi,I hurl
16,20,ajasram,again and again
16,20,aśhubhān,inauspicious
16,20,āsurīṣhu,demoniac
16,20,eva,indeed
16,20,yoniṣhu,in to the wombs
16,20,āsurīm,demoniac
16,20,yonim,wombs
16,20,āpannāḥ,gaining
16,20,mūḍhāḥ,the ignorant
16,20,janmani janmani,in birth after birth
16,20,mām,me
16,20,aprāpya,failing to reach
16,20,eva,even
16,20,kaunteya,"Arjun, the son of Kunti"
16,20,tataḥ,thereafter
16,20,yānti,go
16,20,adhamām,abominable
16,20,gatim,destination
16,21,tri,vidham
16,21,narakasya,to the hell
16,21,idam,this
16,21,dvāram,gates
16,21,nāśhanam,destruction
16,21,ātmanaḥ,self
16,21,kāmaḥ,lust
16,21,krodhaḥ,anger
16,21,tathā,and
16,21,lobhaḥ,greed
16,21,tasmāt,therefore
16,21,etat,these
16,21,trayam,three
16,21,tyajet,should abandon
16,22,etaiḥ,from this
16,22,vimuktaḥ,free
16,22,kaunteya,"Arjun, the son of Kunti"
16,22,tamaḥ,dvāraiḥ
16,22,tribhiḥ,three
16,22,naraḥ,a person
16,22,ācharati,endeavor
16,22,ātmanaḥ,soul
16,22,śhreyaḥ,welfare
16,22,tataḥ,thereby
16,22,yāti,attain
16,22,parām,supreme
16,22,gatim,goal
16,23,yaḥ,who
16,23,śhāstra,vidhim
16,23,utsṛijya,discarding
16,23,vartate,act
16,23,kāma,kārataḥ
16,23,na,neither
16,23,saḥ,they
16,23,siddhim,perfection
16,23,avāpnoti,attain
16,23,na,nor
16,23,sukham,happiness
16,23,na,nor
16,23,parām,the supreme
16,23,gatim,goal
16,24,tasmāt,therefore
16,24,śhāstram,scriptures
16,24,pramāṇam,authority
16,24,te,your
16,24,kārya,duty
16,24,akārya,forbidden action
16,24,vyavasthitau,in determining
16,24,jñātvā,having understood
16,24,śhāstra,scriptures
16,24,vidhāna,injunctions
16,24,uktam,as revealed
16,24,karma,actions
16,24,kartum,perform
16,24,iha,in this world
16,24,arhasi,you should
17,1,arjunaḥ uvācha,Arjun said
17,1,ye,who
17,1,śhāstra,vidhim
17,1,utsṛijya,disregard
17,1,yajante,worship
17,1,śhraddhayā,anvitāḥ
17,1,teṣhām,their
17,1,niṣhṭhā,faith
17,1,tu,indeed
17,1,kā,what
17,1,kṛiṣhṇa,Krishna
17,1,sattvam,mode of goodness
17,1,āho,or
17,1,rajaḥ,mode of passion
17,1,tamaḥ,mode of ignorance
17,2,śhrī,bhagavān uvācha
17,2,tri,vidhā
17,2,bhavati,is
17,2,śhraddhā,faith
17,2,dehinām,embodied beings
17,2,sā,which
17,2,sva,bhāva
17,2,sāttvikī,of the mode of goodness
17,2,rājasī,of the mode of passion
17,2,cha,and
17,2,eva,certainly
17,2,tāmasī,of the mode of ignorance
17,2,cha,and
17,2,iti,thus
17,2,tām,about this
17,2,śhṛiṇu,hear
17,3,sattva,anurūpā
17,3,sarvasya,all
17,3,śhraddhā,faith
17,3,bhavati,is
17,3,bhārata,"Arjun, the scion of Bharat"
17,3,śhraddhāmayaḥ,possessing faith
17,3,ayam,that
17,3,puruṣhaḥ,human being
17,3,yaḥ,who
17,3,yat,śhraddhaḥ
17,3,saḥ,their
17,3,eva,verily
17,3,saḥ,they
17,4,yajante,worship
17,4,sāttvikāḥ,those in the mode of goodness
17,4,devān,celestial gods
17,4,yakṣha,semi
17,4,rakṣhānsi,"powerful beings who embody sensual enjoyment, revenge, and wrath"
17,4,rājasāḥ,those in the mode of passion
17,4,pretān,bhūta
17,4,cha,and
17,4,anye,others
17,4,yajante,worship
17,4,tāmasāḥ,those in the mode of ignorance
17,4,janāḥ,persons
17,5,aśhāstra,vihitam
17,5,ghoram,stern
17,5,tapyante,perform
17,5,ye,who
17,5,tapaḥ,austerities
17,5,janāḥ,people
17,5,dambha,hypocrisy
17,5,ahankāra,egotism
17,5,sanyuktāḥ,possessed of
17,5,kāma,desire
17,5,rāga,attachment
17,5,bala,force
17,5,anvitāḥ,impelled by
17,5,karṣhayantaḥ,torment
17,5,śharīra,stham
17,5,bhūta,grāmam
17,5,achetasaḥ,senseless
17,5,mām,me
17,5,cha,and
17,5,eva,even
17,5,antaḥ,within
17,5,śharīra,stham
17,5,tān,them
17,5,viddhi,know
17,5,āsura,niśhchayān
17,6,aśhāstra,vihitam
17,6,ghoram,stern
17,6,tapyante,perform
17,6,ye,who
17,6,tapaḥ,austerities
17,6,janāḥ,people
17,6,dambha,hypocrisy
17,6,ahankāra,egotism
17,6,sanyuktāḥ,possessed of
17,6,kāma,desire
17,6,rāga,attachment
17,6,bala,force
17,6,anvitāḥ,impelled by
17,6,karṣhayantaḥ,torment
17,6,śharīra,stham
17,6,bhūta,grāmam
17,6,achetasaḥ,senseless
17,6,mām,me
17,6,cha,and
17,6,eva,even
17,6,antaḥ,within
17,6,śharīra,stham
17,6,tān,them
17,6,viddhi,know
17,6,āsura,niśhchayān
17,7,āhāraḥ,food
17,7,tu,indeed
17,7,api,even
17,7,sarvasya,of all
17,7,tri,vidhaḥ
17,7,bhavati,is
17,7,priyaḥ,dear
17,7,yajñaḥ,sacrifice
17,7,tapaḥ,austerity
17,7,tathā,and
17,7,dānam,charity
17,7,teṣhām,of them
17,7,bhedam,distinctions
17,7,imam,this
17,7,śhṛiṇu,hear
17,8,āyuḥ sattva,which promote longevity
17,8,bala,strength
17,8,ārogya,health
17,8,sukha,happiness
17,8,prīti,satisfaction
17,8,vivardhanāḥ,increase
17,8,rasyāḥ,juicy
17,8,snigdhāḥ,succulent
17,8,sthirāḥ,nourishing
17,8,hṛidyāḥ,pleasing to the heart
17,8,āhārāḥ,food
17,8,sāttvika,priyāḥ
17,9,kaṭu,bitter
17,9,amla,sour
17,9,lavaṇa,salty
17,9,ati,uṣhṇa
17,9,tīkṣhṇa,pungent
17,9,rūkṣha,dry
17,9,vidāhinaḥ,full of chillies
17,9,āhārāḥ,food
17,9,rājasasya,to persons in the mode of passion
17,9,iṣhṭāḥ,dear
17,9,duḥkha,pain
17,9,śhoka,grief
17,9,āmaya,disease
17,9,pradāḥ,produce
17,10,yāta,yāmam
17,10,gata,rasam
17,10,pūti,putrid
17,10,paryuṣhitam,polluted
17,10,cha,and
17,10,yat,which
17,10,uchchhiṣhṭam,left over
17,10,api,also
17,10,cha,and
17,10,amedhyam,impure
17,10,bhojanam,foods
17,10,tāmasa,to persons in the mode of ignorance
17,10,priyam,dear
17,11,aphala,ākāṅkṣhibhiḥ
17,11,yajñaḥ,sacrifice
17,11,vidhi,driṣhṭaḥ
17,11,yaḥ,which
17,11,ijyate,is performed
17,11,yaṣhṭavyam,eva
17,11,manaḥ,mind
17,11,samādhāya,with conviction
17,11,saḥ,that
17,11,sāttvikaḥ,of the nature of goodness
17,12,abhisandhāya,motivated by
17,12,tu,but
17,12,phalam,the result
17,12,dambha,pride
17,12,artham,for the sake of
17,12,api,also
17,12,cha,and
17,12,eva,certainly
17,12,yat,that which
17,12,ijyate,is performed
17,12,bharata,śhreṣhṭha
17,12,tam,that
17,12,yajñam,sacrifice
17,12,viddhi,know
17,12,rājasam,in the mode of passion
17,13,vidhi,hīnam
17,13,asṛiṣhṭa,annam
17,13,mantra,hīnam
17,13,adakṣhiṇam,with no remunerations to the priests
17,13,śhraddhā,faith
17,13,virahitam,without
17,13,yajñam,sacrifice
17,13,tāmasam,in the mode of ignorance
17,13,parichakṣhate,is to be considered
17,14,deva,the Supreme Lord
17,14,dwija,the Brahmins
17,14,guru,the spiritual master
17,14,prājña,the elders
17,14,pūjanam,worship
17,14,śhaucham,cleanliness
17,14,ārjavam,simplicity
17,14,brahmacharyam,celibacy
17,14,ahinsā,non
17,14,cha,and
17,14,śhārīram,of the body
17,14,tapaḥ,austerity
17,14,uchyate,is declared as
17,15,anudvega,karam
17,15,vākyam,words
17,15,satyam,truthful
17,15,priya,hitam
17,15,cha,and
17,15,yat,which
17,15,svādhyāya,abhyasanam
17,15,cha eva,as well as
17,15,vāṅ,mayam
17,15,tapaḥ,austerity
17,15,uchyate,are declared as
17,16,manaḥ,prasādaḥ
17,16,saumyatvam,gentleness
17,16,maunam,silence
17,16,ātma,vinigrahaḥ
17,16,bhāva,sanśhuddhiḥ
17,16,iti,thus
17,16,etat,these
17,16,tapaḥ,austerity
17,16,mānasam,of the mind
17,16,uchyate,are declared as
17,17,śhraddhayā,with faith
17,17,parayā,transcendental
17,17,taptam,practiced
17,17,tapaḥ,austerity
17,17,tat,that
17,17,tri,vidham
17,17,naraiḥ,by persons
17,17,aphala,ākāṅkṣhibhiḥ
17,17,yuktaiḥ,steadfast
17,17,sāttvikam,in the mode of goodness
17,17,parichakṣhate,are designated
17,18,sat,kāra
17,18,māna,honor
17,18,pūjā,adoration
17,18,artham,for the sake of
17,18,tapaḥ,austerity
17,18,dambhena,with ostentation
17,18,cha,also
17,18,eva,certainly
17,18,yat,which
17,18,kriyate,is performed
17,18,tat,that
17,18,iha,in this world
17,18,proktam,is said
17,18,rājasam,in the mode of passion
17,18,chalam,flickering
17,18,adhruvam,temporary
17,19,mūḍha,those with confused notions
17,19,grāheṇa,with endeavor
17,19,ātmanaḥ,one’s own self
17,19,yat,which
17,19,pīḍayā,torturing
17,19,kriyate,is performed
17,19,tapaḥ,austerity
17,19,parasya,of others
17,19,utsādana,artham
17,19,vā,or
17,19,tat,that
17,19,tāmasam,in the mode of ignorance
17,19,udāhṛitam,is described to be
17,20,dātavyam,worthy of charity
17,20,iti,thus
17,20,yat,which
17,20,dānam,charity
17,20,dīyate,is given
17,20,anupakāriṇe,to one who cannot give in return
17,20,deśhe,in the proper place
17,20,kāle,at the proper time
17,20,cha,and
17,20,pātre,to a worthy person
17,20,cha,and
17,20,tat,that
17,20,dānam,charity
17,20,sāttvikam,in the mode of goodness
17,20,smṛitam,is stated to be
17,21,yat,which
17,21,tu,but
17,21,prati,upakāra
17,21,phalam,reward
17,21,uddiśhya,expectation
17,21,vā,or
17,21,punaḥ,again
17,21,dīyate,is given
17,21,cha,and
17,21,parikliṣhṭam,reluctantly
17,21,tat,that
17,21,dānam,charity
17,21,rājasam,in the mode of passion
17,21,smṛitam,is said to be
17,22,adeśha,at the wrong place
17,22,kāle,at the wrong time
17,22,yat,which
17,22,dānam,charity
17,22,apātrebhyaḥ,to unworthy persons
17,22,cha,and
17,22,dīyate,is given
17,22,asat,kṛitam
17,22,avajñātam,with contempt
17,22,tat,that
17,22,tāmasam,of the nature of nescience
17,22,udāhṛitam,is held to be
17,23,om tat sat,syllables representing aspects of transcendence
17,23,iti,thus
17,23,nirdeśhaḥ,symbolic representatives
17,23,brahmaṇaḥ,the Supreme Absolute Truth
17,23,tri,vidhaḥ
17,23,smṛitaḥ,have been declared
17,23,brāhmaṇāḥ,the priests
17,23,tena,from them
17,23,vedāḥ,scriptures
17,23,cha,and
17,23,yajñāḥ,sacrifice
17,23,cha,and
17,23,vihitāḥ,came about
17,23,purā,from the beginning of creation
17,24,tasmāt,therefore
17,24,om,sacred syllable om
17,24,iti,thus
17,24,udāhṛitya,by uttering
17,24,yajña,sacrifice
17,24,dāna,charity
17,24,tapaḥ,penance
17,24,kriyāḥ,performing
17,24,pravartante,begin
17,24,vidhāna,uktāḥ
17,24,satatam,always
17,24,brahma,vādinām
17,25,tat,the syllable Tat
17,25,iti,thus
17,25,anabhisandhāya,without desiring
17,25,phalam,fruitive rewards
17,25,yajña,sacrifice
17,25,tapaḥ,austerity
17,25,kriyāḥ,acts
17,25,dāna,charity
17,25,kriyāḥ,acts
17,25,cha,and
17,25,vividhāḥ,various
17,25,kriyante,are done
17,25,mokṣha,kāṅkṣhibhiḥ
17,26,sat,bhāve
17,26,sādhu,bhāve
17,26,cha,also
17,26,sat,the syllable Sat
17,26,iti,thus
17,26,etat,this
17,26,prayujyate,is used
17,26,praśhaste,auspicious
17,26,karmaṇi,action
17,26,tathā,also
17,26,sat,śhabdaḥ
17,26,pārtha,"Arjun, the son of Pritha"
17,26,yujyate,is used
17,26,yajñe,in sacrifice
17,26,tapasi,in penance
17,26,dāne,in charity
17,26,cha,and
17,26,sthitiḥ,established in steadiness
17,26,sat,the syllable Sat
17,26,iti,thus
17,26,cha,and
17,26,uchyate,is pronounced
17,26,karma,action
17,26,cha,and
17,26,eva,indeed
17,26,tat,arthīyam
17,26,sat,the syllable Sat
17,26,iti,thus
17,26,eva,indeed
17,26,abhidhīyate,is described
17,27,sat,bhāve
17,27,sādhu,bhāve
17,27,cha,also
17,27,sat,the syllable Sat
17,27,iti,thus
17,27,etat,this
17,27,prayujyate,is used
17,27,praśhaste,auspicious
17,27,karmaṇi,action
17,27,tathā,also
17,27,sat,śhabdaḥ
17,27,pārtha,"Arjun, the son of Pritha"
17,27,yujyate,is used
17,27,yajñe,in sacrifice
17,27,tapasi,in penance
17,27,dāne,in charity
17,27,cha,and
17,27,sthitiḥ,established in steadiness
17,27,sat,the syllable Sat
17,27,iti,thus
17,27,cha,and
17,27,uchyate,is pronounced
17,27,karma,action
17,27,cha,and
17,27,eva,indeed
17,27,tat,arthīyam
17,27,sat,the syllable Sat
17,27,iti,thus
17,27,eva,indeed
17,27,abhidhīyate,is described
17,28,aśhraddhayā,without faith
17,28,hutam,sacrifice
17,28,dattam,charity
17,28,tapaḥ,penance
17,28,taptam,practiced
17,28,kṛitam,done
17,28,cha,and
17,28,yat,which
17,28,asat,perishable
17,28,iti,thus
17,28,uchyate,are termed as
17,28,pārtha,"Arjun, the son of Pritha"
17,28,na,not
17,28,cha,and
17,28,tat,that
17,28,pretya,in the next world
17,28,no,not
17,28,iha,in this world
18,1,arjunaḥ uvācha,Arjun said
18,1,sanyāsasya,of renunciation of actions
18,1,mahā,bāho
18,1,tattvam,the truth
18,1,ichchhāmi,I wish
18,1,veditum,to understand
18,1,tyāgasya,of renunciation of desires for enjoying the fruits of actions
18,1,cha,and
18,1,hṛiṣhīkeśha,"Krishna, the Lord of the senses"
18,1,pṛithak,difference
18,1,keśhī,niṣhūdana
18,2,śhrī,bhagavān uvācha
18,2,kāmyānām,desireful
18,2,karmaṇām,of actions
18,2,nyāsam,giving up
18,2,sanyāsam,renunciation of actions
18,2,kavayaḥ,the learned
18,2,viduḥ,to understand
18,2,sarva,all
18,2,karma,phala
18,2,tyāgam,renunciation of desires for enjoying the fruits of actions
18,2,prāhuḥ,declare
18,2,tyāgam,renunciation of desires for enjoying the fruits of actions
18,2,vichakṣhaṇāḥ,the wise
18,3,tyājyam,should be given up
18,3,doṣha,vat
18,3,iti,thus
18,3,eke,some
18,3,karma,actions
18,3,prāhuḥ,declare
18,3,manīṣhiṇaḥ,the learned
18,3,yajña,sacrifice
18,3,dāna,charity
18,3,tapaḥ,penance
18,3,karma,acts
18,3,na,never
18,3,tyājyam,should be abandoned
18,3,iti,thus
18,3,cha,and
18,3,apare,others
18,4,niśhchayam,conclusion
18,4,śhṛiṇu,hear
18,4,me,my
18,4,tatra,there
18,4,tyāge,about renunciation of desires for enjoying the fruits of actions
18,4,bharata,sat
18,4,tyāgaḥ,renunciation of desires for enjoying the fruits of actions
18,4,hi,indeed
18,4,puruṣha,vyāghra
18,4,tri,vidhaḥ
18,4,samprakīrtitaḥ,declared
18,5,yajña,sacrifice
18,5,dāna,charity
18,5,tapaḥ,penance
18,5,karma,actions
18,5,na,never
18,5,tyājyam,should be abandoned
