chapter,verse,speaker,sanskrit,translation,question
17,1,अर्जुन,ये शास्त्रविधिमुत्सृज्य यजन्ते श्रद्धयाऽन्विताः| तेषां निष्ठा तु का कृष्ण सत्त्वमाहो रजस्तमः || 17.1 || ,"Arjuna said, ""What is the condition of those who, disregarding the injunctions of the scriptures, perform sacrifice with faith—is it Sattva, Rajas, or Tamas, O Krishna?""",What did Arjuna want to know about people who do not follow the scriptures?
17,2,भगवान,त्रिविधा भवति श्रद्धा देहिनां सा स्वभावजा| सात्त्विकी राजसी चैव तामसी चेति तां श्रृणु || 17.2 || ,"The Blessed Lord said, ""There are threefold faiths inherent in the nature of the embodied: the sattvic (pure), the rajasic (passionate), and the tamasic (dark). Hear of them.""",What are the three types of faith that people have?
17,3,भगवान,सत्त्वानुरूपा सर्वस्य श्रद्धा भवति भारत| श्रद्धामयोऽयं पुरुषो यो यच्छ्रद्धः स एव सः || 17.3 || ,"The faith of each is in accordance with their nature, O Arjuna. People consist of their faith; as a person's faith is, so are they.",Does each person have faith in something? Why do different people have faith in different things? What leads to the differences in faith we see among human beings?
17,4,भगवान,यजन्ते सात्त्विका देवान्यक्षरक्षांसि राजसाः| प्रेतान्भूतगणांश्चान्ये यजन्ते तामसा जनाः || 17.4 || ,"The sattvic, or pure, men worship the gods; the rajasic, or passionate, worship the yakshas and rakshasas; the others, the tamasic or deluded people, worship ghosts and hosts of nature-spirits.",What do the sattvic people worship? What do the rajasic people worship? What do the tamasic people worship?
17,5,भगवान,अशास्त्रविहितं घोरं तप्यन्ते ये तपो जनाः| दम्भाहङ्कारसंयुक्ताः कामरागबलान्विताः || 17.5 || ,"Those men who practice terrific austerities not prescribed by the scriptures, given to hypocrisy and egoism, driven by the force of lust and attachment.",What kind of austerities are performed by people of demonic nature? What kind of austerities are performed by people of evil nature?
17,6,भगवान,कर्षयन्तः शरीरस्थं भूतग्राममचेतसः| मां चैवान्तःशरीरस्थं तान्विद्ध्यासुरनिश्चयान् || 17.6 || ,"Know thou these to be of demonical resolves, senselessly torturing all the elements in the body and Me who dwell in the body.",Is it advisable to perform extreme austerities? Is it good to perform extreme austerities? Is it beneficial to perform extreme austerities?
17,7,भगवान,आहारस्त्वपि सर्वस्य त्रिविधो भवति प्रियः| यज्ञस्तपस्तथा दानं तेषां भेदमिमं श्रृणु || 17.7 || ,"The food that is dear to each is threefold, as well as sacrifice, austerity, and almsgiving. Hear the distinction of these.",How many kinds of foods are there?
17,8,भगवान,आयुःसत्त्वबलारोग्यसुखप्रीतिविवर्धनाः| रस्याः स्निग्धाः स्थिरा हृद्या आहाराः सात्त्विकप्रियाः || 17.8 || ,"The foods that increase life, purity, strength, health, joy, and cheerfulness (good appetite), which are savory, oily, substantial, and agreeable, are dear to the Sattvic (pure) people.","Which foods are considered to be sattvic? Which foods are considered to be pure? Are sweets sattvic, rajasic or tamasic?"
17,9,भगवान,कट्वम्ललवणात्युष्णतीक्ष्णरूक्षविदाहिनः| आहारा राजसस्येष्टा दुःखशोकामयप्रदाः || 17.9 || ,"The foods that are bitter, sour, salty, overly hot, pungent, dry, and burning are liked by the Rajasic and are productive of pain, grief, and disease.","Which foods are considered to be rajasic? Which foods are considered to generate energy? Are sour foods sattvic, rajasic or tamasic?"
17,10,भगवान,यातयामं गतरसं पूति पर्युषितं च यत्| उच्छिष्टमपि चामेध्यं भोजनं तामसप्रियम् || 17.10 || ,"That which is stale, tasteless, putrid, rotten, rejected, and impure is the food liked by the Tamasic.","Which foods are considered to be tamasic? Which foods are considered to generate lethargy? Are stale foods sattvic, rajasic or tamasic?"
17,11,भगवान,अफलाकाङ्क्षिभिर्यज्ञो विधिदृष्टो य इज्यते| यष्टव्यमेवेति मनः समाधाय स सात्त्विकः || 17.11 || ,"That sacrifice which is offered by men without desire for reward, as enjoined by the ordinance (scripture), with a firm faith that doing so is their duty, is Sattvic or pure.",What kind of sacrifice is considered sattvic? What kind of sacrifice is considered pure?
17,12,भगवान,अभिसंधाय तु फलं दम्भार्थमपि चैव यत्| इज्यते भरतश्रेष्ठ तं यज्ञं विद्धि राजसम् || 17.12 || ,"The sacrifice that is offered, O Arjuna, seeking a reward and for show, know that to be a Rajasic Yajna.",What kind of sacrifice is considered rajasic?
17,13,भगवान,विधिहीनमसृष्टान्नं मन्त्रहीनमदक्षिणम्| श्रद्धाविरहितं यज्ञं तामसं परिचक्षते || 17.13 || ,"They declare that sacrifice to be Tamasic which is contrary to the ordinances of the scriptures, in which no food is distributed, and which is devoid of mantras, gifts, and faith.",What kind of sacrifice is considered tamasic?
17,14,भगवान,देवद्विजगुरुप्राज्ञपूजनं शौचमार्जवम्| ब्रह्मचर्यमहिंसा च शारीरं तप उच्यते || 17.14 || ,"Worship of the gods, the twice-born, the teachers, and the wise; purity, straightforwardness, celibacy, and non-injury are all called the austerities of the body.",What is considered to be austerity of the body? What is considered to be bodily austerity?
17,15,भगवान,अनुद्वेगकरं वाक्यं सत्यं प्रियहितं च यत्| स्वाध्यायाभ्यसनं चैव वाङ्मयं तप उच्यते || 17.15 || ,"Speech that causes no excitement, is truthful, pleasant, and beneficial; the practice of studying the Vedas is called austerity of speech.",What is considered to be austerity of speech? Is recitation of scriptures a good idea?
17,16,भगवान,मनःप्रसादः सौम्यत्वं मौनमात्मविनिग्रहः| भावसंशुद्धिरित्येतत्तपो मानसमुच्यते || 17.16 || ,"Serenity of mind, good-heartedness, self-control, and purity of nature—this is called mental austerity.",What is considered to be austerity of the mind? 
17,17,भगवान,श्रद्धया परया तप्तं तपस्तत्ित्रविधं नरैः| अफलाकाङ्क्षिभिर्युक्तैः सात्त्विकं परिचक्षते || 17.17 || ,"This threefold austerity, practiced by steadfast men, with the utmost faith, desiring no reward, is called Sattvic.",What is considered to be sattvic austerity? What is considered to be austerity of sattva? What is considered to be pure austerity?
17,18,भगवान,सत्कारमानपूजार्थं तपो दम्भेन चैव यत्| क्रियते तदिह प्रोक्तं राजसं चलमध्रुवम् || 17.18 || ,"The austerity that is practiced with the aim of gaining good reception, honor, and worship, and with hypocrisy, is said to be Rajasic, unstable, and transient.",What is considered to be rajasic austerity? What is considered to be austerity of rajas?
17,19,भगवान,मूढग्राहेणात्मनो यत्पीडया क्रियते तपः| परस्योत्सादनार्थं वा तत्तामसमुदाहृतम् || 17.19 || ,"That austerity which is practised out of a foolish notion, with self-torture, or for the purpose of destroying another, is declared to be of the Tamasic nature.",What is considered to be tamasic austerity? What is considered to be austerity of tamas?
17,20,भगवान,दातव्यमिति यद्दानं दीयतेऽनुपकारिणे| देशे काले च पात्रे च तद्दानं सात्त्विकं स्मृतम् || 17.20 || ,"That gift which is given to one who does nothing in return, knowing it to be a duty to give in a suitable place and time to a worthy person, is held to be Sattvic.",What kind of gifts are considered to be sattvic? What kind of gifts are considered to be pure?
17,21,भगवान,यत्तु प्रत्युपकारार्थं फलमुद्दिश्य वा पुनः| दीयते च परिक्लिष्टं तद्दानं राजसं स्मृतम् || 17.21 || ,"And, that gift which is given with the intention of receiving something in return, or expecting a reward, or begrudgingly, is considered to be Rajasic.",What kind of gifts are considered to be rajasic?
17,22,भगवान,अदेशकाले यद्दानमपात्रेभ्यश्च दीयते| असत्कृतमवज्ञातं तत्तामसमुदाहृतम् || 17.22 || ,"The gift that is given in the wrong place and at the wrong time, to unworthy persons, without respect or with insult, is declared to be of a Tamasic nature.",What kind of gifts are considered to be tamasic?
17,23,भगवान,तत्सदिति निर्देशो ब्रह्मणस्त्रिविधः स्मृतः| ब्राह्मणास्तेन वेदाश्च यज्ञाश्च विहिताः पुरा || 17.23 || ,"""Om Tat Sat"": This has been declared to be the triple designation of Brahman. By that, the Brahmanas, the Vedas, and the sacrifices were created formerly.",what is the meaning and significance of om tat sat? What is the threefold designation of Brahman?
17,24,भगवान,तस्मादोमित्युदाहृत्य यज्ञदानतपःक्रियाः| प्रवर्तन्ते विधानोक्ताः सततं ब्रह्मवादिनाम् || 17.24 || ,"Therefore, with the utterance of ""Om,"" the acts of sacrifice, gift, and austerity, as enjoined in the scriptures, are always begun by the students of Brahman.",What is the significance of Om? What is the meaning of Om? What is the significance of Aum? What is the meaning of AUM?
17,25,भगवान,तदित्यनभिसन्धाय फलं यज्ञतपःक्रियाः| दानक्रियाश्च विविधाः क्रियन्ते मोक्षकाङ्क्षिभि: || 17.25 || ,"Uttering ""Tat,"" without aiming for the fruits, are the acts of sacrifice, austerity, and the various acts of gifts performed by those seeking liberation.",How should we perform sacrifices? What is the best way of performing sacrifices? How should we perform rituals? What is the best way of performing rituals? What does the word tat mean?
17,26,भगवान,सद्भावे साधुभावे च सदित्येतत्प्रयुज्यते| प्रशस्ते कर्मणि तथा सच्छब्दः पार्थ युज्यते || 17.26 || ,"The word ""Sat"" is used to refer to reality and goodness; likewise, O Arjuna, the word ""Sat"" is used to refer to an auspicious act.",What is the meaning of Sat?
17,27,भगवान,यज्ञे तपसि दाने च स्थितिः सदिति चोच्यते| कर्म चैव तदर्थीयं सदित्येवाभिधीयते || 17.27 || ,"Steadfastness in sacrifice, austerity, and gift is also called 'Sat', and action in connection with these, or for the sake of the Supreme, is also called 'Sat'.",What is the significance of sat?
17,28,भगवान,अश्रद्धया हुतं दत्तं तपस्तप्तं कृतं च यत्| असदित्युच्यते पार्थ न च तत्प्रेत्य नो इह || 17.28 || ,"Whatever is sacrificed, given, or performed, and whatever austerity is practiced without faith, it is called 'Asat', O Arjuna; it is of no value here or hereafter (after death).",what is asat or untruth?
18,1,अर्जुन,संन्यासस्य महाबाहो तत्त्वमिच्छामि वेदितुम्| त्यागस्य च हृषीकेश पृथक्केशिनिषूदन || 18.1 || ,"Arjuna said, ""O mighty-armed Hrishikesa, I desire to know the essence or truth of renunciation and abandonment severally, O slayer of Kesi.""",Was Arjuna curious about renunciation?
18,2,भगवान,काम्यानां कर्मणां न्यासं संन्यासं कवयो विदुः| सर्वकर्मफलत्यागं प्राहुस्त्यागं विचक्षणाः || 18.2 || ,"The Blessed Lord said, ""The sages understand sannyasa to be the renunciation of action with desire; the wise declare the abandonment of the fruits of all actions to be tyaga.""",What is sannyasa? What is renunciation?
18,3,भगवान,त्याज्यं दोषवदित्येके कर्म प्राहुर्मनीषिणः| यज्ञदानतपःकर्म न त्याज्यमिति चापरे || 18.3 || ,"Some philosophers declare that actions should be abandoned as evil; while others declare that acts of sacrifice, gift, and austerity should not be relinquished.",Should all actions be abandoned as evil?
18,4,भगवान,निश्चयं श्रृणु मे तत्र त्यागे भरतसत्तम| त्यागो हि पुरुषव्याघ्र त्रिविधः संप्रकीर्तितः || 18.4 || ,"Hear from Me the conclusion or the final truth about this abandonment, O best of the Bharatas; abandonment, indeed, O best of men, has been declared to be of three kinds.",How many types of tyaga are there?
18,5,भगवान,यज्ञदानतपःकर्म न त्याज्यं कार्यमेव तत्| यज्ञो दानं तपश्चैव पावनानि मनीषिणाम् || 18.5 || ,"Acts of sacrifice, gift, and austerity should not be abandoned, but should be performed; for sacrifice, gift, and austerity are the purifiers of the wise.",Should we abandon all sacrifices and austerities? What are the means of purification for the wise?
18,6,भगवान,एतान्यपि तु कर्माणि सङ्गं त्यक्त्वा फलानि च| कर्तव्यानीति मे पार्थ निश्िचतं मतमुत्तमम् || 18.6 || ,"But even these actions should be performed, leaving aside attachment and the desire for rewards, O Arjuna; this is my certain and most assured conviction.",Is there any need of performing the rituals and sacrifices?
18,7,भगवान,नियतस्य तु संन्यासः कर्मणो नोपपद्यते| मोहात्तस्य परित्यागस्तामसः परिकीर्तितः || 18.7 || ,"Verily, the renunciation of obligatory action is not proper; the abandonment of the same out of delusion is declared to be Tamasic.",Is it good to renounce rituals and sacrifices?
18,8,भगवान,दुःखमित्येव यत्कर्म कायक्लेशभयात्त्यजेत्| स कृत्वा राजसं त्यागं नैव त्यागफलं लभेत् || 18.8 || ,"He who abandons action out of fear of bodily trouble (because it is painful), does not obtain the merit of renunciation by performing such Rajasic renunciation.",What happens to those who abandon the rituals and sacrifices?
18,9,भगवान,कार्यमित्येव यत्कर्म नियतं क्रियतेऽर्जुन| सङ्गं त्यक्त्वा फलं चैव स त्यागः सात्त्विको मतः || 18.9 || ,"Whatever obligatory action is done, O Arjuna, merely because it ought to be done, abandoning attachment and also the desire for reward, that renunciation is regarded as sattvic (pure).",What is a sattvic way of performing rituals and sacrifices?
18,10,भगवान,न द्वेष्ट्यकुशलं कर्म कुशले नानुषज्जते| त्यागी सत्त्वसमाविष्टो मेधावी छिन्नसंशयः || 18.10 || ,"The man of renunciation, pervaded by purity, intelligent, and with his doubts cut asunder, does not hate an unpleasant task nor is he attached to a pleasant one.",What are the characteristics of a sattvic person? What are the characteristics of a pure person?
18,11,भगवान,न हि देहभृता शक्यं त्यक्तुं कर्माण्यशेषतः| यस्तु कर्मफलत्यागी स त्यागीत्यभिधीयते || 18.11 || ,"Indeed, it is not possible for an embodied being to completely abandon actions; however, he who relinquishes the rewards of actions is truly called a man of renunciation.",Is it possible to completely abandon actions? Is it possible to completely give up actions?
18,12,भगवान,अनिष्टमिष्टं मिश्रं च त्रिविधं कर्मणः फलम्| भवत्यत्यागिनां प्रेत्य न तु संन्यासिनां क्वचित् || 18.12 || ,"The threefold fruit of action (evil, good, and mixed) accrues after death to those who do not abandon it, but never to those who do.",What are the kinds of fruits of actions?
18,13,भगवान,पञ्चैतानि महाबाहो कारणानि निबोध मे| सांख्ये कृतान्ते प्रोक्तानि सिद्धये सर्वकर्मणाम् || 18.13 || ,"Learn from Me, O mighty-armed Arjuna, these five causes, as declared in the Sankhya system, for the accomplishment of all actions.",What are the causes that lead to accomplishment of all actions?
18,14,भगवान,अधिष्ठानं तथा कर्ता करणं च पृथग्विधम्| विविधाश्च पृथक्चेष्टा दैवं चैवात्र पञ्चमम् || 18.14 || ,"The body, the doer, the various senses, the different functions of various kinds, and the presiding deity—the fifth.",What are the causes that determine the fruits of our actions?
18,15,भगवान,शरीरवाङ्मनोभिर्यत्कर्म प्रारभते नरः| न्याय्यं वा विपरीतं वा पञ्चैते तस्य हेतवः || 18.15 || ,"Whatever action a person performs with their body, speech, and mind, whether right or wrong, these five are its causes.",Do all actions have similar causes at a fundamental level?
18,16,भगवान,तत्रैवं सति कर्तारमात्मानं केवलं तु यः| पश्यत्यकृतबुद्धित्वान्न स पश्यति दुर्मतिः || 18.16 || ,"Now, such being the case, verily he who, owing to an untrained understanding, looks upon his Self, which is isolated, as the agent, he of perverted intelligence does not see.",Can everyone perceive the self?
18,17,भगवान,यस्य नाहंकृतो भावो बुद्धिर्यस्य न लिप्यते| हत्वापि स इमाँल्लोकान्न हन्ति न निबध्यते || 18.17 || ,"He who is free from the egoistic notion, whose intelligence is not tainted by good or evil, though he slays these people, he does not slay, nor is he bound by the action.",What kind of attitude should we have while performing action? Who is the doer of all actions?
18,18,भगवान,ज्ञानं ज्ञेयं परिज्ञाता त्रिविधा कर्मचोदना| करणं कर्म कर्तेति त्रिविधः कर्मसंग्रहः || 18.18 || ,"Knowledge, the knowable, and the knower form the threefold impulse for action; the organ, the action, and the agent form the threefold basis of action.",What incites a person to act? What incites a person to perform action?
18,19,भगवान,ज्ञानं कर्म च कर्ता च त्रिधैव गुणभेदतः| प्रोच्यते गुणसंख्याने यथावच्छृणु तान्यपि || 18.19 || ,"Knowledge, action, and actor are declared in the science of the Gunas (Sankhya philosophy) to be of three kinds only, according to the distinction of the Gunas. Of these, hear duly.",How many kinds of knowledge are there? How many kinds of actions are there?
18,20,भगवान,सर्वभूतेषु येनैकं भावमव्ययमीक्षते| अविभक्तं विभक्तेषु तज्ज्ञानं विद्धि सात्त्विकम् || 18.20 || ,"That by which one sees the indestructible Reality in all beings, not separate in any of them—know that knowledge to be Sattvic.",Which knowledge is considered to be sattvic? 
18,21,भगवान,पृथक्त्वेन तु यज्ज्ञानं नानाभावान्पृथग्विधान्| वेत्ति सर्वेषु भूतेषु तज्ज्ञानं विद्धि राजसम् || 18.21 || ,"But that knowledge which sees in all beings various entities of distinct kinds as being distinct from one another, know thou that knowledge to be Rajasic.",What kind of knowledge is considered to be rajasic?
18,22,भगवान,यत्तु कृत्स्नवदेकस्मिन्कार्ये सक्तमहैतुकम्| अतत्त्वार्थवदल्पं च तत्तामसमुदाहृतम् || 18.22 || ,"But that which clings to one single effect as if it were the whole, without reason, without any foundation in Truth, and is trivial—that is declared to be Tamasic.",What kind of knowledge is considered to be tamasic?
18,23,भगवान,नियतं सङ्गरहितमरागद्वेषतः कृतम्| अफलप्रेप्सुना कर्म यत्तत्सात्त्विकमुच्यते || 18.23 || ,"An action that is ordained, free from attachment, done without love or hatred, and without desire for reward is declared to be Sattvic.",Which action is considered to be sattvic?
18,24,भगवान,यत्तु कामेप्सुना कर्म साहङ्कारेण वा पुनः| क्रियते बहुलायासं तद्राजसमुदाहृतम् || 18.24 || ,But that action which is done by one longing for the fulfillment of desires or gain with egotism or with much effort is declared to be Rajasic (passionate).,What kind of action is considered to be rajasic?
18,25,भगवान,अनुबन्धं क्षयं हिंसामनपेक्ष्य च पौरुषम्| मोहादारभ्यते कर्म यत्तत्तामसमुच्यते || 18.25 || ,"That action which is undertaken from delusion, without regard for the consequences, loss, injury, and one's own ability, is declared to be Tamasic (dark).",What kind of action is considered to be tamasic?
18,26,भगवान,मुक्तसङ्गोऽनहंवादी धृत्युत्साहसमन्वितः| सिद्ध्यसिद्ध्योर्निर्विकारः कर्ता सात्त्विक उच्यते || 18.26 || ,"An agent who is free from attachment, non-egoistic, endowed with firmness and enthusiasm, and unaffected by success or failure, is considered to be of a Sattvic (pure) nature.",What kind of person is considered sattvic?
18,27,भगवान,रागी कर्मफलप्रेप्सुर्लुब्धो हिंसात्मकोऽशुचिः| हर्षशोकान्वितः कर्ता राजसः परिकीर्तितः || 18.27 || ,"Passionate, desiring to obtain the reward of their actions, greedy, cruel, impure, moved by joy and sorrow, such an agent is said to be Rajasic.",What kind of person is considered rajasic?
18,28,भगवान,अयुक्तः प्राकृतः स्तब्धः शठो नैष्कृतिकोऽलसः| विषादी दीर्घसूत्री च कर्ता तामस उच्यते || 18.28 || ,"Unsteady, vulgar, inflexible, deceitful, malicious, lazy, despondent, and procrastinating—such an agent is called Tamasic.",What kind of person is considered tamasic?
18,29,भगवान,बुद्धेर्भेदं धृतेश्चैव गुणतस्त्रिविधं श्रृणु| प्रोच्यमानमशेषेण पृथक्त्वेन धनञ्जय || 18.29 || ,"Hear thou the threefold division of intellect and firmness, according to the Gunas, as I declare them fully and distinctly, O Arjuna.",What are the different kinds of buddhi?
18,30,भगवान,प्रवृत्तिं च निवृत्तिं च कार्याकार्ये भयाभये| बन्धं मोक्षं च या वेत्ति बुद्धिः सा पार्थ सात्त्विकी || 18.30 || ,"The intellect which knows the path of work and renunciation, what should be done and what should not be done, fear and fearlessness, bondage and liberation—that intellect is Sattvic (pure), O Arjuna.",What kind of buddhi is considered sattvic?
18,31,भगवान,यया धर्ममधर्मं च कार्यं चाकार्यमेव च| अयथावत्प्रजानाति बुद्धिः सा पार्थ राजसी || 18.31 || ,"That by which one wrongly understands dharma and adharma, and also what ought to be done and what ought not to be done—that intellect, O Arjuna, is rajasic (passionate).",What kind of buddhi is considered rajasic?
18,32,भगवान,अधर्मं धर्ममिति या मन्यते तमसाऽऽवृता| सर्वार्थान्विपरीतांश्च बुद्धिः सा पार्थ तामसी || 18.32 || ,"That intellect, O Arjuna, which is enveloped in darkness and sees Adharma as Dharma and all things perverted, is Tamasic (dark).",What kind of buddhi is considered tamasic?
18,33,भगवान,धृत्या यया धारयते मनःप्राणेन्द्रियक्रियाः| योगेनाव्यभिचारिण्या धृतिः सा पार्थ सात्त्विकी || 18.33 || ,"The unwavering firmness, through which Yoga restrains the functions of the mind, life-force, and senses—that firmness, O Arjuna, is Sattvic (pure).",What kind of firmness is considered sattvic?
18,34,भगवान,यया तु धर्मकामार्थान् धृत्या धारयतेऽर्जुन| प्रसङ्गेन फलाकाङ्क्षी धृतिः सा पार्थ राजसी || 18.34 || ,"But that, O Arjuna, by which one holds fast to Dharma (duty), enjoyment of pleasures, and earning of wealth, on account of attachment and desire for reward—that firmness, O Arjuna, is Rajasic (passionate).",What kind of firmness is considered rajasic?
18,35,भगवान,यया स्वप्नं भयं शोकं विषादं मदमेव च| न विमुञ्चति दुर्मेधा धृतिः सा पार्थ तामसी || 18.35 || ,"That firmness, O Arjuna, by which a stupid man does not abandon sleep, fear, grief, despair, and conceit, is Tamasic.",What kind of firmness is considered tamasic?
18,36,भगवान,सुखं त्विदानीं त्रिविधं श्रृणु मे भरतर्षभ| अभ्यासाद्रमते यत्र दुःखान्तं च निगच्छति || 18.36 || ,"And now, O Arjuna, hear from Me of the threefold pleasure, in which one rejoices through practice and surely comes to the end of pain.",How many kinds of pleasures are there?
18,37,भगवान,यत्तदग्रे विषमिव परिणामेऽमृतोपमम्| तत्सुखं सात्त्विकं प्रोक्तमात्मबुद्धिप्रसादजम् || 18.37 || ,"That which is like poison at first but in the end like nectar—that happiness is declared to be sattvic, born of the purity of one's own mind due to self-realization.",What kind of pleasure is considered sattvic?
18,38,भगवान,विषयेन्द्रियसंयोगाद्यत्तदग्रेऽमृतोपमम्| परिणामे विषमिव तत्सुखं राजसं स्मृतम् || 18.38 || ,"That happiness which arises from the contact of the senses with the objects, which is initially like nectar but eventually like poison, is said to be Rajasic.",What kind of pleasure is considered rajasic?
18,39,भगवान,यदग्रे चानुबन्धे च सुखं मोहनमात्मनः| निद्रालस्यप्रमादोत्थं तत्तामसमुदाहृतम् || 18.39 || ,"That happiness which at first, as well as in the end, deludes the self, and which arises from sleep, indolence, and heedlessness—that is declared to be Tamasic.",What kind of pleasure is considered tamasic?
18,40,भगवान,न तदस्ति पृथिव्यां वा दिवि देवेषु वा पुनः| सत्त्वं प्रकृतिजैर्मुक्तं यदेभिः स्यात्ित्रभिर्गुणैः || 18.40 || ,There is no being on earth or in heaven among the gods that is liberated from the three qualities born of Nature.,Is there anyone in this universe free from the three gunas?
18,41,भगवान,ब्राह्मणक्षत्रियविशां शूद्राणां च परंतप| कर्माणि प्रविभक्तानि स्वभावप्रभवैर्गुणैः || 18.41 || ,"Of Brahmanas, Kshatriyas, Vaisyas, and Sudras, O Arjuna, the duties are distributed according to the qualities born of their own nature.",What is the varna system in Hinduism? What is the caste system in Hinduism? Is caste decided by birth or by personal preference? Is varna decided by birth or by personal preference?
18,42,भगवान,शमो दमस्तपः शौचं क्षान्तिरार्जवमेव च| ज्ञानं विज्ञानमास्तिक्यं ब्रह्मकर्म स्वभावजम् || 18.42 || ,"Serenity, self-restraint, austerity, purity, forgiveness, and uprightness, as well as knowledge, realization, and belief in God, are the duties of Brahmanas, born of their own nature.",Who is a Brahmin? What are the qualities of a Brahmin?
18,43,भगवान,शौर्यं तेजो धृतिर्दाक्ष्यं युद्धे चाप्यपलायनम्| दानमीश्वरभावश्च क्षात्रं कर्म स्वभावजम् || 18.43 || ,"Prowess, splendor, firmness, dexterity, and not fleeing from battle, generosity, and lordliness are the duties of the Kshatriyas, born of their own nature.",Who is a Kshatriya? What are the qualities of a Kshatriya?
18,44,भगवान,कृषिगौरक्ष्यवाणिज्यं वैश्यकर्म स्वभावजम्| परिचर्यात्मकं कर्म शूद्रस्यापि स्वभावजम् || 18.44 || ,"Agriculture, cattle-rearing, and trade are the duties of the Vaisya (merchant), born of their own nature; and service is the duty of the Sudra (servant-class), born of their own nature.",Who is a shudra? What are the qualities of a shudra?
18,45,भगवान,स्वे स्वे कर्मण्यभिरतः संसिद्धिं लभते नरः| स्वकर्मनिरतः सिद्धिं यथा विन्दति तच्छृणु || 18.45 || ,"Each person devoted to their own duty attains perfection. How they attain perfection while being engaged in their own duty, hear now.",What happens to those who are devoted to their duty?
18,46,भगवान,यतः प्रवृत्तिर्भूतानां येन सर्वमिदं ततम्| स्वकर्मणा तमभ्यर्च्य सिद्धिं विन्दति मानवः || 18.46 || ,"He from whom all the beings have evolved and by whom all this is pervaded, worshipping Him with his own duty, one attains perfection.",How can we reach perfection? How can we acquire power?
18,47,भगवान,श्रेयान्स्वधर्मो विगुणः परधर्मात्स्वनुष्ठितात्| स्वभावनियतं कर्म कुर्वन्नाप्नोति किल्बिषम् || 18.47 || ,"Better is one's own duty, even if it is destitute of merits, than the duty of another well performed. He who does the duty ordained by his own nature incurs no sin.",Is it alright to do things out of force? Should we do what we are truly good at or what others want us to do?
18,48,भगवान,सहजं कर्म कौन्तेय सदोषमपि न त्यजेत्| सर्वारम्भा हि दोषेण धूमेनाग्निरिवावृताः || 18.48 || ,"One should not, O Arjuna, abandon the duty to which one is born, though it may be faulty; for, all undertakings are enveloped by evil, just as fire is by smoke.",Should we give up our work if we are unable to do it perfectly? Should we give up our work if we are unable to do it well?
18,49,भगवान,असक्तबुद्धिः सर्वत्र जितात्मा विगतस्पृहः| नैष्कर्म्यसिद्धिं परमां संन्यासेनाधिगच्छति || 18.49 || ,"He whose intellect is unattached everywhere, who has subdued his self, from whom desire has fled, he attains the supreme state of freedom from action through renunciation.",What happens to those who are unattached? What happens to those who are detached? What happens to those who are free from all desires?
18,50,भगवान,सिद्धिं प्राप्तो यथा ब्रह्म तथाप्नोति निबोध मे| समासेनैव कौन्तेय निष्ठा ज्ञानस्य या परा || 18.50 || ,"Learn from Me, O Arjuna, in brief how one who has attained perfection reaches Brahman—the Eternal, that supreme state of knowledge.",Where does Krishna talk about the process of attaining Brahman?
18,51,भगवान,बुद्ध्या विशुद्धया युक्तो धृत्याऽऽत्मानं नियम्य च| शब्दादीन् विषयांस्त्यक्त्वा रागद्वेषौ व्युदस्य च || 18.51 || ,"Endowed with a pure intellect, controlling the self through firmness, relinquishing sound and other objects and abandoning attraction and hatred.",How can we attain Brahman?
18,52,भगवान,विविक्तसेवी लघ्वाशी यतवाक्कायमानसः| ध्यानयोगपरो नित्यं वैराग्यं समुपाश्रितः || 18.52 || ,"Dwelling in solitude, eating sparingly, with speech, body, and mind subdued, always engaged in meditation and concentration, and resorting to dispassion.",Does solitude help in attaining Brahman?
18,53,भगवान,अहङ्कारं बलं दर्पं कामं क्रोधं परिग्रहम्| विमुच्य निर्ममः शान्तो ब्रह्मभूयाय कल्पते || 18.53 || ,"Having abandoned egoism, strength, arrogance, desire, anger, and covetousness, and being free from the notion of 'mine' and peaceful, he is fit for becoming Brahman.",Is ego a hindrance in attaining Brahman?
18,54,भगवान,ब्रह्मभूतः प्रसन्नात्मा न शोचति न काङ्क्षति| समः सर्वेषु भूतेषु मद्भक्तिं लभते पराम् || 18.54 || ,"Becoming Brahman, serene in the Self, he neither grieves nor desires; he is the same to all beings, and obtains supreme devotion to Me.",What happens to those who attain the state of Brahman?
18,55,भगवान,भक्त्या मामभिजानाति यावान्यश्चास्मि तत्त्वतः| ततो मां तत्त्वतो ज्ञात्वा विशते तदनन्तरम् || 18.55 || ,"By devotion, he knows Me in truth, who and what I am; then, having known Me in truth, he immediately enters into the Supreme.",What is the primary ingredient for spiritual growth? Is Bhakti useful for spiritual growth? Is Bhakti necessary for spiritual growth?
18,56,भगवान,सर्वकर्माण्यपि सदा कुर्वाणो मद्व्यपाश्रयः| मत्प्रसादादवाप्नोति शाश्वतं पदमव्ययम् || 18.56 || ,"Having taken refuge in Me and doing all actions, by My grace he obtains the eternal, indestructible state of being.",Is God's grace required for spiritual growth?
18,57,भगवान,चेतसा सर्वकर्माणि मयि संन्यस्य मत्परः| बुद्धियोगमुपाश्रित्य मच्चित्तः सततं भव || 18.57 || ,"Mentally renouncing all actions in Me, having Me as the highest goal, and resorting to the yoga of discrimination, do thou ever fix thy mind on Me.",What is the concept of surrender? Why should we surrender to God?
