Kanda,Chapter,Verse,Sanskrit
1,58,9,शेपु: परमसङ्कृद्धाश्चण्डालत्वं गमिष्यसि । एवमुक्त्वा महात्मनो विविशुस्ते स्वमाश्रमम्।।
1,58,10,अथ रात्र्यां व्यतीतायां राजा चण्डालतां गत: । नीलवस्त्रधरो नील: पुरुषो ध्वस्तमूर्धज:।।
1,58,11,चित्यमाल्यानुलेपश्च आयसाभरणोऽभवत् । तं दृष्टवा मन्त्रिणस्सर्वे त्यज्य चण्डालरूपिणम्।।
1,58,12,प्राद्रवन् सहिता राम पौरा येऽस्यानुगामिन: । एको हि राजा काकुत्स्थ जगाम परमात्मवान्।।
1,58,13,दह्यमानो दिवारात्रं विश्वामित्रं तपोनिधिम् । विश्वामित्रस्तु तं दृष्ट्वा राजानं विफलीकृतम्।।
1,58,14,चण्डालरूपिणं राम मुनि: कारुण्यमागत: । कारुण्यात्स महातेजा वाक्यं परमधार्मिक:।।
1,58,15,इदं जगाद भद्रं ते राजानं घोररूपिणम् । किमागमनकार्यं ते राजपुत्र महाबल।।
1,58,16,अयोध्याधिपते वीर शापाच्चण्डालतां गत: । अथ तद्वाक्यमाज्ञाय राजा चण्डालतां गत:।।
1,58,17,अब्रवीत्प्राञ्जलिर्वाक्यं वाक्यज्ञो वाक्यकोविदम् । प्रत्याख्यातोऽस्मि गुरुणा गुरुपुत्रैस्तथैव च।।
1,58,18,अनवाप्यैव तं कामं मया प्राप्तो विपर्यय: । सशरीरो दिवं यायामिति मे सौम्यदर्शनम्।।
1,58,19,मया चेष्टं क्रतुशतं तच्च नाऽवाप्यते फलम् । अनृतं नोक्तपूर्वं मे न च वक्ष्ये कदाचन।।
1,58,20,कृच्छ्रेष्वपि गत स्सौम्य क्षत्रधर्मेण ते शपे । यज्ञैर्बहुविधैरिष्टं प्रजा धर्मेण पालिता:।।
1,58,21,गुरवश्च महात्मान श्शीलवृत्तेन तोषिता: । धर्मे प्रयतमानस्य यज्ञं चाहर्तुमिच्छत:।।
1,58,22,परितोषं न गच्छन्ति गुरवो मुनिपुङ्गव । दैवमेव परं मन्ये पौरुषं तु निरर्थकम्।।
1,58,23,दैवेनाक्रम्यते सर्वं दैवं हि परमा गति: । तस्य मे परमार्तस्य प्रसादमभिकाङ्क्षत: । कर्तुमर्हसि भद्रं ते दैवोपहतकर्मण:।।
1,58,24,नान्यां गतिं गमिष्यामि नान्यश्शरणमस्ति मे । दैवं पुरुषकारेण निवर्तयितुमर्हसि।।
1,59,1,उक्तवाक्यं तु राजानं कृपया कुशिकात्मज: । अब्रवीन्मधुरं वाक्यं साक्षाच्चण्डालरूपिणम्।।
1,59,2,ऐक्ष्वाक स्वागतं वत्स जानामि त्वां सुधार्मिकम् । शरणं ते भविष्यामि मा भैषीर्नृपपुङ्गव।।
1,59,3,अहमामन्त्रये सर्वान्महर्षीन्पुण्यकर्मण: । यज्ञसाह्यकरान् राजन् ततो यक्ष्यसि निर्वृत:।।
1,59,4,गुरुशापकृतं रूपं यदिदं त्वयि वर्तते । अनेन सह रूपेण सशरीरो गमिष्यसि।।
1,59,5,हस्तप्राप्तमहं मन्ये स्वर्गं तव नराधिप । यस्त्वं कौशिकमागम्य शरण्यं शरणागत:।।
1,59,6,एवमुक्त्वा महातेजा: पुत्रान् परमधार्मिकान् । व्यादिदेश महाप्राज्ञान् यज्ञसम्भारकारणात्।।
1,59,7,सर्वान् शिष्यान् समाहूय वाक्यमेतदुवाच ह । सर्वानृषिगणान्वत्सा आनयध्वं ममाज्ञया । सशिष्यसुहृदश्चैव सर्त्विज स्सबहुश्रुतान्।।
1,59,8,यदन्यो वचनं ब्रूयान्मद्वाक्यबलचोदित: । तत्सर्वमखिलेनोक्तं ममाख्येयमनादृतम्।।
1,59,9,तस्य तद्वचनं श्रुत्वा दिशो जग्मुस्तदाज्ञया । आजग्मुरथ देशेभ्य स्सर्वेभ्यो ब्रह्मवादिन:।।
1,59,10,ते च शिष्या: समागम्य मुनिं ज्वलिततेजसम् । ऊचुश्चवचनं सर्वे सर्वेषां ब्रह्मवादिनाम्।।
1,59,11,श्रुत्वा ते वचनं सर्वे समायान्ति द्विजातय: । सर्वदेशेषु चागच्छन् वर्जयित्वा महोदयम्।।
1,59,12,वासिष्ठं तच्छतं सर्वं क्रोधपर्याकुलाक्षरम् । यदाह वचनं सर्वं शृणु त्वं मुनिपुङ्गव।।
1,59,13,क्षत्रियो याजको यस्य चण्डालस्य विशेषत: । कथं सदसि भोक्तारो हविस्तस्य सुरर्षय:।।
1,59,14,ब्राह्मणा वा महात्मानो भुक्त्वा चण्डालभोजनम् । कथं स्वर्गं गमिष्यन्ति विश्वामित्रेण पालिता:।।
1,59,15,एतद्वचननैष्ठुर्यमूचु स्संरक्तलोचना: । वासिष्ठा मुनिशार्दूल सर्वे ते समहोदया:।।
1,59,16,तेषां तद्वचनं श्रुत्वा सर्वेषां मुनिपुङ्गव: । क्रोधसंरक्तनयन स्सरोषमिदमब्रवीत्।।
1,59,17,ये दूषयन्त्यदुष्टं मां तप उग्रं समास्थितम् । भस्मीभूता दुरात्मानो भविष्यन्ति न संशय:।।
1,59,18,अद्य ते कालपाशेन नीता वैवस्वतक्षयम् । सप्तजातिशतान्येव मृतपस्सन्तु सर्वश:।।
1,59,19,श्वमांसनियताहारा मुष्टिका नाम निर्घृणा: । विकृताश्च विरूपाश्च लोकाननुचरन्त्विमान्।।
1,59,20,महोदयस्तु दुर्बुद्धिर्मामदूष्यं ह्यदूषयत् । दूषित स्सर्वलोकेषु निषादत्वं गमिष्यति।।
1,59,21,प्राणातिपातनिरतो निरनुक्रोशतां गत: । दीर्घकालं मम क्रोधाद्दुर्गतिं वर्तयिष्यति।।
1,59,22,एतावदुक्त्वा वचनं विश्वामित्रो महातपा: । विरराम महातेजा ऋषिमध्ये महामुनि:।।
1,60,1,तपोबलहतान् कृत्वा वासिष्ठान् समहोदयान् । ऋषिमध्ये महातेजा विश्वामित्रोऽभ्यभाषत।।
1,60,2,अयमिक्ष्वाकुदायादस्त्रिशंकुरिति विश्रुत: । धर्मिष्ठश्च वदान्यश्च मां चैव शरणं गत:।।
1,60,3,तेनानेन शरीरेण देवलोकजिगीषया । यथाऽयं स्वशरीरेण स्वर्गलोकं गमिष्यति।।
1,60,4,तथा प्रवर्त्यतां यज्ञे भवद्भिश्च मया सह । विश्वामित्रवच श्श्रुत्वा सर्व एव महर्षय:।।
1,60,5,ऊचुस्समेत्य सहिता धर्मज्ञा धर्मसंहितम् । अयं कुशिकदायादो मुनि: परमकोपन:।।
1,60,6,यदाह वचनं सम्यगेतत्कार्यं न संशय: । अग्निकल्पो हि भगवान् शापं दास्यति रोषित:।।
1,60,7,तस्मात्प्रवर्त्यतां यज्ञ स्सशरीरो यथा दिवम् । गच्छेदिक्ष्वाकुदायादो विश्वामित्रस्य तेजसा।।
1,60,8,तथा प्रवर्त्यतां यज्ञ स्सर्वे समधितिष्ठत । एवमुक्त्वा महर्षयः चक्रुस्तास्ता:क्रियास्तदा।।
1,60,9,याजकश्च महातेजा विश्वामित्रोऽभवत्क्रतौ । ऋत्विजश्चानुपूर्व्येण मन्त्रवन्मन्त्रकोविदा:।।
1,60,10,चक्रु: कर्माणि सर्वाणि यथाकल्पं यथाविधि । तत: कालेन महता विश्वामित्रो महातपा:।।
1,60,11,चकारावाहनं तत्र भागार्थं सर्वदेवता: । नाभ्यागमंस्तदाहूता भागार्थं सर्वदेवता:।।
1,60,12,तत: क्रोधसमाविष्टो विश्वामित्रो महामुनि: । स्रुवमुद्यम्य सक्रोधस्त्रिशङ्कुमिदमब्रवीत्।।
1,60,13,पश्य मे तपसो वीर्यं स्वार्जितस्य नरेश्वर । एष त्वां सशरीरेण नयामि स्वर्गमोजसा।।
1,60,14,दुष्प्रापं सशरीरेण दिवं गच्छ नराधिप । स्वार्जितं किञ्चिदप्यस्ति मया हि तपस:फलम्।।
1,60,15,राजन् स्वतेजसा तस्य सशरीरो दिवं व्रज । उक्तवाक्ये मुनौ तस्मिन् सशरीरो नरेश्वर:।।
1,60,16,दिवं जगाम काकुत्स्थ मुनीनां पश्यतां तदा । देवलोकगतं दृष्ट्वा त्रिशङ्कुं पाकशासन:।।
1,60,17,सह सर्वैस्सुरगणैरिदं वचनमब्रवीत् । त्रिशङ्को गच्छ भूयस्त्वं नासि स्वर्गकृतालय:।।
1,60,18,गुरुशापहतो मूढ पत भूमिमवाक्छिरा: । एवमुक्तो महेन्द्रेण त्रिशङ्कुरपतत्पुन:।।
1,60,19,विक्रोशमानस्त्राहीति विश्वामित्रं तपोधनम् । तच्छ्रुत्वा वचनं तस्य क्रोशमानस्य कौशिक:।।
1,60,20,रोषमाहारयत्तीव्रं तिष्ठ तिष्ठेति चाब्रवीत् । ऋषिमध्ये स तेजस्स्वी प्रजापतिरिवापर:।।
1,60,21,सृजन् दक्षिणमार्गस्थान् सप्तर्षीनपरान् पुन: । नक्षत्रमालामपरामसृजत्क्रोधमूर्च्छित:।।
1,60,22,दक्षिणां दिशमास्थाय मुनिमध्ये महायशा: । सृष्ट्वा नक्षत्रवंशं च क्रोधेन कलुषीकृत:।।
1,60,23,अन्यमिन्द्रं करिष्यामि लोको वा स्यादनिन्द्रक: । दैवतान्यपि स क्रोधा त्स्रष्टुं समुपचक्रमे।।
1,60,24,तत: परमसम्भ्रान्तास्सर्षिसङ्घास्सुरासुरा: । विश्वामित्रं महात्मानमूचु: सानुनयं वच:।।
1,60,25,अयं राजा महाभाग गुरुशापपरिक्षत: । सशरीरो दिवं यातुं नार्हत्येव तपोधन।।
1,60,26,तेषां तद्वचनं श्रुत्वा देवानां मुनिपुङ्गव: । अब्रवीत्सुमहद्वाक्यं कौशिक: सर्वदेवता:।।
1,60,27,सशरीरस्य भद्रं वस्त्रिशङ्कोरस्य भूपते: । आरोहणं प्रतिज्ञाय नानृतं कर्तुमुत्सहे।।
1,60,28,स्वर्गोऽस्तु सशरीरस्य त्रिशङ्कोरस्य शाश्वत: । नक्षत्राणि च सर्वाणि मामकानि ध्रुवाण्यथ।।
1,60,29,यावल्लोका धरिष्यन्ति तिष्ठन्त्वेतानि सर्वश: । मत्कृतानि सुरा स्सर्वे तदनुज्ञातुमर्हथ।।
1,60,30,एवमुक्ता: सुरास्सर्वे प्रत्यूचुर्मुनिपुङ्गवम् । एवं भवतु भद्रं ते तिष्ठन्त्वेतानि सर्वश:।।
1,60,31,गगने तान्यनेकानि वैश्वानरपथाद्बहि: । नक्षत्राणि मुनिश्रेष्ठ तेषु ज्योतिष्षु जाज्वलन्।।
1,60,32,अवाक्छिरास्त्रिशङ्कुश्च तिष्ठत्वमरसन्निभ: । अनुयास्यन्ति चैतानि ज्योतींषि नृपसत्तमम्।।
1,60,33,कृतार्थं कीर्तिमन्तं च स्वर्गलोकगतं यथा । विश्वामित्रस्तु धर्मात्मा सर्वदेवैरभिष्टुत:।।
1,60,34,ऋषिभिश्च महातेजा बाढमित्याह देवता: । ततो देवा महात्मानो मुनयश्च तपोधना: । जग्मुर्यथाऽऽगतं सर्वे यज्ञस्यान्ते नरोत्तम।।
1,61,1,विश्वामित्रो महात्माथ प्रस्थितान् प्रेक्ष्य तानृषीन् । अब्रवीन्नरशार्दूलस्सर्वांस्तान्वनवासिन:।।
1,61,2,महान्विघ्न: प्रवृत्तोऽयं दक्षिणामास्थितो दिशम् । दिशमन्यां प्रपत्स्यामस्तत्र तप्स्यामहे तप:।।
1,61,3,पश्चिमायां विशालायां पुष्करेषु महात्मन: । सुखं तपश्चरिष्याम: परं तद्धि तपोवनम्।।
1,61,4,एवमुक्त्वा महातेजा: पुष्करेषु महामुनि: । तप उग्रं दुराधर्षं तेपे मूलफलाशन:।।
1,61,5,एतस्मिन्नेव काले तु अयोध्याधिपतिर्नृप: । अम्बरीष इति ख्यातो यष्टुं समुपचक्रमे।।
1,61,6,तस्य वै यजमानस्य पशुमिन्द्रो जहार ह । प्रणष्टे तु पशौ विप्रो राजानमिदमब्रवीत्।।
1,61,7,पशुरद्य हृतो राजन् प्रणष्टस्तव दुर्नयात् । अरक्षितारं राजानं घ्नन्ति दोषा नरेश्वर।।
1,61,8,प्रायश्चित्तं महद्ध्येतन्नरं वा पुरुषर्षभ । आनयस्व पशुं शीघ्रं यावत्कर्म प्रवर्तते।।
1,61,9,उपाध्यायवचश्श्रुत्वा स राजा पुरुषर्षभ । अन्वियेष महाबुद्धि: पशुं गोभिस्सहस्रश:।।
1,61,10,देशान् जनपदांस्तां स्तान्नगराणि वनानि च । आश्रमाणि च पुण्यानि मार्गमाणो महीपति:।।
1,61,11,स पुत्रसहितं तात सभार्यं रघुनन्दन । भृगुतुंदे समासीनमृचीकं सन्ददर्श ह।।
1,61,12,तमुवाच महातेजा: प्रणम्याभिप्रसाद्य च । ब्रह्मर्षिं तपसा दीप्तं राजर्षिरमितप्रभ:।।
1,61,13,पृष्ट्वा सर्वत्र कुशलमृचीकं तमिदं वच: । गवां शतसहस्रेण विक्रीणीषे सुतं यदि।।
1,61,14,पशोरर्थे महाभाग कृतकृत्योऽस्मि भार्गव । सर्वे परिसृता देशा याज्ञीयं न लभे पशुम्।।
1,61,15,दातुमर्हसि मूल्येन सुतमेकमितो मम । एवमुक्तो महातेजा ऋचीकस्त्वब्रवीद्वच:।।
1,61,16,नाहं ज्येष्ठं नरश्रेष्ठ विक्रीणीयां कथञ्चन । ऋचीकस्य वचश्श्रुत्वा तेषां माता महात्मनाम्।।
1,61,17,उवाच नरशार्दूलमम्बरीषं तपस्विनी । अविक्रेयं सुतं ज्येष्ठं भगवानाह भार्गव:।।
1,61,18,ममापि दयितं विद्धि कनिष्ठं शुनकं नृप । तस्मात्कनीयसं पुत्रं न दास्ये तव पार्थिव।।
1,61,19,प्रायेण हि नरश्रेष्ठ ज्येष्ठा: पितृषु वल्लभा: । मातृ़णां तु कनीयांसस्तस्माद्रक्षे कनीयसम्।।
1,61,20,उक्तवाक्ये मुनौ तस्मिन् मुनिपत्न्यां तथैव च । शुनश्शेफस्स्वयं राम मध्यमो वाक्यमब्रवीत्।।
1,61,21,पिता ज्येष्ठमविक्रेयं माता चाह कनीयसम् । विक्रीतं मध्यमं मन्ये राजन् पुत्रं नयस्व माम्।।
1,61,22,अथ राजा महाबाहो वाक्यान्ते ब्रह्मवादिनः । हिरण्यस्य सुवर्णस्य कोटिभी रत्नराशिभिः।।
1,61,23,गवां शतसहस्रेण शुनश्शेफं नरेश्वर: । गृहीत्वा परमप्रीतो जगाम रघुनन्दन।।
1,61,24,अम्बरीषस्तु राजर्षी रथमारोप्य सत्वर: । शुनश्शेफं महातेजा जगामाशु महायशा:।।
1,62,1,शुनश्शेफं नरश्रेष्ठ गृहीत्वा तु महायशा: । व्यश्राम्यत् पुष्करे राजा मध्याह्ने रघुनन्दन।।
1,62,2,तस्य विश्रममाणस्य शुनश्शेफो महायशा: । पुष्करक्षेत्रमागम्य विश्वामित्रं ददर्श ह।।
1,62,3,तप्यन्तमृषिभिस्सार्धं मातुलं परमातुर: । विवर्णवदनो दीनस्तृष्णया च श्रमेण च।।
1,62,4,पपाताङ्के मुनेराशु वाक्यं चेदमुवाच ह । न मेऽस्ति माता न पिता ज्ञातयो बान्धवा: कुत:।।
1,62,5,त्रातुमर्हसि मां सौम्य धर्मेण मुनिपुङ्गव । त्राता त्वं हि मुनिश्रेष्ठ सर्वेषां त्वं हि भावन:।।
1,62,6,राजा च कृतकार्यस्स्यादहं दीर्घायुरव्यय: । स्वर्गलोकमुपाश्नीयां तपस्तप्त्वाह्यनुत्तमम्।।
1,62,7,त्वं मे नाथो ह्यनाथस्य भव भव्येन चेतसा । पितेव पुत्रं धर्मात्मं स्त्रातुमर्हसि किल्बिषात्।।
1,62,8,तस्य तद्वचनं श्रुत्वा विश्वामित्रो महातपा: । सान्त्वयित्वा बहुविधं पुत्रानिदमुवाच ह।।
1,62,9,यत्कृते पितर: पुत्रान् जनयन्ति शुभार्थिन: । परलोकहितार्थाय तस्य कालोऽयमागत:।।
1,62,10,अयं मुनिसुतो बालो मत्तश्शरणमिच्छति । अस्य जीवितमात्रेण प्रियं कुरुत पुत्रका:।।
1,62,11,सर्वे सुकृतकर्माणस्सर्वे धर्मपरायणा: । पशुभूता नरेन्द्रस्य तृप्तिमग्ने: प्रयच्छत।।
1,62,12,नाथवांश्च शुनश्शेफो यज्ञश्चाविघ्नितो भवेत् । देवतास्तर्पिताश्चस्युर्मम चापि कृतं वच:।।
1,62,13,मुनेस्तु वचनं श्रुत्वा मधुच्छन्दादय स्सुता: । साभिमानं नरश्रेष्ठ सलीलमिदमब्रुवन्।।
1,62,14,कथमात्मसुतान् हित्वा त्रायसेऽन्यसुतं विभो । अकार्यमिव पश्याम श्श्वमांस इव भोजने।।
1,62,15,तेषां तद्वचनं श्रुत्वा पुत्राणां मुनिपुङ्गव: । क्रोधसंरक्तनयनो व्याहर्तुमुपचक्रमे।।
1,62,16,निस्साध्वसमिदं प्रोक्तं धर्मादपि विगर्हितम् । अतिक्रम्य तु मद्वाक्यं दारुणं रोमहर्षणम्।।
1,62,17,श्वमांसभोजिनस्सर्वे वासिष्ठा इव जातिषु । पूर्णं वर्षसहस्रं तु पृथिव्यामनुवत्स्यथ।।
1,62,18,कृत्वा शापसमायुक्तान् पुत्रान् मुनिवरस्तथा । शुनश्शेफमुवाचार्तं कृत्वा रक्षां निरामयम्।।
1,62,19,पवित्रपाशैरासक्तो रक्तमाल्यानुलेपन: । वैष्णवं यूपमासाद्य वाग्भिरग्निमुदाहर।।
1,62,20,इमे तु गाथे द्वे दिव्ये गायेथा मुनिपुत्रक । अम्बरीषस्य यज्ञेऽस्मिंस्तत स्सिद्धिमवाप्स्यसि।।
1,62,21,शुनश्शेफो गृहीत्वा ते द्वे गाथे सुसमाहित: । त्वरया राजसिंहं तमम्बरीषमुवाच ह।।
1,62,22,राजसिंह महासत्त्व शीघ्रं गच्छावहे सद: । निर्वर्तयस्व राजेन्द्र दीक्षां च समुपाविश।।
1,62,23,तद्वाक्यमृषिपुत्रस्य श्रुत्वा हर्षसमुत्सुक: । जगाम नृपति श्शीघ्रं यज्ञवाटमतन्द्रित:।।
1,62,24,सदस्यानुमते राजा पवित्रकृतलक्षणम् । पशुं रक्ताम्बरं कृत्वा यूपे तं समबन्धयत्।।
1,62,25,सबद्धो वाग्भिरग्य्राभिरभितुष्टाव वै सुरौ । इन्द्रमिन्द्रानुजं चैव यथावन्मुनिपुत्रक:।।
1,62,26,तत: प्रीत स्सहस्राक्षो रहस्यस्तुतितर्पित: । दीर्घमायुस्तदा प्रादाच्छुनश्शेफाय राघव।।
1,62,27,स च राजा नरश्रेष्ठ यज्ञस्य च समाप्तवान् । फलं बहुगुणं राम सहस्राक्षप्रसादजम्।।
1,62,28,विश्वामित्रो ऽपि धर्मात्मा भूयस्तेपे महातपा: । पुष्करेषु नरश्रेष्ठ दशवर्षशतानि च।।
1,63,1,पूर्णे वर्षसहस्रे तु व्रतस्नातं महामुनिम् । अभ्यागच्छन् सुरास्सर्वे तप: फलचिकीर्षव:।।
1,63,2,अब्रवीत्सुमहातेजा ब्रह्मा सुरुचिरं वच: । ऋषिस्त्वमसि भद्रं ते स्वार्जितै: कर्मभिश्शुभै:।।
1,63,3,तमेवमुक्त्वा देवेशस्त्रिदिवं पुनरभ्यगात् । विश्वामित्रो महातेजा भूयस्तेपे महत्तप:।।
1,63,4,तत: कालेन महता मेनका परमाऽप्सरा: । पुष्करेषु नरश्रेष्ठ स्नातुं समुपचक्रमे।।
1,63,5,तां ददर्श महातेजा मेनकां कुशिकात्मज: । रूपेणाप्रतिमां तत्र विद्युतं जलदे यथा।।
1,63,6,दृष्ट्वा कन्दर्पवशगो मुनिस्तामिदमब्रवीत् । अप्सरस्स्वागतं तेऽस्तु वस चेह ममाश्रमे।।
1,63,7,अनुगृह्णीष्व भद्रं ते मदनेन सुमोहितम् । इत्युक्ता सा वरारोहा तत्र वासमथाकरोत्।।
1,63,8,तस्यां वसन्त्यां वर्षाणि पञ्च पञ्च च राघव । विश्वामित्राश्रमे राम सुखेन व्यतिचक्रमु:।।
1,63,9,अथ काले गते तस्मिन्विश्वामित्रो महामुनि: । सव्रीड इव सम्वृत्तश्चिन्ताशोकपरायण:।।
1,63,10,बुद्धिर्मुनेस्समुत्पन्ना सामर्षा रघुनन्दन । सर्वं सुराणां कर्मैतत्तपोपहरणं महत्।।
1,63,11,अहोरात्रापदेशेन गतास्संवत्सरा दश । काममोहाभिभूतस्य विघ्नोऽयं समुपस्थित:।।
1,63,12,विनिश्श्वसन्मुनिवर: पश्चात्तापेन दु:खित: । भीतामप्सरसं दृष्ट्वा वेपन्तीं प्राञ्जलिं स्थिताम्।।
1,63,13,मेनकां मधुरैर्वाक्यैर्विसृज्य कुशिकात्मज: । उत्तरं पर्वतं राम विश्वामित्रो जगाम ह।।
1,63,14,स कृत्वा नैष्ठिकीं बुद्धिं जेतुकामो महायशा: । कौशिकीतीरमासाद्य तपस्तेपे सुदारुणम्।।
1,63,15,तस्य वर्षसहस्रं तु घोरं तप उपासत: । उत्तरे पर्वते राम देवतानामभूद्भयम्।।
1,63,16,आमन्त्रयन् समागम्य सर्वे सर्षिगणा स्सुरा: । महर्षिशब्दं लभतां साध्वयं कुशिकात्मज:।।
1,63,17,देवतानां वच श्शृत्वा सर्वलोकपितामह: । अब्रवीन्मधुरं वाक्यं विश्वामित्रं तपोधनम्।।
1,63,18,महर्षे स्वागतं वत्स तपसोग्रेण तोषित: । महत्त्वमृषिमुख्यत्वं ददामि तव कौशिक।।
1,63,19,ब्रह्मणस्स वचश्श्रुत्वा सर्वलोकेश्वरस्य ह । न विषण्णो न सन्तुष्टो विश्वामित्रस्तपोधन:।।
1,63,20,प्राञ्जलि: प्रणतो भूत्वा सर्वलोकपितामहम् । प्रत्युवाच ततो वाचं विश्वामित्रो महामुनि:।।
1,63,21,महर्षिशब्दमतुलं स्वार्जितै: कर्मभिश्शुभै: । यदि मे भगवानाह ततोऽहं विजितेन्द्रिय:।।
1,63,22,तमुवाच ततो ब्रह्मा न तावत् त्त्वं जितेन्द्रिय: । यतस्व मुनिशार्दूल इत्युक्त्वा त्रिदिवं गत:।।
1,63,23,विप्रस्थितेषु देवेषु विश्वामित्रो महामुनि: । ऊर्ध्वबाहुर्निरालम्बो वायुभक्षस्तपश्चरन्।।
1,63,24,घर्मे पञ्चतपा भूत्वा वर्षास्वाकाशसंश्रय: । शिशिरे सलिलस्थायी रात्र्यहानि तपोधन:।।
1,63,25,एवं वर्षसहस्रं हि तपो घोरमुपागमत् । तस्मिन् सन्तप्यमाने तु विश्वामित्रे महामुनौ।।
1,63,26,सम्भ्रमस्सुमहानासीत्सुराणां वासवस्य च । रम्भामप्सरसं शक्र स्सह सर्वैर्मरुद्गणै: । उवाचात्महितं वाक्यमहितं कौशिकस्य च।।
1,64,1,सुरकार्यमिदं रम्भे कर्तव्यं सुमहत्त्वया । लोभनं कौशिकस्येह काममोहसमन्वितम्।।
1,64,2,तथोक्ता साऽप्सरा राम सहस्राक्षेण धीमता । व्रीडिता प्राञ्जलिर्वाक्यं प्रत्युवाच सुरेश्वरम्।।
1,64,3,अयं सुरपते घोरो विश्वामित्रो महामुनि: । घोरमुत्सृजते क्रोधं मयि देव न संशय:।।
1,64,4,ततो हि मे भयं देव प्रासादं कर्तुमर्हसि । एवमुक्तस्तया राम रम्भया भीतया तदा।।
1,64,5,तामुवाच सहस्राक्षो वेपमानां कृताञ्जलिम् । माभैषी रम्भे भद्रं ते कुरुष्व मम शासनम्।।
1,64,6,कोकिलो हृदयग्राही माधवे रुचिरद्रुमे । अहं कन्दर्पसहित स्स्थास्यामि तव पार्श्वत:।।
1,64,7,त्वं हि रूपं बहुगुणं कृत्वा परमभास्वरम् । तमृषिं कौशिकं रम्भे भेदयस्व तपस्विनम्।।
1,64,8,सा श्रुत्वा वचनं तस्य कृत्वा रूपमनुत्तमम् । लोभयामास ललिता विश्वामित्रं शुचिस्मिता।।
1,64,9,कोकिलस्य च शुश्राव वल्गु व्याहरत: स्वनम् । सम्प्रहृष्टेन मनसा तत एनामुदैक्षत।।
1,64,10,अथ तस्य च शब्देन गीतेनाप्रतिमेन च । दर्शनेन च रम्भाया मुनिस्सन्देहमागत:।।
1,64,11,सहस्राक्षस्य तत्कर्म विज्ञाय मुनिपुङ्गव: । रम्भां क्रोधसमाविष्ट श्शशाप कुशिकात्मज:।।
1,64,12,यन्मां लोभयसे रम्भे कामक्रोधजयैषिणम् । दशवर्षसहस्राणि शैली स्थास्यसि दुर्भगे।।
1,64,13,ब्राह्मण स्सुमहातेजा स्तपोबलसमन्वित: । उद्धरिष्यति रम्भे त्वां मत्क्रोधकलुषीकृताम्।।
1,64,14,एवमुक्त्वा महातेजा विश्वामित्रो महामुनि: । अशक्नुवन् धारयितुं क्रोधं सन्तापमागत:।।
1,64,15,तस्य शापेन महता रम्भा शैली तदाऽभवत् । वचश्शृत्वा च कन्दर्पो महर्षेस्स च निर्गत:।।
1,64,16,कोपेन स महातेजास्तपोऽपहरणे कृते । इन्द्रियैरजितै राम न लेभे शान्तिमात्मन:।।
1,64,17,बभूवास्य मनश्चिन्ता तपोऽपहरणे कृते । नैव क्रोधं गमिष्यामि न च वक्ष्ये कथञ्चन।।
1,64,18,अथवा नोच्छवसिष्यामि संवत्सरशतान्यपि । अहं विशोषयिष्यामि ह्यात्मानं विजितेन्द्रिय:।।
1,64,19,तावद्यावद्धि मे प्राप्तं ब्राह्मण्यं तपसाऽऽर्जितम् । अनुच्छवसन्नभुञ्जान स्तिष्ठेयं शाश्वतीस्समा:।।
1,64,20,न हि मे तप्यमानस्य क्षयं यास्यन्ति मूर्तय: । एवं वर्षसहस्रस्य दीक्षां स मुनिपुङ्गव: । चकार प्रतिमां लोके प्रतिज्ञां रघुन्ंदन।।
1,65,1,अथ हैमवतीं राम दिशं त्यक्त्वा महामुनि: । पूर्वां दिशमनुप्राप्य तपस्तेपे सुदारुणम्।।
1,65,2,मौनं वर्षसहस्रस्य कृत्वा व्रतमनुत्तमम् । चकाराप्रतिमं राम तप: परमदुष्करम्।।
1,65,3,पूर्णे वर्षसहस्रे तु काष्ठभूतं महामुनिम् । विघ्नैर्बहुभिराधूतं क्रोधो नान्तर आविशत्।।
1,65,4,स कृत्वा निश्चयं राम तप आतिष्टदव्ययम् । तस्य वर्षसहस्रस्य व्रते पूर्णे महाव्रत:।।
1,65,5,भोक्तुमारब्धवानन्नं तस्मिन् काले रघूत्तम । इन्द्रो द्विजातिर्भूत्वा तं सिद्धमन्नमयाचत।।
1,65,6,तस्मै दत्वा तदा सिद्धं सर्वं विप्राय निश्चित: । निश्शेषितेऽन्ने भगवानभुक्तैव महातपा:।।
1,65,7,न किञ्चिदवदद्विप्रं मौनव्रतमुपस्थित: । तथैवासीत्पुनः मौनमनुच्छ्वासं चकार ह।।
1,65,8,अथ वर्षसहस्रं वै नोच्छ्वसन्मुनिपुङ्गव: । तस्यानुच्छ्वसमानस्य मूर्ध्नि धूमो व्यजायत।।
1,65,9,त्रैलोक्यं येन सम्भ्रान्तमादीपितमिवाभवत् । ततो देवास्सगन्धर्वा: पन्नगोरगराक्षसा:।।
1,65,10,मोहितास्तेजसा तस्य तपसा मन्दरश्मय: । कश्मलोपहता स्सर्वे पितामहमथाब्रुवन्।।
1,65,11,बहुभि: कारणैर्देव विश्वामित्रो महामुनि: । लोभित: क्रोधितश्चैव तपसा चाभिवर्धते।।
1,65,12,न ह्यस्य वृजिनं किञ्चिद्दृश्यते सूक्ष्ममप्यथ । न दीयते यदि त्वस्य मनसा यदभीप्सितम्।।
