,0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72
1089,परमवीरः,चन्द्रशेखरः,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1090,तव,नाम,किम्,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1091,आजादः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1092,तव,पिता,कः,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1093,स्वाभिमानः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1094,निवासस्थानं,कुत्र,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1095,कारावासः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,एतादृशम्,उत्तरम्,आसीत्,परमनिर्भीकस्य,पञ्चदशवर्षीयस्य,बालकस्य,चन्द्रशेखर-आजादस्य,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,अनेन,उत्तरेण,क्रुद्धः,आङ्ग्लन्यायाधीशः,तस्मै,पञ्चदशवारं,वेत्राघातम्,आदिष्टवान्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1098,सः,च,चन्द्रशेखरः,सहर्षं,तं,कठोरं,वेत्राघातम्,असहत,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1099,परमपुण्या,वाराणसी,नगरी,महावीरस्य,चन्द्रशेखरस्य,जन्मस्थानम्,आसीत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1100,प्रसिद्धस्य,क्वीन्सकालेज-नामकस्य,संस्कृत-महाविद्यालयस्य,दीप्तिमान्,छात्रः,चन्द्रशेखरः,राष्ट्रं,प्रति,आत्मानं,समर्पितवान्,आसीत्,।,,,,,,,,,,,,,,,,,,,,,,,,,
1101,जालियँवाला-काण्डे,आङ्ग्लशासनस्य,नृशंसतां,श्रुत्वा,विचलितः,सन्,तस्मात्,क्रूरशासनात्,देशस्य,मुक्तये,तेन,सङ्कल्पः,कृतः,।,,,,,,,,,,,,,,,,,,,,,,,
1102,सशस्त्रस्य,सङ्ग्रामस्य,कृते,धनसङ्ग्रहार्थम्,अन्यैः,सहयोगिभिः,सह,आजादः,काकोरीनामके,स्थाने,राजकीयकोषम्,अपहृतवान्,।,,,,,,,,,,,,,,,,,,,,,,,,
1103,लालालाजपतराय-महोदयस्य,घातकः,सैण्डर्स-नामकः,आङ्ग्लः,तैः,क्रान्तिकारिभिः,निहतः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1104,केन्द्रिय-विधानसभायाम्,एतेषां,विस्फोटनेन,आङ्ग्लशासनम्,अपि,भयाक्रान्तं,जातम्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1105,परन्तु,अहो,",",कालस्य,कुटिला,गतिः,!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1106,१९३१,ईसवीयस्य,फरवरीमासस्य,द्वाविंशतमः,दिवसः,भवति,स्म,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1107,परमवीरः,चन्द्रशेखरः,प्रयागनगरस्य,अलफ्रेडनामके,उद्याने,उपविष्टः,आसीत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1108,सहसा,सः,आङ्ग्लसैनिकैः,परिवृतः,अभवत्,।,तथापि,परमसाहसेन,स्वस्य,गुलिकाचक्रेण,सः,अनेकान्,सैनिकान्,पातितवान्,।,,,,,,,,,,,,,,,,,,,,,,
1109,परन्तु,आजादः,एकाकी,एव,आसीत्,सैनिकाः,बहुसङ्ख्यकाः,च,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1110,अतएव,यदा,तस्य,समीपे,एका,एव,गुलिका,अवशिष्टा,जाता,तदा,सः,तया,गुलिकया,आत्मानम्,एव,निहतवान्,।,,,,,,,,,,,,,,,,,,,,
1111,एतादृशीं,वीरगतिं,लब्ध्वा,एषः,आजादः,अन्ततः,',आजाद,',एव,अतिष्ठत्,।,,,,,,,,,,,,,,,,,,,,,,,,,
1112,सत्यम्,-,कीर्तिः,यस्य,सः,जीवति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113,पुनः,आवर्तनम्,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1114,रामः,वनम्,अगच्छत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1115,लक्ष्मणः,सीता,च,रामेण,सह,अगच्छताम्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,तत्र,ते,पर्णकुटीरे,अतिष्ठन्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,लङ्कायाः,नृपः,रावणः,वनात्,सीताम्,अहरत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1118,रामस्य,भक्ताः,वानराः,समुद्रे,सेतुबन्धनं,कुर्वन्ति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1119,ततः,परं,रामः,लक्ष्मणेन,सह,लङ्कां,गच्छति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120,ते,वानराः,तत्र,गच्छन्ति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1121,रावणेन,सह,रामस्य,युद्धं,भविष्यति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1122,युद्धे,रावणादयः,राक्षसाः,मरिष्यन्ति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1123,सीतया,लक्ष्मणेन,च,सह,रामः,अयोध्याम्,आगमिष्यति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1124,रामः,अयोध्यायाः,राजा,भवतु,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1125,रामस्य,राज्ये,जनाः,कदापि,दुखं,न,अनुभवन्तु,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1126,सर्वे,जनाः,सुखेन,तिष्ठन्तु,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1127,चतुरः,शशकः,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1128,कदाचिद्,वर्षासु,अपि,वृष्टेः,अभावात्,तृषार्तः,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1129,गजयूथः,यूथपतिम्,आह,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1130,कः,अभ्युपायः,अस्माकं,जीवनाय,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1131,न,अस्ति,क्षुद्रजन्तूनां,निमज्जनस्थानम्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1132,वयम्,निमज्जनस्थानस्य,अभावात्,मृतप्रायाः,इव,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1133,किं,कुर्मः,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134,क्व,यामः,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1135,ततः,हस्तिराजः,समीपं,गत्वा,निर्मलं,ह्रदं,दर्शितवान्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1136,ततः,दिनेषु,गच्छत्सु,तत्तीरे,अवस्थिताः,क्षुद्रशशकाः,गजपादैः,चूर्णिताः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1137,अनन्तरं,शिलीमुखः,नाम,शशकः,चिन्तयामास,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1138,अतः,अस्मत्कुलं,विनङ्क्ष्यति।,मा,विषीदत,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1139,अत्र,मया,कश्चित्,उपायः,कर्तव्यः,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,गच्छता,तेन,आलोचितम्,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1141,गजयूथपतेः,समीपं,गत्वा,मया,किं,वक्तव्यम्,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142,यतः,स्पृशन्,अपि,गजः,हन्ति,जिघ्रन्,अपि,भुजंगमः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143,पालयन्,अपि,भूपालः,प्रहसन्,अपि,दुर्जनः,॥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1144,अतः,अहं,पर्वतशिखरम्,आरूह्य,यूथपतिं,संवादयामि,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145,तथा,अनुष्ठिते,यूथपतिः,उवाच,कः,त्वम्,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146,कुतः,समायातः,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1147,ते,शशकाः,चिरम्,अस्माभिः,रक्षिताः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1148,ते,अस्मदीयाः,अतएव,मे,शशाङ्कः,इति,प्रसिद्धिः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1149,पुनः,न,करिष्यामि,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1150,शशकः,उवाच,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151,ततः,रात्रौ,यूथपतिं,नीत्वा,जले,चंचलं,चन्द्रप्रतिबिम्बं,दर्शयित्वा,यूथपतिः,प्रणामं,कारितः।,उक्तम्,च,तेन,-,,,,,,,,,,,,,,,,,,,,,,
1152,अज्ञानात्,अनेन,अपराधः,कृतः,",",अतः,क्षम्यताम्,",",न,एवं,पुनः,करिष्यति,,,,,,,,,,,,,,,,,,,,,,,,,
1153,साधु,उक्तम्,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1154,व्यपदेशे,अपि,सिद्धिः,स्यात्,अतिशक्ते,नराधिपे,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1155,शशिनः,व्यपदेशेन,शशकाः,सुखम्,आसते,॥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1156,कालियदमनम्,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1157,(,ततः,प्रविशन्ति,गोपकन्यकाः,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1158,सर्वाः,-,(,दामोदरं,प्रति,),मा,खलु,मा,खलु,भर्तृ,!,,,,,,,,,,,,,,,,,,,,,,,,,
1159,एतं,जलाशयं,प्रवेष्टुम्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1160,एषः,खलु,दुष्टमहोरगकुलावासः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1161,दामोदरः,-,न,खलु,न,खलु,विषादः,कार्यः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1162,पश्यन्तु,भवत्यः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,सर्वाः,-,भर्तृ,!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1164,संकर्षण,!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1165,वारय,वारय,भर्तृदामोदरम्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,(,प्रविश्य,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1167,संकर्षणः,-,अलं,अलं,भयविषादाभ्याम्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1168,दर्शितः,अनुरागः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169,पश्यन्तु,भवत्यः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,सर्वाः,-,हं,भर्तृदामोदरः,अपि,तादृशः,एव,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1171,दामोदरः,-,सर्वप्रजाहितार्थं,द्रुततरं,नागं,मे,वशं,करोमि,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1172,(,इति,ह्रदं,प्रविष्टः,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1173,सर्वाः,-,हा,हा,धूमः,उत्थितः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1174,दामोदरः,-,अहो,ह्रदस्य,गाम्भीर्यम्,(,इति,उक्त्वा,निष्क्रान्तः,),,,,,,,,,,,,,,,,,,,,,,,,,,,
1175,(,ततः,प्रविशति,वृद्धगोपालकः,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,वृद्धगोपालकः,-,हा,भर्तृ,!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1177,एषः,कन्यकाभिः,वार्यमाणः,यमुनाह्रदं,प्रविष्टः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,मा,खलु,मा,खलु,साहसं,कृत्वा,प्रवेष्टुम्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1179,अत्र,व्याघ्राः,वराहाः,हस्तिनः,पानीयं,पीत्वा,तत्र,एव,म्रियन्ते,।,,,,,,,,,,,,,,,,,,,,,,,,,,,
1180,कथं,न,दृश्यते,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,किम्,इदानीं,करोमि,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1182,भवतु,",",इमं,तावत्,कुम्भपलाशम्,आरूह्य,निध्यायामि,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1183,हा,हा,धूमः,उत्थितः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,संकर्षणः,-,पश्यन्तु,भवत्यः,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1185,दामोदरः,अयं,परिगृह्य,नागं,विक्षोभ्य,तोयं,च,समूलम्,अस्य,।,,,,,,,,,,,,,,,,,,,,,,,,,,,
1186,भोगे,स्थितः,नीलभुजङ्गस्य,मेघे,स्थितः,शक्रः,इव,आभाति,॥,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,वृद्धगोपालकः,-,ही,ही,साधु,भर्तः,!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1188,साधु,!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,(,ततः,प्रविशति,कालीयं,गृहीत्वा,दामोदरः,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1190,सर्वाः,-,आश्चर्यम्,भर्तः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,आश्चर्यम्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1192,कालीयस्य,पञ्च,फणान्,आक्रामन्,हल्लीसकं,प्रक्रीडति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193,दामोदरः,-,कालिय,!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,ते,शक्तिः,अस्ति,",",दह्यतां,मम,एकः,भुजः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1195,कालियः,-,हं,तिष्ठ,"इदानीम्,",एषः,त्वां,भस्मीकरोमि,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,(,विषाग्निं,मुञ्चति,),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,दामोदरः,-,हन्त,दर्शितं,ते,बलम्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1198,कालियः,-,प्रसीदतु,प्रसीदतु,भगवान्,नारायणः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,दामोदरः,-,अनेन,बलेन,भवान्,गर्वितः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,कालियः,-,प्रसीदतु,भगवन्,!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,अज्ञानाद्,अतिक्रान्तवान्,",",सान्तःपुरः,शरणागतः,अस्मि,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1202,दामोदरः,-,कालिय,!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1203,किमर्थम्,इदानीं,यमुनाहृदं,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1204,कालियः,-,भगवतः,वरवाहनाद्,गरुङाद्,भीतः,अहम्,अस्मि,प्रविष्टः,अस्मि,।,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,तत्,इच्छामि,गरुङात्,अभयं,भगवत्प्रसादात्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,दामोदरः,-,भवतु,भवतु,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1207,मम,पादेन,नागेन्द्र,!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,चिन्हितं,तव,मूर्धनि,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1209,सुपर्णः,एव,दृष्ट्वा,इदम्,अभयं,ते,प्रदास्यति,॥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,कालियः,-,अनुगृहीतः,अस्मि,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,दामोदरः,-,प्रविशतु,भवान्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,कालियः,-,यत्,आज्ञापयति,भगवान्,नारायणः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1213,दामोदरः,-,अथवा,एहि,तावत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1214,कालियः,-,भगवन्,!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,मद्विषदूषितम्,इदं,जलं,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1216,तत्,इदानीम्,एव,विषं,संह्रत्य,यमुनाह्रदात्,निष्क्रामामि,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1217,दामोदरः,-,प्रतिनिवर्ततां,भवान्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,कालियः,-,यत्,आज्ञापयति,भगवान्,नारायण,सपरिजनः,निष्क्रान्तः,),प्रहेलिकाः,,,,,,,,,,,,,,,,,,,,,,,,,,,
1219,आनन्दयति,कः,अत्यर्थं,सज्जनान्,एव,भूतले,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1220,प्रबोधयति,पद्यानि,तमांसि,च,निहन्ति,कः,॥,१,॥,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,राज्ञः,सम्बोधनं,किं,स्यात्,सुग्रीवस्य,तु,का,प्रिया,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222,अधुनाः,तु,किम्,इच्छन्ति,आर्तैः,किं,क्रियते,वद,॥,२,॥,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,किम्,इच्छन्ति,नराः,काश्यां,भूपानां,कः,रणे,हितः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1224,कः,वन्द्यः,सर्वदेवानां,दीयताम्,एकम्,उत्तरम्,॥,३,॥,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1225,युधिष्टिरः,कस्य,पुत्रः,गङ्गां,वहति,कीदृशी,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1226,हंसस्य,शोभा,का,वा,अस्ति,धर्मस्य,त्वरिता,गतिः,॥,४,॥,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,कस्तूरी,जायते,कस्मात्,कः,हन्ति,करिणां,कुलम्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1228,किं,कुर्यात्,कातरः,युद्धे,मृगात्,सिंहः,पलायनम्,॥,५,॥,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,भोजनान्ते,किं,च,पेयं,जयन्तः,कस्य,वै,सुतः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1230,कथं,विष्णुपदं,प्रोक्तं,तक्रं,शक्रस्य,दुर्लभम्,॥,६,॥,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,चलचित्रम्,विज्ञानस्य,आविष्कारेषु,चलचित्रस्य,अपि,आविष्कारस्य,महत्त्वं,विद्यते,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1232,चलचित्रस्य,माध्यमेन,वयं,न,केवलं,मनोरञ्जयामः,",",तस्य,दर्शनेन,स्वज्ञानम्,अपि,वर्धयितुं,प्रभवामः,।,,,,,,,,,,,,,,,,,,,,,,,
1233,एतत्,श्रोत्रेन्द्रियेण,सह,चक्षुरिन्द्रियम्,अपि,व्यापृतं,करोति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1234,एतस्मात्,कारणात्,वयं,सर्वे,नैसर्गिकतया,चलचित्रं,प्रति,आकृष्टाः,भवामः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,
1235,सप्तदशशताब्द्यां,किर्चननामकः,वैज्ञानिकः,चित्राणां,चालनस्य,प्रक्रियायाः,अनुसंधाने,तत्परः,अभवत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,परम्,असौ,पूर्णरूपेण,सफलः,न,अभवत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1237,पश्चात्,१८९०तमे,वर्षे,अमेरिकादेशवासी,एडिसनमहोदयः,गतिशीलानां,चित्राणां,निर्माणे,सफलताम्,अलभत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,
1238,चलचित्रस्य,प्रक्रिया,एवं,वर्णयितुं,शक्यते,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1239,अभिनेतारः,अभिनेत्र्यः,च,नाटकवत्,अभिनयं,कुर्वन्ति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1240,चित्रयन्त्रं,एतावत्या,त्वरया,तेषां,चित्राणि,गृह्णाति,यत्,तेषां,प्रत्येकं,भावस्य,कर्मणः,वा,सकलानाम्,अंशानां,चित्राणि,गृहीतानि,भवन्ति,।,,,,,,,,,,,,,,,,,,,
1241,चित्रयन्त्रेण,गृहीतानि,एतानि,चित्राणि,यदा,चलचित्रप्रक्षेपिणा,त्वरितया,गत्या,चित्रपटे,प्रदर्श्यन्ते,तदा,तानि,सजीवानि,प्रतीयन्ते,।,,,,,,,,,,,,,,,,,,,,,,
1242,पूर्वं,चलचित्रं,ध्वनिरहितं,वर्णरहितं,च,आसीत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1243,अधुना,चलचित्रम्,अत्यधिकं,विकसितं,वर्तते,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1244,ध्वनिसंयोजनेन,विविधवर्णानां,च,सज्जया,चलचित्रम्,अतीव,मनोहारि,आकर्षकं,च,संजातम्,।,,,,,,,,,,,,,,,,,,,,,,,,,,
1245,चलचित्रं,साहित्यस्य,इतिहासस्य,च,परिचयं,ददाति,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1246,चलचित्रस्य,माध्यमेन,विभिन्नानां,देशानां,संस्कृतीनां,ज्ञानम्,अपि,प्राप्तुं,शक्नुमः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,
1247,',जुरासिकपार्क,',नामकं,चलचित्रं,प्रागैतिहासिकान्,महासरीसृपान्,अधिकृत्य,निर्मितम्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248,',टाइटैनिक,',नामकं,चलचित्रं,बृहत्पोतस्य,समुद्रे,निमज्जनम्,अधिकृत्य,निर्मितम्,।,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,एतेन,एका,सत्या,घटना,महता,कौशलेन,पुनरुज्जीविता,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1250,एते,द्वे,चलचित्रे,सर्वैः,एव,दर्शनीये,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,एतादृशानि,चलचित्राणि,अन्यानि,च,कलाकृत्यानि,चलचित्राणि,अस्माकं,ज्ञानं,वर्धयन्ति,शरीरस्य,मनसः,च,श्रान्तिं,दूरीकुर्वन्ति,।,,,,,,,,,,,,,,,,,,,,,,
1252,महर्षिः,रमणः,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1253,१८७९तमे,वर्षे,दिसम्बरमासस्य,नवविंशतितम्यां,तारिकायां,रात्रौ,एकवादनवेलायां,तिरुचुलीनाम्नि,ग्रामे,वेंकटरमणस्य,जन्म,अभवत्,।,,,,,,,,,,,,,,,,,,,,,,,,
1254,श्रीसुन्दरम्,अय्यरमहोदयः,तस्य,पिता,अलगम्मलमहोदया,च,तस्य,माता,आसीत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,
1255,यदा,वेंकटरमणः,षड्वर्षीयः,आसीत्,तदा,असौ,पत्रचिल्लस्य,पत्रतरणेः,च,निर्माणे,विधिव्यवहारपत्राणां,गुच्छकस्य,उपयोगं,कृतवान्,।,,,,,,,,,,,,,,,,,,,,,,
1256,एतस्य,क्रीडाकृत्यस्य,कृते,सः,मातृपितृभ्यां,तर्जितः,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1257,दुःखितः,सन्,सः,श्रीसहायवल्लीमन्दिरे,प्रतिमान्तरितः,भूत्वा,अतिष्ठत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,न,कः,अपि,तम्,अन्वेष्टुं,सफलः,अभवत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1259,संध्यासमये,यदा,मन्दिरे,आरात्रिकम्,अभवत्,तदा,दीपस्य,प्रकाशे,पूजकाः,प्रतिमायाः,समीपे,तम्,अपश्यन्,।,,,,,,,,,,,,,,,,,,,,,,,
1260,नूनं,वेंकटरमणेन,स्वदुःखहरणाय,जगज्जननी,प्रार्थिता,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,यदा,वेंकटरमणः,द्वादशवर्षीयः,आसीत्,तदा,तस्य,पिता,सुन्दरम्,अय्यरमहोदयः,दिवंगतः,।,,,,,,,,,,,,,,,,,,,,,,,,,,
1262,सः,मदुरईनगरे,स्वपितृव्यस्य,श्रीसुब्बाअय्यरमहोदयस्य,गृहम्,अगच्छत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1263,एकदा,सप्तदशवर्शीयः,वेंकटरमणः,गृहस्य,प्रथमे,तले,आसीत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1264,तदा,सः,अकस्मात्,मृत्युभयेन,आक्रान्तः,अभवत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1265,अन्तर्मुखः,भूत्वा,असौ,अचिन्तयत्,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1266,अस्य,कः,अर्थः,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1267,शरीरम्,एव,म्रियते,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1268,तदा,मृत्युम्,अभिनीय,सः,शववत्,भूमौ,अशेत्,अचिन्तयत्,च,-,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,किम्,अहम्,अपि,शरीरेण,सह,मृत्युं,प्राप्स्यामि,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1270,तदा,सः,अन्वभवत्,यत्,सः,शरीरात्,पृथक्,आत्मरूपेण,वर्तते,।,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,एतस्मात्,अनुभवात्,अनन्तरं,वेंकटरमणः,आत्मचिन्तनम्,अकरोत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1272,सप्तदशवर्षीयः,वेंकटरमणः,गृहात्,निष्क्रम्य,तिरुवन्नमलाईप्रदेशे,अरुणाचलम्,अगच्छत्,।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
