,1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73
529,PRONOUN,NOUN,PRONOUN,PARTICLE,PRONOUN,PARTICLE,NOUN,PARTICIPLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,ADVERB,NOUN,PRONOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,ADVERB,PRONOUN,PUNCTUATION,PARTICLE,PARTICLE,ADVERB,PARTICIPLE,VERB,PUNCTUATION,PARTICLE,PARTICIPLE,ADVERB,PARTICLE,PRONOUN,PARTICLE,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,
532,ADVERB,PARTICLE,PRONOUN,VERB,ADVERB,PRONOUN,PARTICLE,PWH,PARTICIPLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,
533,PRONOUN,PWH,PARTICLE,DEMONSTRATIVE,ADJECTIVE,PARTICIPLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,PARTICLE,PRONOUN,NOUN,PARTICLE,PARTICIPLE,PARTICLE,PRONOUN,NOUN,NOUN,PARTICLE,PARTICLE,PARTICLE,VERB,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,
535,NOUN,PARTICIPLE,PRONOUN,NOUN,PUNCTUATION,PRONOUN,NOUN,PUNCTUATION,PRONOUN,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,
536,PRONOUN,NOUN,PRONOUN,PARTICLE,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,PARTICLE,PRONOUN,PARTICLE,PRONOUN,PARTICLE,NOUN,PARTICLE,PARTICLE,PRONOUN,NOUN,PARTICLE,PARTICLE,PARTICIPLE,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,
538,PRONOUN,NOUN,PARTICLE,PRONOUN,NOUN,NOUN,NOUN,PARTICLE,PARTICLE,PRONOUN,PARTICLE,VERB,PARTICLE,NOUN,PARTICLE,PWH,PUNCTUATION,,,,,,,,,,,,,,,,,,,,
539,PARTICLE,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,PARTICLE,NOUN,NOUN,PARTICLE,DEMONSTRATIVE,NOUN,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,PARTICLE,PARTICLE,PRONOUN,DEMONSTRATIVE,NOUN,PARTICLE,PARTICLE,PRONOUN,ADVERB,NOUN,NOUN,VERB,PUNCTUATION,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,
542,ADJECTIVE,NOUN,NOUN,VERB,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,NOUN,PARTICLE,NOUN,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,ADVERB,PARTICIPLE,VERB,ADVERB,PARTICLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,PARTICLE,VERB,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,PRONOUN,NOUN,NOUN,PARTICIPLE,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,PRONOUN,PRONOUN,PWH,PARTICLE,VERB,PUNCTUATION,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,VERB,PRONOUN,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,NOUN,ADJECTIVE,PARTICLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PRONOUN,PARTICLE,PARTICLE,DEMONSTRATIVE,NOUN,ADJECTIVE,VERB,PARTICLE,NOUN,DEMONSTRATIVE,NOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,
551,PRONOUN,PARTICLE,PRONOUN,NOUN,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,NOUN,PARTICLE,PRONOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,ADVERB,PARTICLE,ADVERB,PARTICLE,PRONOUN,ADVERB,PARTICLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PRONOUN,NOUN,ADJECTIVE,PRONOUN,NOUN,PARTICLE,ADJECTIVE,VERB,PARTICLE,PRONOUN,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,
555,PRONOUN,PARTICLE,VERB,NOUN,NOUN,PUNCTUATION,PRONOUN,NOUN,PARTICLE,NOUN,NOUN,PARTICLE,NOUN,NOUN,NOUN,PARTICLE,NOUN,ADJECTIVE,PARTICIPLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,
556,DEMONSTRATIVE,PARTICLE,NOUN,NOUN,NOUN,PARTICLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,ADVERB,NOUN,PARTICLE,NOUN,PARTICLE,PRONOUN,NOUN,ADJECTIVE,PARTICLE,PRONOUN,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,
558,NOUN,PARTICLE,PRONOUN,PRONOUN,NOUN,RESIDUAL,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,PRONOUN,PARTICLE,PARTICLE,VERB,NOUN,NOUN,PARTICLE,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,PARTICLE,PRONOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PARTICLE,PUNCTUATION,PARTICLE,PRONOUN,VERB,PARTICLE,NOUN,NOUN,NOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PRONOUN,ADJECTIVE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,ADVERB,PRONOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,PARTICLE,NOUN,VERB,PUNCTUATION,PARTICLE,ADVERB,VERB,PUNCTUATION,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,PARTICLE,PARTICLE,NOUN,ADVERB,NOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,ADVERB,PRONOUN,NOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,NOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,PRONOUN,NOUN,PARTICLE,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,PRONOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,NOUN,NOUN,ADJECTIVE,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,PRONOUN,ADJECTIVE,NOUN,PARTICIPLE,PARTICLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,NOUN,ADJECTIVE,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,ADVERB,PARTICIPLE,NOUN,PARTICLE,PRONOUN,PARTICLE,NOUN,PARTICLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,NOUN,PARTICIPLE,NOUN,PRONOUN,ADJECTIVE,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,ADVERB,PRONOUN,NOUN,PARTICLE,ADVERB,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
576,PRONOUN,NOUN,ADVERB,ADJECTIVE,NOUN,ADVERB,ADVERB,VERB,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,NOUN,NOUN,PRONOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,RESIDUAL,PUNCTUATION,NOUN,PARTICLE,NOUN,ADJECTIVE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,PRONOUN,NOUN,PARTICLE,NOUN,ADVERB,ADJECTIVE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,PRONOUN,NOUN,PARTICLE,NOUN,ADVERB,ADJECTIVE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,NOUN,PARTICLE,PRONOUN,ADVERB,VERB,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,PARTICLE,NOUN,PARTICLE,PRONOUN,NOUN,NOUN,PARTICLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,PARTICLE,NOUN,PUNCTUATION,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,NOUN,ADJECTIVE,PARTICLE,NOUN,ADJECTIVE,NOUN,NOUN,ADJECTIVE,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,NOUN,ADVERB,ADVERB,NOUN,PARTICIPLE,PRONOUN,ADJECTIVE,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PUNCTUATION,RESIDUAL,PUNCTUATION,PARTICLE,NOUN,NOUN,PARTICLE,VERB,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,
587,NOUN,PARTICLE,PARTICLE,DEMONSTRATIVE,NOUN,ADJECTIVE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PARTICLE,PRONOUN,PARTICLE,PRONOUN,PARTICLE,PARTICIPLE,PRONOUN,NOUN,PARTICLE,PARTICIPLE,NOUN,VERB,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,
589,ADVERB,PARTICLE,NOUN,PRONOUN,NOUN,PARTICLE,NOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,NOUN,ADJECTIVE,DEMONSTRATIVE,NOUN,NOUN,PARTICLE,NOUN,VERB,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,PARTICLE,PRONOUN,NOUN,ADJECTIVE,PUNCTUATION,NOUN,PARTICLE,VERB,PUNCTUATION,PARTICLE,PRONOUN,ADJECTIVE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,
592,ADVERB,PRONOUN,PUNCTUATION,NOUN,NOUN,PUNCTUATION,PARTICLE,PARTICLE,NOUN,ADJECTIVE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,
593,NOUN,ADJECTIVE,NOUN,PARTICLE,PRONOUN,NOUN,NOUN,PARTICLE,ADJECTIVE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PARTICLE,PRONOUN,NOUN,NOUN,PARTICLE,PARTICLE,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PRONOUN,ADJECTIVE,PARTICLE,PARTICLE,PRONOUN,NOUN,NOUN,PARTICLE,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,ADVERB,PARTICLE,NOUN,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,NOUN,NOUN,PARTICLE,ADVERB,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,NOUN,PRONOUN,NOUN,ADVERB,ADJECTIVE,PUNCTUATION,NOUN,PUNCTUATION,PARTICLE,NOUN,PRONOUN,NOUN,VERB,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,
599,PRONOUN,PARTICIPLE,PUNCTUATION,PUNCTUATION,ADJECTIVE,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600,NOUN,PARTICLE,PRONOUN,NOUN,PARTICLE,NOUN,NOUN,PARTICLE,PARTICLE,NOUN,PARTICIPLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,
601,ADVERB,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PRONOUN,PARTICLE,NOUN,NOUN,PARTICLE,PARTICLE,NOUN,PARTICIPLE,ADVERB,PRONOUN,PARTICLE,NOUN,NOUN,PARTICLE,PARTICLE,NOUN,PARTICIPLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,
603,NOUN,PARTICLE,PARTICIPLE,NOUN,PARTICIPLE,NOUN,PRONOUN,NOUN,ADVERB,PARTICLE,ADJECTIVE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,
604,ADVERB,PRONOUN,DEMONSTRATIVE,NOUN,NOUN,NOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,NOUN,ADJECTIVE,PRONOUN,ADVERB,ADJECTIVE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,NOUN,NOUN,PRONOUN,NOUN,PARTICLE,PRONOUN,PARTICLE,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,NOUN,DEMONSTRATIVE,NOUN,NOUN,PARTICLE,NOUN,NOUN,PARTICLE,PRONOUN,ADJECTIVE,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,
608,PARTICLE,PUNCTUATION,PARTICLE,ADJECTIVE,NOUN,PUNCTUATION,PARTICLE,NOUN,NOUN,PARTICLE,NOUN,NOUN,PARTICLE,PRONOUN,PUNCTUATION,PARTICLE,VERB,PARTICLE,VERB,PUNCTUATION,VERB,PUNCTUATION,,,,,,,,,,,,,,,
609,PARTICLE,ADVERB,NOUN,NOUN,PARTICLE,PARTICIPLE,NOUN,PARTICLE,PRONOUN,PRONOUN,PARTICLE,ADJECTIVE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,
610,PARTICLE,VERB,NOUN,PUNCTUATION,PARTICLE,RESIDUAL,PRONOUN,NOUN,NOUN,ADJECTIVE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,
611,NOUN,PARTICLE,PUNCTUATION,NOUN,NOUN,PARTICLE,NOUN,PRONOUN,NOUN,NOUN,PARTICLE,PRONOUN,NOUN,PARTICLE,PARTICLE,ADVERB,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,
612,PARTICLE,PRONOUN,NOUN,PARTICLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
613,NOUN,PARTICLE,PRONOUN,NOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,PRONOUN,NOUN,NOUN,PARTICIPLE,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,PRONOUN,PRONOUN,PWH,PARTICLE,VERB,PUNCTUATION,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PARTICLE,PRONOUN,PRONOUN,NOUN,NOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,PRONOUN,PARTICLE,PARTICLE,VERB,NOUN,NOUN,PARTICLE,NOUN,PUNCTUATION,PARTICLE,PRONOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,
618,PARTICIPLE,PRONOUN,NOUN,PARTICLE,NOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619,NOUN,NOUN,PRONOUN,PARTICLE,PARTICIPLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
620,PARTICLE,PARTICLE,PRONOUN,NOUN,ADJECTIVE,NOUN,PARTICLE,PRONOUN,PARTICIPLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,
621,ADVERB,PRONOUN,PARTICLE,NOUN,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,NOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
623,NOUN,PARTICLE,PRONOUN,PRONOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,NOUN,ADJECTIVE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PRONOUN,NOUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,ADJECTIVE,VERB,PUNCTUATION,NOUN,NOUN,NOUN,ADVERB,ADJECTIVE,NOUN,PARTICIPLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,
627,PARTICLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,NOUN,ADVERB,PARTICIPLE,ADVERB,NOUN,NOUN,PARTICLE,PARTICLE,PRONOUN,PARTICIPLE,PUNCTUATION,PARTICLE,NOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,
629,PRONOUN,PRONOUN,NOUN,PARTICLE,PARTICIPLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,NOUN,PARTICIPLE,ADJECTIVE,NOUN,PARTICLE,PARTICIPLE,NOUN,PARTICLE,NOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,
631,PARTICLE,DEMONSTRATIVE,NOUN,NOUN,PARTICLE,NOUN,NOUN,PRONOUN,ADVERB,DEMONSTRATIVE,NOUN,ADJECTIVE,NOUN,VERB,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,
632,PARTICLE,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
633,PRONOUN,ADJECTIVE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,PRONOUN,PARTICLE,NOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,NOUN,ADJECTIVE,VERB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,NOUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,NOUN,RESIDUAL,NOUN,RESIDUAL,RESIDUAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,PARTICLE,VERB,NOUN,PARTICLE,NOUN,NOUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,NOUN,ADVERB,NOUN,PARTICLE,ADJECTIVE,ADJECTIVE,VERB,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,PRONOUN,NOUN,NOUN,ADJECTIVE,NOUN,PRONOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,PRONOUN,NOUN,ADJECTIVE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PRONOUN,PARTICLE,PRONOUN,PRONOUN,NOUN,PARTICLE,ADJECTIVE,NOUN,VERB,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,
643,ADVERB,PRONOUN,PARTICLE,NOUN,NOUN,PARTICLE,NOUN,PARTICLE,VERB,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,
644,NOUN,PRONOUN,NOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645,PRONOUN,PARTICLE,NOUN,PARTICLE,PARTICLE,PRONOUN,VERB,PUNCTUATION,NOUN,PWH,PRONOUN,NOUN,PRONOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,
646,PARTICIPLE,PRONOUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,NOUN,NOUN,PARTICLE,PARTICIPLE,PARTICLE,PRONOUN,NOUN,ADJECTIVE,VERB,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,
648,NOUN,PRONOUN,NOUN,NOUN,PARTICIPLE,NOUN,PARTICIPLE,PUNCTUATION,PRONOUN,NOUN,NOUN,ADVERB,PARTICIPLE,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,
649,PARTICLE,ADVERB,PRONOUN,NOUN,NOUN,PARTICIPLE,PUNCTUATION,ADJECTIVE,NOUN,NOUN,PARTICIPLE,PARTICLE,NOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,
650,ADVERB,PRONOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651,NOUN,PWH,PARTICLE,NOUN,PARTICLE,NOUN,NOUN,PARTICLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,PARTICLE,PARTICLE,PUNCTUATION,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,PRONOUN,ADVERB,PARTICLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,NOUN,PARTICLE,PARTICLE,PARTICLE,PARTICLE,VERB,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,DEMONSTRATIVE,NOUN,PARTICIPLE,NOUN,NOUN,NOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
658,PRONOUN,NOUN,PARTICLE,PRONOUN,NOUN,NOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,NOUN,NOUN,PARTICLE,PRONOUN,NOUN,NOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,NOUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,NOUN,RESIDUAL,NOUN,RESIDUAL,RESIDUAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,NOUN,NOUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,NOUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664,NOUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
665,PARTICLE,NOUN,PARTICLE,NOUN,VERB,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,PRONOUN,ADJECTIVE,ADJECTIVE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,ADVERB,PRONOUN,NOUN,PARTICLE,NOUN,PARTICIPLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,ADVERB,PARTICLE,NOUN,PARTICIPLE,PARTICLE,NOUN,PRONOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,PRONOUN,NOUN,PARTICLE,PARTICIPLE,PARTICLE,PUNCTUATION,PUNCTUATION,DEMONSTRATIVE,NOUN,PARTICLE,ADJECTIVE,NOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,
670,ADVERB,NOUN,PRONOUN,DEMONSTRATIVE,NOUN,PARTICLE,PARTICIPLE,PUNCTUATION,PARTICLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,NOUN,PARTICLE,PARTICIPLE,NOUN,ADVERB,NOUN,PARTICLE,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,PRONOUN,NOUN,NOUN,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,DEMONSTRATIVE,NOUN,NOUN,PARTICLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,ADVERB,NOUN,PRONOUN,PRONOUN,NOUN,PARTICLE,VERB,PUNCTUATION,PARTICLE,ADJECTIVE,PARTICLE,PRONOUN,NOUN,PARTICLE,ADVERB,PARTICIPLE,PUNCTUATION,PRONOUN,NOUN,ADJECTIVE,ADVERB,PARTICIPLE,VERB,PUNCTUATION,,,,,,,,,,,,,
675,NOUN,ADVERB,NOUN,PARTICIPLE,VERB,PARTICLE,VERB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,ADVERB,NOUN,PRONOUN,NOUN,PARTICLE,NOUN,PARTICLE,NOUN,NOUN,NOUN,PARTICLE,NOUN,NOUN,PARTICLE,ADJECTIVE,NOUN,NOUN,ADJECTIVE,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,
677,NOUN,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678,NOUN,NOUN,PARTICLE,NOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,ADVERB,DEMONSTRATIVE,NOUN,NOUN,PARTICLE,PARTICLE,PARTICLE,ADVERB,PRONOUN,PARTICLE,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,
680,PRONOUN,PARTICLE,ADJECTIVE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,ADVERB,NOUN,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
682,NOUN,NOUN,ADJECTIVE,PARTICIPLE,VERB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,ADVERB,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
684,VERB,PARTICLE,PARTICLE,NOUN,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,PRONOUN,NOUN,ADJECTIVE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,NOUN,VERB,PARTICLE,PRONOUN,NOUN,PARTICLE,PARTICLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,ADVERB,PRONOUN,NOUN,ADJECTIVE,NOUN,PARTICLE,DEMONSTRATIVE,NOUN,NOUN,ADVERB,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,
688,NOUN,ADVERB,ADJECTIVE,NOUN,PRONOUN,NOUN,ADJECTIVE,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,PRONOUN,NOUN,PARTICLE,PARTICIPLE,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690,NOUN,ADVERB,NOUN,PARTICIPLE,VERB,PUNCTUATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
