Chapter,Verse,Sanskrit
111,15,स तु राममवेक्षन्तं सुमन्त्रं पेक्ष्य दुर्मनाः | कुशोत्तरमुपस्थाप्य भूमावेवाऽस्तरत्स्वयम् ||
111,16,तमुवाच महातेजा रामो राजर्षिसत्तमः | किं मां भरत कुर्वाणं तात प्रत्युपवेक्ष्यसि ||
111,17,ब्राह्मणो ह्येकपार्श्वेन नरान्रोद्धुमिहार्हति | न तु मूर्धाभिषिक्तानां विधिः प्रत्युपवेशने ||
111,18,उत्तिष्ठ नरशार्दूल हित्वैतद्दारुणं व्रतम् | पुरवर्यामितः क्षिप्रमयोध्यां याहि राघव ||
111,19,आसीनस्त्वेव भरतः पौरजानपदं जनम् | उवाच सर्वतः प्रेक्ष्य किमार्यं नानुशासथ ||
111,20,ते तदोचुर्महात्मानं पौरजानपदा जनाः | काकुत्स्थमभिजानीमः सम्यग् वदति राघवः ||
111,21,एषोऽपि हि महाभागः पितुर्वचसि तिष्ठति | अत एव न शक्ताः स्मो व्यावर्तयितुमञ्जसा ||
111,22,तेषामाज्ञाय वचनं रामो वचनमब्रवीत् | एवं निबोध वचनं सुहृदां धर्मचक्षुषाम् ||
111,23,एतच्चैवोभयं श्रुत्वा सम्यक्सम्पश्य राघव | उत्तिष्ठ त्वं महाबाहो मां च स्पृश तथोदकम् ||
111,24,अथोत्थाय जलंस्पृष्ट्वा भरतो वाक्यमब्रवीत् | श्रुण्वन्तु मे परिषदो मन्त्रिण श्श्रेणयस्तथा ||
111,25,न याचे पितरं राज्यं नानुशासामि मातरम् | आर्यं परमधर्मज्ञं नानुजानामि राघवम् ||
111,26,यदित्ववश्यं वस्तव्यं कर्तव्यं च पितुर्वचः | अहमेव निवत्स्यामि चतुर्दश समा वने ||
111,27,धर्मात्मा तस्य तथ्येन भ्रातुर्वाक्येन विस्मितः | उवाच राम स्सम्प्रेक्ष्य पौरजानपदं जनम् ||
111,28,विक्रीतमाहितं क्रीतं यत्पित्रा जीवता मम | न तल्लोपयितुं शक्यं मया वा भरतेन वा ||
111,29,उपधिर्न मया कार्यो वनवासे जुगुप्सितः | युक्तमुक्तं च कैकेय्या पित्रा मे सुकृतं कृतम् ||
111,30,जानामि भरतं क्षान्तं गुरुसत्कारकारिणम् | सर्वमेवात्र कल्याणं सत्यसन्धे महात्मनि ||
111,31,अनेन धर्मशीलेन वनात्प्रत्यागतः पुनः | भ्रात्रा सह भविष्यामि पृथिव्याः पतिरुत्तमः ||
111,32,वृतो हि राजा कैकेय्या मया तद्वचनं कृतम् | अनृतान्मोचयानेन पितरं तं महीपतिम् ||
112,1,तमप्रतिमतेजोभ्यां भ्रातृभ्यां रोमहर्षणम् | विस्मिता: स‌ङ्गमं प्रेक्ष्य समवेता महर्षयः ||
112,2,अन्तर्हिता मुनिगणास्सिद्धाश्च परमर्षयः | तौ भ्रातरौ महात्मानौ काकुत्स्थौ प्रशशंसिरे ||
112,3,स धन्यो यस्य पुत्रौ द्वौ धर्मज्ञौ धर्मविक्रमौ | श्रुत्वा वयं हि सम्भाषामुभयोस्स्पृहयामहे ||
112,4,ततस्त्वृषिगणाः क्षिप्रं दशग्रीववधैषिणः | भरतं राजशार्दूलमित्यूचु: स‌ङ्गता वचः ||
112,5,कुले जात महाप्राज्ञ महावृत्त महायशः | ग्राह्यं रामस्य वाक्यं ते पितरं यद्यवेक्षसे ||
112,6,सदा अनृणम् इमम् रामम् वयम् इग्च्छामहे पितुः | अनृणत्वाच् च कैकेय्याः स्वर्गम् दशरथो गतः || 
112,7,एतावदुक्त्वा वचनं गन्धर्वा: स‌महर्षयः | राजर्षयश्चैव तदा सर्वे स्वां स्वां गतिं गताः ||
112,8,ह्लादितस्तेन वाक्येन शुभेन शुभदर्शनः | राम स्संहृष्टवदनस्तानृषीनभ्यपूजयत् ||
112,9,त्रस्तगात्रस्तु भरतस्स वाचा सज्जमानया | कृताञ्जलिरिदं वाक्यं राघवं पुनरब्रवीत् ||
112,10,राजधर्ममनुप्रेक्ष्य कुलधर्मानुसन्ततिम् | कर्तुमर्हसि काकुत्स्थ मम मातुश्च याचनाम् ||
112,11,रक्षितुं सुमहद्राज्यमहमेकस्तु नोत्सहे | पौरजानपदांश्चापि रक्तान्रञ्जयितुं तथा ||
112,12,ज्ञातयश्च हि योधाश्च मित्राणि सुहृदश्च नः | त्वामेव प्रतिवीक्षन्ते पर्जन्यमिव कर्षकाः ||
112,13,इदं राज्यं महाप्राज्ञ स्थापय प्रतिपद्य हि | शक्तिमानसि काकुत्स्थ लोकस्य परिपालने ||
112,14,इत्युक्त्वा न्यपतद्भ्रातुः पादयोर्भरतस्तदा | भृशं सम्प्रार्थयामास राममेव प्रियंवदः ||
112,15,तमङ्के भरतं कृत्वा रामो वचनमब्रवीत् | श्यामं नलिनपत्राक्षं मत्तहंसस्वरं स्वयम् ||
112,16,आगता त्वामियं बुद्धिस्स्वजा वैनयिकी च या | भृशमुत्सहसे तात रक्षितुं पृथिवीमपि ||
112,17,अमात्यैश्च सुहृद्भिश्च बुद्धिमद्भिश्च मन्त्रिभिः | सर्वकार्याणि सम्मन्त्र्य सुमहन्त्यपि कारय ||
112,18,लक्ष्मीश्चन्द्रादपेयाद्वा हिमवान्वा हिमं त्यजेत् | अतीयात्सागरो वेलां न प्रतिज्ञामहं पितुः ||
112,19,कामाद्वा तात लोभाद्वा मात्रातुभ्यमिदं कृतम् | न तन्मनसि कर्तव्यं वर्तितव्यं च मातृवत् ||
112,20,एवं ब्रुवाणं भरतः कौसल्यासुतमब्रवीत् | तेजसाऽऽदित्यसङ्काशं प्रतिपच्चन्द्रदर्शनम् ||
112,21,आधिरोहाऽर्य पादाभ्यां पादुके हेमभूषिते | एतेहि सर्वलोकस्य योगक्षेमं विधास्यतः ||
112,22,सोऽधिरुह्य नरव्याघ्रः पादुके ह्यवरुह्य च | प्रायच्छत्सुमहातेजा भरताय महात्मने ||
112,23,स पादुके सम्प्रणम्य रामं वचनमब्रवीत् चतुर्दश हि वर्षाणि जटाचीरधरो ह्याहम् ||
112,24,फलमूलाशनो वीर भवेयं रघुनन्दन | तवाऽगमनमाकाङ्क्षान्वसन्वै नगराद्बहिः ||
112,25,तव पादुकयोर्न्यस्तराज्यतन्त्रः परन्तप | चतुर्दशे तु संपूर्णे वर्षेऽहनि रघूत्तम ||
112,26,न द्रक्ष्यामि यदि त्वां तु प्रवेक्ष्यामि हुताशनम् | तथेति च प्रतिज्ञाय तं परिष्वज्य सादरम् ||
112,27,शत्रुघ्नं च परिष्वज्य भरतं चेदमब्रवीत् | मातरं रक्ष कैकेयीं मा रोषं कुरु तां प्रति ||
112,28,मया च सीतया चैव शप्तोऽसि रघुसत्तम | इत्युक्त्वाऽश्रुपरीताक्षो भ्रातरं विससर्ज ह ||
112,29,स पादुके ते भरतः प्रतापवान् स्वलङ्कृते सम्परिपूज्य धर्मवित् | प्रदक्षिणं चैव चकार राघवम् चकार ते चोत्तमनागमूर्धनि ||
112,30,अथाऽनुपूर्व्यात्प्रतिनन्द्य तं जनं गुरूंश्च मन्त्रिप्रकृतीस्तथाऽनुजौ | व्यसर्जयद्राघववंशवर्धनस्थिरः स्वधर्मे हिमवानिवाचलः ||
112,31,तं मातरो बाष्पगृहीतकण्ठ्यो दुःखेन नामन्त्रयितुं हि शेकुः | स त्वेव मात्रृ़रभिवाद्य सर्वारुदन्कुटीं स्वां प्रविवेश राघवः ||
113,1,तत श्शिरसि कृत्वा तु पादुके भरतस्तदा | आरुरोह रथं हृष्टः शत्रुघ्नेन समन्वितः ||
113,2,वसिष्ठो वामदेवश्च जाबालिश्च दृढव्रतः | अग्रतः प्रययु स्सर्वे मन्त्रिणो मन्त्रपूजिताः ||
113,3,मन्दाकिनीं नदीं रम्यां प्राङ्मुखास्ते ययुस्तदा | प्रदक्षिणं च कुर्वाणाश्चित्रकूटं महागिरिम् ||
113,4,पश्यन्धातुसहस्राणि रम्याणि विविधानि च | प्रययौ तस्य पार्श्वेन ससैन्यो भरतस्तदा ||
113,5,अदूराच्चित्रकूटस्य ददर्श भरतस्तदा | आश्रमं यत्र स मुनिर्भरद्वाजः कृतालयः ||
113,6,स तमाश्रममागम्य भरद्वाजस्य बुद्धिमान् | अवतीर्य रथात्पादौ ववन्दे भरतस्तदा ||
113,7,ततो हृष्टो भरद्वाजो भरतं वाक्यमब्रवीत् | अपि कृत्यं कृतं तात रामेण च समागतम् ||
113,8,एवमुक्त स्स तु ततो भरद्वाजेन धीमता | प्रत्युवाच भरद्वाजं भरतो धर्मवत्सलः ||
113,9,स याच्यमानो गुरुणा मया च दृढविक्रमः | राघवः परमप्रीतो वसिष्ठं वाक्यमब्रवीत् ||
113,10,पितुः प्रतिज्ञां तामेव पालयिष्यामि तत्त्वतः | चतुर्दश हि वर्षाणि या प्रतिज्ञा पितुर्मम ||
113,11,एवमुक्तो महाप्राज्ञो वसिष्ठः प्रत्युवाच ह | वाक्यज्ञो वाक्यकुशलं राघवं वचनं महत् ||
113,12,एते प्रयच्छ संहृष्टः पादुके हेमभूषिते | अयोध्यायां महाप्राज्ञ योगक्षेमकरे तव ||
113,13,एवमुक्तो वसिष्ठेन राघवः प्राङ्मुखः स्थितः | पादुके ह्यधिरुह्यैते मम राज्याय वै ददौ ||
113,14,निवृत्तोऽहमनुज्ञातो रामेण सुमहात्मना | अयोध्यामेव गच्छामि गृहीत्वा पादुके शुभे ||
113,15,एतच्छ्रुत्वा शुभं वाक्यं भरतस्य महात्मनः | भरद्वाजश्शुभतरं मुनिर्वाक्यमुवाच तम् ||
113,16,नैतच्चित्रं नरव्याघ्र शीलवृत्तवतां वर | यदार्यं त्वयि तिष्ठेत्तु निम्ने सृष्टमिवोदकम् ||
113,17,अमृत स्समहाबाहुः पिता दशरथस्तव | यस्य त्वमीदृश: पुत्रो धर्मज्ञो धर्मवत्सलः ||
113,18,तमृषिं तु महात्मानमुक्तवाक्यं कृताञ्जलिः | आमन्त्रयितुमारेभे चरणावुपगृह्य च ||
113,19,ततः प्रदक्षिणं कृत्वा भरद्वाजं पुनः पुनः | भरतस्तु ययौ श्रीमानयोध्यां सह मन्त्रिभिः ||
113,20,यानैश्च शकटैश्चैव हयैर्नागैश्च सा चमूः | पुनर्निवृत्ता विस्तीर्णा भरतस्यानुयायिनी ||
113,21,ततस्ते यमुनां दिव्यां नदीं तीर्त्वोर्मिमालिनीम् | ददृशुस्तां पुन स्सर्वे गङ्गां शुभजलां नदीम् ||
113,22,तां रम्यजलसंपूर्णां सन्तीर्य सहबान्धवः शृङ्गिबेरपुरं रम्यं प्रविवेश ससैनिकः | शृङ्गिबेरपुराद्भूय स्त्वयोध्यां सन्ददर्श ह ||
113,23,अयोध्यां च ततो दृष्ट्वा पित्रा भ्रात्रा विवर्जिताम् | भरतो दुःख सन्तप्त स्सारथिं चेदमब्रवीत् ||
113,24,सारथे पश्य विध्वस्ता साऽयोध्या न प्रकाशते | निराकारा निरानन्दा दीना प्रतिहतस्वरा ||
114,1,स्निग्धगम्भीरघोषेण स्यन्दनेनोपयान्प्रभुः | अयोध्यां भरतः क्षिप्रं प्रविवेश महायशाः ||
114,2,बिडालोलूकचरितामालीननरवारणाम् | तिमिराभ्याहतां कालीमप्रकाशां निशामिव ||
114,3,राहुशत्रोः प्रियां पत्नीं श्रिया प्रज्वलितप्रभाम् | ग्रहेणाभ्युत्थितेनैकां रोहिणीमिव पीडिताम् ||
114,4,अल्पोष्णक्षुब्धसलिलां घर्मोत्तप्तविहङ्गमाम् | लीनमीनझषग्राहां कृशां गिरिनदीमिव ||
114,5,विधूमामिव हेमाभामध्वराग्ने स्समुत्थिताम् | हविरभ्युक्षितां पश्चाच्छिखां विप्रलयं गताम् ||
114,6,विध्वस्तकवचां रुग्णगजवाजिरथध्वजाम् | हतप्रवीरामापन्नां चमूमिव महाहवे ||
114,7,सफेनां सस्वनां भूत्वा सागरस्य समुत्थिताम् | प्रशान्तमारुतोद्धूतां जलोर्मिमिव निस्स्वनाम् ||
114,8,त्यक्तां यज्ञायुधैः सर्वैरभिरूपैश्च याजकैः | सुत्याकाले सुनिर्वृत्ते वेदिं गतरवामिव ||
114,9,गोष्ठमध्ये स्थितामार्तामचरन्तीं तृणं नवम् | गोवृषेण परित्यक्तां गवां पक्तिमिवोत्सुकाम् ||
114,10,प्रभाकराद्यै स्सुस्निग्धैः प्रज्वलद्भिरिवोत्तमैः | वियुक्तां मणिभिर्जात्यैर्नवां मुक्तावलीमिव ||
114,11,सहसा चलितां स्थानान्महीं पुण्यक्षयाद्गताम् | संवृतद्युतिविस्तारां तारामिव दिवश्च्युताम् ||
114,12,पुष्पनद्धां वसन्तान्ते मत्तभ्रमरनादिताम् | द्रुतदावाग्नि विप्लुष्टां क्लान्तां वनलतामिव ||
114,13,सम्मूढनिगमांस्तब्धां संक्षिप्तविपणापणाम् | प्रच्छन्नशशिनक्षत्रां द्यामिवाम्बुधरैर्वृताम् ||
114,14,क्षीणपानोत्तमैर्भग्नैः शरावैरभिसंवृताम् | हतशौण्डामिव ध्वस्तांं पानभूमिमसंस्कृताम् ||
114,15,वृक्णभूमितलां निम्नां वृक्णपात्रैस्समावृताम् | उपयुक्तोदकां भग्नां प्रपां निपतितामिव ||
114,16,विपुलां विततां चैव युक्तपाशां तरस्विनाम् | भूमौ बाणैर्विनिष्कृत्तां पतितां ज्यामिवायुधात् ||
114,17,सहसा युद्धशौण्डेन हयारोहेण वाहिताम् | निहतां प्रतिसैन्येन वडवामिव पातिताम् ||
114,18,भरतस्तु रथस्थः सन् श्रीमान् दशरथात्मजः | वाहयन्तं रथश्रेष्ठं सारथिम् वाक्यमब्रवीत् ||
114,19,किम् नु खल्वद्य गम्बीरो मूर्चितो न निशम्यते | यथापुरमयोध्यायाम् गीतवादित्रनिस्वनः || 
114,20,वारुणीमदगन्धश्च माल्यगन्धश्च मूर्चितः | धूपितागरुगन्धश्च न प्रवाति समन्ततः ||
114,21,यानप्र वरघोषश्च स्निग्धश्च हयनिस्वनः | प्रमत्तगजनादश्च महांश्च रथनिस्वनः ||
114,22,नेदानीम् श्रूयते पुर्यामस्याम् रामे विवासिते ||
114,23,चन्दनागारुगन्धांश्च महार्हश्च नवस्रजः || 
114,24,गते हि रामे तरुणाः संतप्ता नोपभुञ्जते | बहिर्यात्रां न गच्छन्ति चित्रमाअल्यधरा नराः ||
114,25,नोत्सवाः सम्प्रवर्तन्ते रामशोकार्दिते पुरे | सह नूनम् मम भ्रात्रा पुरस्यास्य द्युतिर्गता || 
114,26,न हि राजत्ययोध्येयं सासारेवार्जुनी क्षपा | कदा नु खलु मे भ्राता महोत्सव इवागतः ||
114,27,जनयिष्यत्ययोध्यायां हर्षम् ग्रीष्म इवाम्बुदः | तरुणैः चारु वेषैः च नरैर् उन्नत गामिभिः | सम्पतद्भिर् अयोध्यायाम् न विभान्ति महा पथाः ||
114,28,एवम् बहु विधम् जल्पन् विवेश वसतिम् पितुः | तेन हीनाम् नर इन्द्रेण सिम्ह हीनाम् गुहाम् इव ||
114,29,तदा तदन्तःपुरमुज्घितप्रभम् | सुरैरिवोत्सृष्टमभास्करम् दिनम् | निरीक्ष्य सर्वम् तु विविक्तमात्मवान् | मुमोच बाष्पं भरतः सुदुःखितः ||
115,1,ततो निक्षिप्य मातृ़ स्स अयोध्यायां दृढ व्रतः | भरत श्शोकसन्तप्तो गुरूनिदमथाब्रवीत् ||
115,2,नन्दिग्रामं गमिष्यामि सर्वानामन्त्रयेऽद्य वः | तत्र दुःखमिदं सर्वं सहिष्ये राघवं विना ||
115,3,गतश्च वा दिवं राजा वनस्थश्च गुरुर्मम | रामं प्रतीक्षे राज्याय स हि राजा महायशाः ||
115,4,एतच्छ्रुत्वा शुभं वाक्यं भरतस्य महात्मनः | अब्रुवन्मन्त्रिणस्सर्वे वसिष्ठश्च पुरोहितः ||
115,5,सुभृशं श्लाघनीयं च यदुक्तं भरत त्वया | वचनं भ्रातृवात्सल्यादनुरूपं तवैव तत् ||
115,6,नित्यं ते बन्धुलुब्धस्य तिष्ठतो भ्रातृसौहृदे | आर्यमार्गं प्रपन्नस्य नानुमन्येत कः पुमान् ||
115,7,मन्त्रिणां वचनं श्रुत्वा यथाभिलषितं प्रियम् | अब्रवीत्सारथिं वाक्यं रथो मे युज्यतामिति ||
115,8,प्रहृष्टवदन स्सर्वा मातृ़ स्समभिवाद्य सः | आरुरोह रथं श्रीमान् शत्रुघ्नेन समन्वितः ||
115,9,आरुह्य च रथं शीघ्रं शत्रुघ्नभरतावुभौ | ययतुः परमप्रीतौ वृतौ मन्त्रिपुरोहितैः ||
115,10,अग्रतो पुरवः तत्र वसिष्ठ प्रमुखा द्विजाः | प्रययुः प्राङ्ग्मुखा स्सर्वे नन्दिग्रामो यतोऽभवत् ||
115,11,बलं च तदनाहूतं गजाश्वरथसङ्कुलम् | प्रययौ भरते याते सर्वे च पुरवासिनः ||
115,12,रथस्थः स तु धर्मात्मा भरतो भ्रातृवत्सलः | नन्दिग्रामं ययौ तूर्णं शिरस्यादाय पादुके ||
115,13,ततस्तु भरतः क्षिप्रं नन्दिग्रामं प्रविश्य सः | अवतीर्य रथात्तूर्णं गुरूनिदमुवाच ह ||
115,14,एतद्राज्यं मम भ्रात्रा दत्तं सन्नयासवत्स्वयम् | योगक्षेमवहे चेमे पादुके हेमभूषिते ||
115,15,भरत श्शिरसा कृत्वा सन्न्यासं पादुके ततः | अब्रवीद्धुःखसंतप्त स्सर्वं प्रकृतिमण्डलम् ||
115,16,छत्रं धारयत क्षिप्रमार्यपादाविमौ मतौ | आभ्यां राज्ये स्थितो धर्मः पादुकाभ्यां गुरोर्मम ||
115,17,भ्रात्रा हि मयि संन्यासो निक्षिप्त स्सौहृदादयम् | तमिमं पालयिष्यामि राघवागमनं प्रति ||
115,18,क्षिप्रं संयोजयित्वातु राघवस्य पुनस्स्वयम् | चरणौ तौ तु रामस्य द्रक्ष्यामि सहपादुकौ ||
115,19,ततो निक्षिप्तभारोऽहं राघवेण समागतः | निवेद्य गुरवे राज्यं भजिष्ये गुरुवृत्तिताम् ||
115,20,राघवाय च सन्यासं दत्त्वेमे वरपादुके | राज्यं चेदमयोध्यां च धूतपापो भवामि च ||
115,21,अभिषिक्ते तु काकुत्स्थे प्रहृष्टमुदिते जने | प्रीतिर्मम यशश्चैव भवेद्राज्याच्चतुर्गुणम् ||
115,22,एवं तु विलपन्दीनो भरत स्समहायशाः | नन्दिग्रामेऽकरोद्राज्यं दुःखितो मन्त्रिभिस्सह ||
115,23,स वल्कलजटाधारी मुनिवेषधरः प्रभुः | नन्दिग्रामेऽवसद्वीर स्ससैन्यो भरतस्तदा ||
115,24,रामागमनमाकाङ्क्षन्भरतो भ्रातृवत्सलः | भ्रातुर्वचनकारी च प्रतिज्ञापारगस्तथा ||
115,25,पादुके त्वभिषिच्याथ नन्दिग्रामेऽवसत्तदा | स वालव्यजनं छत्रं धारयामास स स्वयं ||
115,26,भरत श्शासनं सर्वं पादुकाभ्यां निवेदयन् | ततस्तु भरत शश्रीमानभिषिच्याऽऽर्यपादुके ||
115,27, तदधीनस्तदा राज्यं कारयामास सर्वदा | तदा हि यत्कार्यमुपैति किञ्चिदुपायनं चोपहृतं महार्हम् | स पादुकाभ्यां प्रथमं निवेद्य चकार पश्चाद्भरतो यथावत् ||
116,1,प्रतिप्रयाते भरते वसन्रामस्तपोवने | लक्षयामास सोद्वेगमथौत्सुक्यं तपस्विनाम् ||
116,2,ये तत्र चित्रकूटस्य पुरस्तात्तापसाश्रमे | राममाश्रित्य निरतास्तानलक्षयदुत्सुकान् ||
116,3,नयनैर्ब्रुकुटीभिश्च रामं निर्दिश्य शङ्किताः | अन्योन्यमुपजल्पन्त श्शनैश्चक्रुर्मिथः कथाः ||
116,4,तेषामौत्सुक्यमालक्ष्य रामस्त्वात्मनि शङ्कितः | कृताञ्जलिरुवाचेदमृषिं कुलपतिं ततः ||
116,5,न कच्चिद्भगवन्किञ्चित्पूर्ववृत्तमिदं मयि | दृश्यते विकृतं येन विक्रियन्ते तपस्विनः ||
116,6,प्रमादाच्चरितं कच्चित्किञ्चिन्नावरजस्य मे | लक्ष्मणस्यर्षिभिदृष्टं नानुरूपमिवात्मनः ||
116,7,कच्चिच्छुश्रूषमाणा व श्शुश्रूषणपरा मयि | प्रमदाऽभ्युचितां वृत्तिं सीता युक्तं न वर्तते ||
116,8,अथर्षिर्जरया वृद्धस्तपसा च जरां गतः | वेपमान इवोवाच रामं भूतदयापरम् ||
116,9,कुतः कल्याणसत्त्वायाः कल्याणाभिरतेस्तथा | चलनं तात वैदेह्यास्तपस्विषु विशेषतः ||
116,10,त्वन्निमित्तमिदं तावत्तापसान्प्रतिवर्तते | रक्षोभ्यस्तेन संविग्नाः कथयन्ति मिथः कथाः ||
116,11,रावणावरजः कश्चित् खरो नामेह राक्षसः | उत्पाट्य तापसान्सर्वाञ्जनस्थाननिकेतनान् ||
116,12,धृष्टश्च जितकाशी च नृशंसः पुरुषादकः | अवलिप्तश्च पापश्च त्वां च तात न मृष्यते ||
116,13,त्वं यदाप्रभृति ह्यस्मिन्नाश्रमे तात वर्तसे | तदाप्रभृति रक्षांसि विप्रकुर्वन्ति तापसान् ||
116,14,दर्शयन्ति हि बीभत्सैः क्रूरैर्भीषणकैरपि | नानारूपैर्विरूपैश्च रूपैर्विकृतदर्शनैः ||
116,15,अप्रशस्तैशुचिभिस्सम्प्रयोज्य च तापसान् | प्रतिध्नन्त्यपरान्क्षिप्रमनार्याः पुरतः स्थिताः ||
116,16,तेषु तेष्वाश्रमस्थानेष्वबुद्धमवलीय च | रमन्ते तापसां स्तत्र नाशयन्तोऽल्पचेतसः ||
116,17,अपक्षिपन्ति स्रुग्भाण्डानग्नीस्निञ्चन्ति वारिणा | कलशांश्च प्रमध्नन्ति हवने समुपस्थिते ||
116,18,तैर्दुरात्मभिरामृष्टानाश्रमान्प्रजिहासवः | गमनायान्यदेशस्य चोदयन्त्यृषयोऽद्य माम् ||
116,19,तत्पुरा राम शारीरामुपहिंसां तपस्विषु | दर्शयन्ति हि दुष्टास्ते त्यक्ष्याम इममाश्रमम् ||
116,20,बहुमूलफलं चित्रमविदूरादितो वनम् | पुराणाश्रममेवाहं श्रयिष्ये सगणः पुनः ||
116,21,खरस्त्वय्यपि चायुक्तं पुरा तात प्रवर्तते | सहास्माभिरितो गच्छ यदि बुद्धिः प्रवर्तते ||
116,22,सकलत्रस्य सन्देहो नित्यं यत्तस्य राघव | समर्थस्यापि हि सतो वासो दुःखमिहाद्य ते ||
116,23,इत्युक्तवन्तं स्तंराम राजपुत्रस्तपस्विनम् | न शशाकोत्तरैर्वाक्यैरवरोद्धुं समुत्सुकम् ||
116,24,अभिनन्द्य समापृच्छ्य समाधाय च राघवम् | स जगामाश्रमं त्यक्त्वा कुलैः कुलपतिस्सह ||
116,25,रामः संसाद्य ऋषिगणमनुगमनाद्देशात्तस्मात्कुलपतिमभिवाद्य ऋषिम् | सम्यक्प्रीतैस्तैरनुमत उपदिष्टार्थः पुण्यं वासाय स्वनिलयमुपसम्पेदे ||
116,26,आश्रममृषिविरहितं प्रभुः क्षणमपिन जहौ स राघवः | राघवं हि सततमनुगता स्तापसाश्चार्षचरित धृतगुणाः ||
117,1,राघव स्त्वथ यातेषु तपस्विषु विचिन्तयन् | न तत्रारोचयद्वासं कारणैर्बहुभिस्तदा ||
117,2,इह मे भरतो दृष्टो मातरश्च सनागराः | सा च मे स्मृतिरन्वेति तान्नित्यमनुशोचतः ||
117,3,स्कन्धावारनिवेशेन तेन तस्य महात्मनः | हयहस्तिकरीषैश्च उपमर्दः कृतो भृशम् ||
117,4,तस्मादन्यत्र गच्छाम इति सञ्चिन्त्य राघवः | प्रातिष्ठत स वैदेह्या लक्ष्मणेन च सङ्गतः ||
117,5,सोऽत्रेराश्रममासाद्य तं ववन्दे महायशाः | तं चापि भगवानत्रिः पुत्रवत्प्रत्यपद्यत ||
117,6,स्वयमातिथ्यमादिश्य सर्वमन्यत्सुसत्कृतम् | सौमित्रिं च महाभागां सीतां च समसान्त्वयत् ||
117,7,पत्नीं च समनुप्राप्तां वृद्धामामन्त्र्य सत्कृताम् | सान्त्वयामास धर्मज्ञः सर्वभूतहिते रतः ||
117,8,आनसूयां महाभागां तापसीं धर्मचारिणीम् प्रतिगृह्णीष्व वैदेहीमब्रवीदृषिसत्तमः ||
117,9, रामाय चाऽचचक्षे तां तापसीं धर्मचारिणीम् | दश वर्षाण्यनावृष्ट्या दग्धे लोके निरन्तरम् ||
117,10,यया मूलफले सृष्टे जाह्नवी च प्रवर्तिता | उग्रेण तपसा युक्ता नियमैश्चाप्यलङ्कृता ||
117,11,दश वर्ष सहास्राणि तया तप्तं महत्तपः | अनसूया व्रतै स्स्नाता प्रत्यूहाश्च निवर्तिताः ||
117,12,देवकार्यनिमित्तं च यया सन्त्वरमाणया | दशरात्रं कृता रात्रि स्सेयं मातेव तेऽनघ ||
117,13,तामिमां सर्वभूतानां नमस्कार्यां यशस्विनीम् अभिगच्छतु वैदेही वृद्धामक्रोधनां सदा ||
117,14,एवं ब्रुवाणं तमृषिं तथेत्युक्त्वा स राघवः | सीतामुवाच धर्मज्ञामिदं वचनमुत्तमम् ||
117,15,राजपुत्रि श्रुतमिदं मुनेरस्य समीरितम् | श्रेयोऽर्थमात्मनश्शीघ्रमभिगच्छ तपस्विनीम् ||
117,16,सीता त्वेतद वचः श्रुत्वा राघवस्य हितैषिणः | तामत्रिपन्तीं धर्मज्ञामभिचक्राम मैथिली ||
117,17,शिथिलां वलितां वृद्धां जरापाण्डुरमूर्धजाम् | सततं वेपमानाङ्गीं प्रवाते कदलीं यथा ||
117,18,तां तु सीता महाभागामनसूयां पतिव्रताम् | अभ्यवादयदव्यग्रा स्वं नाम समुदाहरत् ||
117,19,अभिवाद्य च वैदेही तापसीं तामनिन्दिताम् | बद्धाञ्जलिपुटा हृष्टा पर्यपृच्छदनामयम् ||
117,20,ततस्सीतां महाभागां दृष्ट्वा तां धर्मचारिणीम् | सान्त्वयन्त्यब्रवीद्धृष्टा दिष्ट्या धर्ममवेक्षसे ||
117,21,त्यक्त्वा ज्ञातिजनं सीते मानमृद्धं च भामिनि | अवरुद्धं वने रामं दिष्ट्या त्वमनुगच्छसि ||
117,22,नगरस्थो वनस्थो वा पापो वा यदि वा शुभः | यासां स्त्रीणां प्रियो भर्ता तासां लोका महोदयाः ||
117,23,दुश्शीलः कामवृत्तो वा धनैर्वा परिवर्जितः | स्त्रीणामार्यस्वभावानां परमं दैवतं पतिः ||
117,24,नातो विशिष्टं पश्यामि बान्धवं विमृशन्त्यहम् | सर्वत्र योग्यं वैदेहि तपः कृतमिवाव्ययम् ||
117,25,न त्वेवमवगच्छन्ति गुणदोषमसत्त्स्रियः | कामवक्तव्यहृदया भर्तृनाथाश्चरन्ति याः ||
117,26,प्राप्नुवन्त्य यशश्चैव धर्मभ्रंशं च मैथिलि | अकार्यवशमापन्नाः स्त्रियो याः खलु तद्विधाः ||
117,27,त्वद्विधास्तु गुणैर्युक्ता दृष्ट लोक परावराः | स्त्रिय स्स्वर्गे चरिष्यन्ति यथा धर्मकृतस्तथा ||
117,28,तदेवमेनं त्वमनुव्रता सती पतिव्रतानां समयानुवर्तिनी | भव स्वभर्तु स्सहधर्मचारिणी यशश्च धर्मं च तत स्समाप्स्यसि ||
118,1,सात्वेवमुक्ता वैदेही अनसूयाऽनसूयया | प्रतिपूज्य वचो मन्दं प्रवक्तुमुपचक्रमे ||
118,2,नैतदाश्चर्यमार्याया यन्मां त्वमभिभाषसे | विदितन्तु ममाप्येतद्यथा नार्याः पतिर्गुरुः ||
